	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
SNX3	1749	2211	1384	1447	673	688	1101	1527
SNX30	184	213	127	138	219	214	270	368
SNX33	77	77	57	52	66	46	68	107
SNX4	755	869	615	658	827	812	1275	1707
SNX5	516	631	476	443	3920	3767	5795	8294
SNX6	1366	1466	1060	1167	1656	1589	2523	3523
SNX7	288	336	254	246	528	482	780	1095
SNX8	192	223	167	134	232	185	326	441
SNX9	851	911	669	683	1141	1029	1484	2218
SOAT1	973	1145	895	858	1048	970	1823	2603
SOBP	91	117	94	75	201	165	202	338
SOCS2	31	19	12	14	71	69	152	161
SOCS4	188	180	133	130	532	450	770	1130
SOCS5	83	74	59	59	227	215	297	408
SOCS6	90	141	88	88	231	219	354	477
SOCS7	49	93	53	61	179	150	192	338
SOD1	6822	9286	6132	5700	5609	5394	8386	11832
SOD2	402	545	283	337	206	180	317	496
SOGA1	190	258	169	137	419	338	248	585
SON	8164	9902	7149	7676	18157	14860	17411	31705
SORBS1	92	131	84	79	62	69	78	110
SORBS3	461	527	335	379	90	63	80	116
SORCS1	1	12	37	29	49	42	63	111
SORD	261	317	226	180	308	300	435	542
SORL1	220	233	227	232	403	329	436	766
SORT1	1212	1420	1175	1079	1119	987	1467	2279
SOS1	465	492	315	378	1140	1006	1010	1759
SOS2	201	198	155	136	753	664	944	1322
SOWAHA	40	44	28	31	18	19	28	38
SOWAHC	113	138	84	78	34	40	78	94
SOX12	324	344	187	167	167	152	105	198
SOX13	129	157	74	88	70	53	77	99
SOX2	193	241	149	158	35	30	50	61
SOX4	1169	1665	894	925	298	250	445	664
SOX5	125	131	84	96	42	39	56	97
SOX6	38	47	28	14	56	56	71	136
SOX9	170	236	115	136	28	24	29	48
SP1	1933	2098	1463	1590	1393	1088	1966	3109
SP2	337	419	272	301	80	62	70	128
SP3	916	1010	719	785	1962	1687	3212	4717
SP4	291	308	189	222	359	317	627	884
SP9	139	211	102	118	69	49	75	116
SPA17	198	180	117	134	158	160	266	392
SPACA9	63	93	41	46	37	53	67	117
SPAG1	333	374	297	296	288	271	362	530
SPAG16	471	538	406	438	331	311	421	564
SPAG17	1	3	2	4	13	11	24	40
SPAG4	6	5	6	10	45	32	54	95
SPAG5	1393	1732	1272	1302	2774	2449	3893	5906
SPAG7	480	669	442	384	463	475	671	941
SPAG8	5	8	3	2	13	10	12	34
SPAG9	2581	2997	2134	2272	4113	3695	5907	8448
SPARCL1	1	2	0	4	31	23	31	52
SPART	3312	4109	2618	2800	2335	2114	3489	4957
SPAST	358	395	273	295	667	636	915	1313
SPATA1	1	1	1	2	26	16	21	31
SPATA13	26	42	30	24	42	25	28	59
SPATA17	16	30	13	17	66	43	81	143
SPATA18	48	68	64	52	62	67	85	120
SPATA2	124	151	101	79	67	67	89	137
SPATA20	145	170	113	113	267	240	383	586
SPATA24	71	118	90	89	61	64	87	111
SPATA2L	134	205	108	114	76	72	106	158
SPATA33	45	53	37	28	56	58	111	134
SPATA5	479	603	406	438	1262	1336	1683	2385
SPATA5L1	531	643	431	436	421	352	509	792
SPATA6	127	136	85	89	98	90	96	175
SPATA7	84	74	65	79	209	136	266	412
SPATC1L	4	2	2	0	186	174	272	374
SPATS2	460	461	322	308	457	424	586	914
SPATS2L	562	667	427	445	481	437	769	1188
SPC24	820	985	646	703	353	372	518	798
SPC25	1196	1371	906	977	646	644	808	1154
SPCS1	1164	1334	847	929	884	781	1630	2233
SPCS2	91	83	68	65	113	96	129	164
SPCS3	1152	1252	1082	1094	937	970	1421	1813
SPDL1	1691	1841	1251	1438	2485	2498	3338	4619
SPDYA	0	1	0	0	51	38	90	134
SPECC1	332	345	297	297	1359	1302	1741	2601
SPECC1L	155	206	135	111	537	461	754	1052
SPEF2	59	71	58	50	107	87	106	203
SPEG	83	64	88	51	91	73	74	128
SPEN	3507	3854	3821	3296	23474	19882	17629	35690
SPG11	848	897	736	772	1727	1417	2262	3374
SPG21	665	681	524	486	765	673	1102	1539
SPG7	311	357	291	257	1104	1005	1202	1901
SPHAR	0	0	0	0	31	44	30	63
SPHK1	53	48	34	33	89	74	97	147
SPHK2	103	142	89	63	169	147	174	255
SPIDR	380	477	352	384	1089	1115	1369	1987
SPIN1	354	398	312	351	618	613	712	1048
SPIN2B	3	10	4	5	17	11	31	50
SPIN3	21	36	22	16	65	79	106	154
SPIN4	276	381	212	201	203	193	228	375
SPINDOC	294	420	243	234	437	443	715	896
SPINK5	2	2	3	2	41	62	40	68
SPINT2	1672	1881	1404	1357	254	237	380	484
SPIRE1	271	339	263	217	590	513	817	1207
SPIRE2	75	58	48	49	111	112	124	216
SPNS1	385	495	354	324	503	402	775	1126
SPOCK3	0	0	0	4	33	33	41	58
SPON1	418	576	398	378	172	154	223	343
SPOP	580	667	444	409	1010	1046	1472	2013
SPOPL	146	163	109	125	302	263	375	548
SPOUT1	494	644	377	371	432	462	646	834
SPPL2A	478	650	521	518	517	480	685	1003
SPPL2B	105	171	125	105	224	199	230	414
SPPL3	448	557	476	425	260	203	383	560
SPR	260	338	203	219	259	199	263	407
SPRED1	115	129	91	105	169	143	240	348
SPRED2	116	132	118	90	88	67	93	135
SPRTN	649	814	525	575	1570	1386	2151	2893
SPRY1	95	117	106	67	154	122	138	179
SPRY2	221	321	204	207	56	61	96	139
SPRYD3	233	341	208	195	132	121	183	248
SPRYD4	375	487	319	281	149	134	202	316
SPRYD7	605	686	501	478	204	209	318	419
SPSB1	80	97	70	67	52	39	86	115
SPSB2	21	21	15	22	49	45	97	126
SPSB3	145	230	116	149	275	258	343	537
SPSB4	7	8	7	10	23	13	22	30
SPTAN1	3185	4345	3010	2931	8225	7575	8951	14685
SPTB	112	151	131	100	260	261	260	468
SPTBN1	1311	2073	1731	1549	7534	6897	10143	15111
SPTBN2	619	777	697	618	1789	1556	1870	2871
SPTBN4	81	111	93	109	16	36	34	56
SPTLC1	848	1064	832	732	906	760	1473	1994
SPTLC2	708	920	591	601	913	866	1092	1775
SPTSSA	249	294	176	196	56	62	115	126
SPTY2D1	403	528	343	384	735	602	1152	1688
SQLE	2138	2498	1867	1865	1983	1736	3190	4373
SQSTM1	2008	3374	1713	1753	1886	1773	2721	3789
SRA1	565	729	530	541	405	393	647	914
SRBD1	605	688	491	526	1739	1631	2456	3516
SRC	449	559	384	363	163	120	153	318
SRCAP	84	110	85	68	147	77	119	289
SRD5A1	57	67	44	37	79	85	108	155
SRD5A3	236	336	212	192	374	308	632	904
SREBF1	571	691	541	487	973	733	954	1509
SREBF2	1192	1382	1090	1032	1232	955	1142	2002
SREK1	742	854	551	571	2067	2167	3415	4285
SREK1IP1	149	166	138	122	508	400	661	1054
SRF	375	503	323	291	342	301	709	947
SRFBP1	689	817	516	613	797	780	1111	1542
SRGAP1	178	232	176	158	129	138	126	256
SRGAP2	225	297	179	209	443	394	430	782
SRGAP2B	15	13	10	15	53	53	53	63
SRGAP2C	40	45	26	26	69	58	85	121
SRGAP3	43	38	51	30	57	71	100	138
SRI	1600	1478	1163	1203	1235	1027	1932	2844
SRM	2391	3147	1940	1863	1322	1105	1404	2241
SRP14	2869	3496	2305	2434	712	738	1240	1499
SRP19	735	827	538	602	540	507	882	1175
SRP54	2033	2259	1659	1702	1450	1447	2400	3395
SRP68	1589	1976	1350	1310	1634	1622	2071	3140
SRP72	1528	1807	1240	1281	2770	2558	3963	5926
SRP9	82	90	64	62	80	77	114	167
SRPK1	3618	3858	2904	2999	4018	3621	5723	7796
SRPK2	986	1274	834	938	906	850	1151	1703
SRPK3	0	0	1	1	77	65	59	94
SRPRA	1651	2073	1343	1379	1617	1349	1759	2738
SRPRB	1532	1850	1233	1360	1371	1265	2213	3255
SRPX	104	134	100	98	46	27	47	50
SRR	177	221	185	177	516	434	808	1221
SRRD	331	349	267	277	641	558	993	1447
SRRM1	2503	2775	1892	2139	1938	1788	1901	3270
SRRM2	12013	14520	10322	10825	15460	11389	9704	22620
SRRM5	36	78	25	48	61	47	53	85
SRRT	2157	3324	1921	1987	3023	2947	4024	5712
SRSF1	1569	2086	1154	1223	2882	2974	3735	5067
SRSF10	1406	1620	1008	1104	2067	1935	3540	4621
SRSF11	1919	2415	1424	1533	5237	4722	7587	10371
SRSF12	219	197	130	154	135	107	186	287
SRSF2	4022	6181	3008	3391	3836	3787	5889	8303
SRSF3	3371	5016	2792	2930	6177	6424	8320	11123
SRSF4	1878	2595	1580	1583	2630	2655	3942	5268
SRSF5	2524	2996	2587	2838	4522	4630	6723	8935
SRSF6	1484	2170	1427	1585	2630	2636	4479	6007
SRSF7	4980	6406	3627	4002	5750	5862	8687	11743
SRSF8	346	453	292	284	192	160	338	435
SRSF9	3407	4460	3058	2800	3741	3837	5183	6774
SRXN1	202	278	238	193	52	62	81	132
SS18	793	1006	621	720	550	438	1119	1519
SS18L1	69	108	74	57	108	88	148	211
SS18L2	138	118	86	100	114	126	196	245
SSB	3092	3642	2357	2519	5596	5532	8880	11263
SSBP1	5014	5566	3523	4109	2836	2742	4435	6094
SSBP2	188	226	186	158	89	66	165	207
SSBP3	155	223	131	139	93	57	118	163
SSBP4	201	216	141	160	234	195	328	527
SSH1	81	99	69	67	273	240	284	495
SSH2	236	277	161	189	408	336	425	698
SSH3	45	62	49	52	101	73	72	121
SSNA1	296	380	218	240	455	377	565	766
SSR1	2335	2761	2037	2200	1565	1501	2053	2945
SSR2	1666	2375	1558	1671	1321	1168	2355	3236
SSR3	1531	1732	1118	1198	1743	1454	2594	3686
SSR4	3676	4341	3157	3155	1932	1819	3262	4461
SSRP1	6610	8525	5821	5423	10766	10058	15728	21766
SSSCA1	635	717	450	495	469	443	757	1030
SSTR2	13	12	5	10	29	30	36	43
SSU72	1361	1518	1036	983	1171	1217	1508	2228
SSX2IP	1250	1244	955	1027	1151	1122	1713	2277
ST13	274	335	265	218	1045	976	1497	1942
ST20	3	1	3	1	46	54	67	95
ST3GAL1	22	34	26	28	49	42	47	73
ST3GAL2	33	44	29	17	156	159	193	297
ST3GAL3	15	12	17	10	136	115	146	232
ST3GAL4	76	87	69	67	189	177	306	418
ST3GAL5	72	61	68	62	88	77	111	133
ST3GAL6	60	77	70	60	145	151	232	313
ST5	64	58	50	55	164	113	147	269
ST6GAL1	62	60	44	47	72	61	83	108
ST6GALNAC2	0	0	1	4	23	27	30	71
ST6GALNAC3	65	64	72	58	67	73	111	169
ST6GALNAC4	77	83	65	69	124	114	162	227
ST6GALNAC6	6	9	3	15	102	83	145	214
ST7	389	403	279	314	435	385	637	978
ST7L	330	441	283	342	348	297	535	894
ST8SIA4	65	68	78	58	22	23	36	58
STAB2	0	0	0	2	28	28	39	63
STAC3	3	3	2	2	22	18	24	39
STAG1	475	512	448	451	2949	2833	4149	5964
STAG2	5742	6223	5005	5144	9500	9239	13914	19249
STAG3	4	6	7	11	60	46	58	101
STAM	808	991	648	731	517	505	803	1200
STAM2	478	507	367	343	437	410	693	932
STAMBP	598	582	466	439	870	781	1232	1833
STAMBPL1	167	184	108	101	165	168	217	270
STAP2	0	6	4	2	38	25	37	50
STARD10	35	35	47	36	144	106	248	334
STARD13	136	150	105	106	156	127	192	294
STARD3	179	237	128	154	233	231	389	587
STARD3NL	198	246	190	149	583	457	1001	1424
STARD4	400	393	336	319	187	175	240	328
STARD5	12	16	12	10	35	40	76	99
STARD7	1005	1290	883	842	3509	3168	4920	7395
STARD8	56	63	48	57	19	25	40	74
STARD9	85	34	164	95	1105	936	1055	1793
STAT1	1402	1657	1145	1234	1023	1045	1617	2120
STAT2	335	379	283	281	506	403	576	870
STAT3	1301	1627	1115	1162	771	686	1080	1683
STAT4	44	50	38	22	30	21	35	60
STAT5B	450	456	342	336	489	438	706	996
STAT6	25	32	27	18	135	90	192	261
STAU1	3330	3835	2517	2650	1484	1337	1669	2589
STAU2	441	463	291	326	643	616	892	1312
STBD1	72	89	75	72	66	54	110	137
STC2	612	700	438	405	423	347	413	505
STEAP1	101	120	80	95	76	67	112	178
STEAP2	315	345	241	250	100	84	119	207
STEAP3	504	633	433	460	286	219	367	570
STIL	923	1041	686	734	1644	1329	2133	3428
STIM1	428	534	427	424	459	374	476	713
STIM2	316	331	299	305	319	275	463	683
STIMATE	1	3	1	2	21	23	23	28
STIP1	4601	6317	3781	3827	7628	6914	12821	17876
STK10	265	339	179	206	534	403	613	915
STK11	105	135	112	84	995	1023	1565	2196
STK11IP	443	594	372	383	286	225	403	560
STK16	80	105	78	70	245	245	413	515
STK17A	571	696	543	542	515	478	788	1218
STK17B	430	439	369	393	420	395	858	1180
STK19	220	289	150	202	115	124	132	253
STK24	844	950	598	656	1141	995	1292	2084
STK25	858	900	669	652	1785	1457	2878	4101
STK26	2327	2759	2019	2193	1129	1117	2170	2942
STK3	430	512	347	379	578	480	831	1167
STK32C	42	63	41	42	137	125	165	251
STK33	165	197	165	169	370	350	463	697
STK35	366	443	280	261	420	400	451	772
STK36	229	309	206	194	670	534	933	1258
STK38	471	537	335	348	462	455	643	906
STK38L	585	627	437	450	598	593	849	1168
STK39	553	677	510	520	610	654	809	1104
STK4	922	1097	772	783	923	836	1117	1627
STK40	152	187	135	132	395	382	515	679
STKLD1	2	3	1	2	32	31	48	87
STMN1	6256	7578	4959	5226	2561	2562	4034	5912
STMN3	428	654	470	455	76	72	136	184
STMP1	215	287	169	173	53	55	49	84
STN1	133	154	130	137	201	185	307	451
STOM	477	589	496	484	216	216	362	590
STOML1	124	179	96	99	99	79	92	177
STOML2	2694	3583	2416	2276	3275	3005	5770	7940
STON2	153	209	144	142	308	263	460	754
STOX1	131	139	86	89	231	178	299	492
STOX2	142	141	126	131	279	229	322	462
STPG1	147	183	103	119	104	89	172	242
STRADA	375	441	346	322	242	209	295	489
STRADB	55	63	39	47	387	351	542	774
STRAP	4271	5262	3735	3672	3066	2910	4005	6199
STRBP	766	881	612	663	1550	1512	2411	3395
STRIP1	757	937	616	585	1349	1129	1846	2684
STRIP2	153	210	133	158	384	329	508	728
STRN	640	683	533	495	904	845	1015	1608
STRN3	869	982	712	679	1258	1082	1638	2327
STRN4	810	1007	684	708	1294	1234	1713	2591
STS	0	3	1	3	37	40	63	101
STT3A	3081	3853	2805	2821	3484	2811	6404	8867
STT3B	1932	2185	1728	1792	4413	4037	6508	9496
STUB1	1774	2441	1647	1498	1920	1810	2968	3830
STX10	281	359	242	253	433	390	630	903
STX12	751	905	569	646	678	606	866	1335
STX16	42	38	31	47	88	89	88	133
STX17	238	286	173	224	338	303	378	511
STX18	233	268	159	162	402	422	566	862
STX19	0	0	0	0	39	44	42	85
STX1A	32	29	33	23	83	69	91	151
STX2	143	171	137	143	305	291	393	554
STX3	178	212	146	121	243	235	321	490
STX4	213	248	137	171	434	394	500	656
STX5	388	504	325	288	346	296	601	828
STX6	253	302	169	174	365	354	539	745
STX7	1237	1324	877	958	299	288	454	636
STX8	229	233	187	176	239	226	352	486
STXBP1	419	457	301	362	198	155	155	322
STXBP2	637	765	588	509	293	338	441	639
STXBP3	1146	1334	953	1048	1239	1266	1891	2648
STXBP4	346	413	324	328	611	566	671	1114
STXBP5	287	333	281	229	1033	961	1557	2174
STXBP5L	53	63	47	65	188	225	249	408
STXBP6	44	36	36	29	21	21	32	44
STYX	177	151	107	119	165	177	258	385
STYXL1	373	408	254	270	330	328	561	818
SUB1	2777	3095	2085	2342	2811	2974	3872	5898
SUCLA2	1194	1447	985	1017	1137	1145	1672	2484
SUCLG1	1620	1834	1288	1366	1211	1172	2102	3044
SUCLG2	272	304	215	206	503	522	770	1075
SUCO	274	282	263	275	1425	1282	2257	3234
SUDS3	246	276	195	169	497	422	646	945
SUFU	560	593	375	384	146	105	129	214
SUGCT	36	32	31	35	196	173	265	326
SUGP2	964	1146	909	815	2604	2294	3297	5010
SUGT1	913	1163	708	806	1153	1102	1785	2495
SULF1	25	24	20	28	132	125	186	261
SULF2	791	1148	1004	943	397	388	641	926
SULT1A1	461	509	426	373	43	35	67	88
SULT4A1	57	70	53	44	66	65	74	112
SUMF1	109	146	127	99	290	284	367	561
SUMF2	498	571	476	444	937	882	1185	1879
SUMO1	368	354	270	309	272	279	501	627
SUMO2	480	654	263	337	936	954	1342	1773
SUMO3	379	526	338	346	569	573	983	1262
SUN1	1345	1568	1187	1180	1174	979	1579	2382
SUN2	870	1184	783	759	706	598	856	1315
SUOX	171	213	147	136	264	238	314	527
SUPT16H	4078	5093	3753	4032	9438	9224	13643	18422
SUPT20H	1899	2059	1404	1460	985	876	1476	2043
SUPT3H	171	208	161	200	180	173	216	355
SUPT4H1	773	1188	683	692	475	469	760	969
SUPT5H	3770	4882	3334	3400	1696	1560	2477	3610
SUPT6H	1895	2506	1678	1691	2718	2433	3063	4589
SUPT7L	437	513	399	374	622	615	946	1389
SUPV3L1	1330	1334	1079	1046	1727	1590	2420	3576
SURF1	289	325	230	193	258	237	326	514
SURF2	373	560	305	348	458	455	649	905
SURF4	2410	3094	2126	1930	1002	845	1785	2365
SURF6	815	1225	631	686	522	654	670	836
SUSD1	125	176	132	113	230	167	293	419
SUSD4	20	17	19	15	19	18	28	48
SUSD5	216	318	260	267	450	347	531	818
SUSD6	50	58	49	56	40	31	39	77
SUV39H1	505	653	451	416	346	332	519	763
SUV39H2	473	514	316	336	953	890	1319	1826
SUZ12	798	920	691	632	1273	1078	1565	2327
SV2A	746	914	677	648	194	155	186	286
SVBP	147	219	112	156	99	106	170	280
SVEP1	202	215	222	195	64	68	82	134
SVIL	337	507	370	320	290	262	355	548
SVIP	123	153	123	124	216	185	295	451
SWAP70	496	613	499	427	433	416	562	721
SWI5	171	232	131	151	167	150	332	461
SWSAP1	113	168	111	115	56	54	107	124
SWT1	85	73	51	83	227	171	297	405
SYAP1	2903	3336	2352	2263	1900	1863	2807	4055
SYBU	129	207	116	114	295	253	382	582
SYCE2	10	13	18	13	39	32	33	73
SYCP2	2	3	1	1	105	118	168	229
SYCP2L	123	149	105	114	335	309	351	564
SYCP3	3	2	6	7	60	48	56	82
SYDE1	297	356	215	231	239	229	335	404
SYDE2	324	330	313	280	748	745	1017	1438
SYF2	1020	1463	949	997	604	642	830	1083
SYK	223	278	189	181	333	356	466	691
SYMPK	926	1104	723	779	1772	1540	1829	3071
SYN2	156	203	139	127	94	81	101	205
SYN3	15	20	16	16	18	24	25	47
SYNC	4	16	9	7	135	108	161	218
SYNCRIP	3791	4370	3141	3257	4516	4428	5716	8045
SYNE1	777	818	740	676	857	745	1029	1605
SYNE2	961	1295	1181	1024	5827	5546	7313	10743
SYNE3	87	136	69	62	50	54	46	97
SYNGAP1	41	47	25	28	99	73	61	137
SYNGR1	317	352	287	254	132	99	173	207
SYNGR2	478	607	390	371	302	227	502	699
SYNJ1	413	527	309	275	606	561	594	1095
SYNJ2	293	374	224	237	408	348	444	745
SYNJ2BP	50	78	46	41	49	44	69	89
SYNM	40	34	18	35	231	228	292	440
SYNRG	783	894	661	659	649	557	659	1117
SYP	65	90	53	59	87	86	159	209
SYPL1	2073	2492	1817	1901	478	365	665	888
SYPL2	34	44	36	27	39	21	47	75
SYS1	72	121	85	70	37	35	86	153
SYT1	138	133	118	99	95	97	150	204
SYT14	88	74	83	74	30	28	50	70
SYT16	7	9	4	11	18	16	32	46
SYT2	38	30	18	16	25	14	24	42
SYT3	26	46	34	23	28	25	34	74
SYT7	11	28	8	8	24	32	33	53
SYTL1	5	11	14	15	35	14	23	41
SYTL2	38	38	25	22	24	19	48	50
SYTL3	4	5	4	6	16	15	23	38
SYTL4	58	78	51	58	146	136	169	242
SYTL5	85	68	65	65	83	67	135	183
SYVN1	478	746	449	421	207	178	200	394
SZRD1	382	573	325	396	327	365	490	606
SZT2	364	367	433	338	884	707	734	1444
TAB1	454	530	377	341	457	394	551	814
TAB2	650	688	522	548	588	536	892	1289
TAB3	120	139	109	99	240	227	366	509
TACC1	760	909	616	637	562	457	707	1071
TACC2	246	242	222	176	85	91	91	133
TACC3	2845	3818	2382	2516	2528	2345	2565	4092
TACO1	1120	1175	801	862	594	582	818	1255
TACR1	1	0	0	1	34	25	25	47
TADA1	503	581	367	404	510	457	727	1039
TADA2A	246	283	182	192	331	255	526	740
TADA2B	170	221	108	123	305	286	337	535
TADA3	535	787	520	488	707	648	754	1188
TAF1	509	645	498	439	1759	1566	1745	2858
TAF10	452	684	426	365	537	509	710	1071
TAF11	628	720	469	539	763	714	1033	1496
TAF12	176	184	116	143	332	281	503	738
TAF13	484	605	348	411	295	354	378	450
TAF15	3729	4543	3323	3577	1328	1154	1363	2255
TAF1A	168	215	129	133	459	487	518	805
TAF1B	882	1023	732	750	1102	1052	1499	2183
TAF1C	148	227	132	111	463	371	448	743
TAF1D	206	276	217	228	1393	1350	1573	2225
TAF2	898	926	684	701	2776	2368	3918	5875
TAF3	308	415	284	287	389	364	426	664
TAF4	354	416	250	234	372	306	238	509
TAF4B	120	134	91	89	607	483	840	1373
TAF5	495	645	401	382	747	730	1110	1629
TAF5L	251	335	200	214	1155	895	1774	2376
TAF6	724	863	521	537	463	372	471	772
TAF6L	305	439	276	299	518	471	786	1082
TAF7	1840	2086	1476	1562	1181	1108	1924	2785
TAF7L	0	1	1	0	29	30	17	45
TAF8	373	458	268	300	268	208	434	583
TAF9	486	553	405	432	928	795	1887	2676
TAF9B	798	937	685	715	540	490	848	1322
TAGLN2	3144	4206	2519	2529	1091	1131	1556	2005
TALDO1	3282	3947	2571	2701	2159	2011	3266	4689
TAMM41	462	528	393	389	417	337	392	675
TANC1	713	865	635	610	1320	1080	1625	2345
TANC2	372	410	307	313	641	493	652	1104
TANGO2	86	96	60	66	132	119	159	244
TANGO6	335	408	293	270	975	821	1283	1927
TANK	151	140	112	124	359	298	620	903
TAOK1	742	848	632	639	1611	1365	2029	2975
TAOK2	392	594	324	349	1813	1599	2284	3236
TAOK3	241	293	188	207	314	326	465	666
TAP1	364	568	416	360	176	151	271	346
TAP2	35	56	27	34	16	19	25	38
TAPBP	360	469	310	311	100	91	92	165
TAPT1	272	340	239	223	324	330	465	656
TARBP1	825	981	765	728	4302	3974	5432	8370
TARBP2	297	343	233	230	490	406	834	1192
TARDBP	374	583	271	278	250	201	568	533
TARS	7470	8875	6090	6356	7973	7759	12299	16810
TARS2	1483	1725	1143	1137	1447	1211	2135	3049
TARSL2	394	451	340	332	984	956	1415	2118
TAS1R3	0	1	1	2	53	46	40	82
TAS2R10	0	0	0	0	16	25	34	57
TAS2R13	0	0	0	0	66	67	63	113
TAS2R14	0	3	3	2	108	81	139	205
TAS2R19	0	0	0	0	140	142	202	303
TAS2R20	0	0	0	0	99	82	133	208
TAS2R3	0	0	1	0	49	43	57	80
TAS2R30	1	0	0	0	214	202	179	333
TAS2R31	0	0	0	0	101	106	126	168
TAS2R4	0	0	0	0	48	31	33	73
TAS2R43	1	0	0	0	76	51	53	126
TAS2R46	0	0	0	0	123	124	109	192
TAS2R5	0	0	0	0	26	23	32	70
TAS2R50	0	0	0	0	67	81	65	130
TASOR	919	996	702	761	4402	3981	5698	8433
TASOR2	2217	2532	1939	1957	9402	8462	12978	19038
TASP1	70	72	64	69	467	427	516	750
TATDN1	351	378	267	292	406	409	668	815
TATDN2	118	160	68	92	254	265	260	430
TATDN3	242	256	214	207	378	319	523	769
TAX1BP1	2091	2059	1574	1607	2555	2409	3886	5329
TAX1BP3	272	330	226	241	147	157	247	395
TAZ	141	209	108	120	337	289	449	655
TBC1D1	455	475	364	383	456	418	628	930
TBC1D10A	57	93	40	36	58	51	71	94
TBC1D10B	651	817	475	473	1023	1019	1036	1610
TBC1D12	144	208	133	119	315	300	438	680
TBC1D13	419	560	341	328	312	267	371	512
TBC1D14	237	284	198	192	1131	982	1474	2242
TBC1D15	1792	2035	1385	1580	1061	1023	1395	2117
TBC1D16	102	146	81	79	472	471	660	1044
TBC1D17	159	218	133	128	138	118	141	261
TBC1D19	158	161	127	138	150	151	227	359
TBC1D2	19	21	12	17	36	41	60	66
TBC1D20	238	308	189	205	343	292	443	665
TBC1D22A	288	330	248	238	274	263	309	543
TBC1D22B	165	195	134	146	253	184	271	385
TBC1D23	763	811	545	640	1108	1004	1664	2305
TBC1D24	110	153	96	64	112	105	129	191
TBC1D25	117	155	90	69	160	123	150	248
TBC1D2B	188	234	174	145	739	676	920	1382
TBC1D30	277	275	207	219	196	157	187	301
TBC1D31	397	340	297	320	1064	971	1521	2190
TBC1D32	316	364	263	280	1119	1007	1457	2246
TBC1D4	932	1068	674	775	1903	1769	2451	3567
TBC1D5	402	416	299	297	346	261	450	696
TBC1D7	438	489	365	374	548	528	730	1029
TBC1D8	63	75	69	50	423	362	525	808
TBC1D8B	131	131	119	118	143	127	157	267
TBC1D9	213	251	178	184	549	544	764	1189
TBC1D9B	782	979	621	649	2974	2661	4132	6034
TBCA	1399	1736	1039	1308	1082	1190	1515	2115
TBCB	3092	4003	2693	2583	675	608	1171	1519
TBCC	367	514	282	280	283	294	430	562
TBCCD1	123	135	103	95	279	213	444	659
TBCD	1130	1332	1018	885	1444	1299	1658	2603
TBCEL	71	75	57	52	104	83	123	207
TBCK	114	162	102	123	555	497	825	1150
TBK1	941	1072	658	741	1050	1042	1558	2269
TBKBP1	162	200	169	126	127	97	135	172
TBL1X	167	173	111	123	556	478	580	928
TBL1XR1	920	987	632	685	984	915	1571	2263
TBL2	410	536	385	395	547	489	789	1193
TBL3	1085	1468	817	845	1012	870	1178	1839
TBP	436	462	337	337	283	242	474	633
TBPL1	287	279	193	187	290	256	477	699
TBRG1	65	91	71	55	437	413	607	820
TBRG4	1223	1449	1036	966	1769	1495	2778	3868
TBX1	253	301	219	204	237	200	237	390
TBX18	602	715	392	368	240	202	379	547
TBX2	192	208	143	135	156	130	176	287
TBX20	86	132	96	93	114	87	151	183
TBX3	383	572	367	376	434	388	633	1039
TC2N	373	383	304	357	312	271	407	611
TCAF1	389	550	354	329	460	384	592	776
TCAIM	164	163	124	120	553	515	831	1275
TCEA1	57	130	56	56	354	379	521	722
TCEA2	157	160	158	128	129	122	140	223
TCEAL1	216	293	178	160	256	181	398	528
TCEAL4	689	1013	583	670	1046	955	1788	2026
TCEAL8	379	559	302	375	1026	1022	1223	1693
TCEAL9	353	390	265	295	690	728	1011	1219
TCEANC	32	20	21	12	59	52	100	155
TCEANC2	176	176	141	161	173	172	207	313
TCERG1	2567	2882	2210	2324	3541	3235	4877	6782
TCF12	734	719	534	575	603	477	873	1348
TCF19	186	219	113	123	451	457	671	1000
TCF20	984	1063	800	780	2076	1719	2593	4138
TCF25	660	889	552	504	1527	1322	2166	3190
TCF3	468	631	376	390	710	643	958	1345
TCF4	544	686	489	449	301	270	449	632
TCF7	234	268	190	183	49	44	37	85
TCF7L1	59	58	35	47	14	16	12	33
TCF7L2	589	712	493	502	188	175	139	335
TCFL5	42	57	47	38	590	536	789	1132
TCHP	185	242	159	149	225	247	285	422
TCIRG1	45	51	45	36	105	76	149	184
TCOF1	4367	5764	3503	3568	6125	5653	6881	11069
TCP1	7190	9041	5664	5976	15100	15227	23010	32106
TCP11L1	220	189	150	149	414	396	432	675
TCP11L2	339	323	259	262	105	92	121	164
TCTA	80	140	94	76	46	28	72	95
TCTE3	3	8	1	1	19	21	14	25
TCTEX1D2	57	56	53	37	22	14	46	59
TCTN1	212	269	174	203	421	363	647	993
TCTN2	216	232	202	221	402	312	508	750
TCTN3	641	767	578	510	1001	840	1509	2132
TDG	998	1191	876	945	1000	869	1472	2242
TDP1	523	557	453	475	934	840	1368	2107
TDP2	808	947	638	646	857	769	982	1510
TDRD3	353	354	253	303	483	491	826	1102
TDRD6	1	0	1	1	99	83	69	138
TDRD7	528	553	461	452	505	399	709	995
TDRKH	413	515	353	352	301	289	438	595
