	tmisrib_a_hek	tmisrib_b_hek	untr_a_hek	untr_b_hek	ribo_tmisrib_a	ribo_tmisrib_b	ribo_untr_a	ribo_untr_b
NDUFC1	516	784	303	222	181	181	281	368
NDUFC2-KCTD14	646	975	403	352	461	465	580	906
NDUFS1	4504	6553	3154	2805	2527	2805	3241	4317
NDUFS2	3178	4179	2358	2183	1593	1603	2105	2985
NDUFS3	2028	2935	1339	1273	884	908	1106	1636
NDUFS4	820	1218	519	499	288	345	466	539
NDUFS5	3150	4663	2161	2317	1553	1798	2030	3469
NDUFS6	876	1055	543	617	742	624	803	1611
NDUFS7	838	1193	456	427	520	553	760	1185
NDUFS8	1515	2149	850	780	941	1010	1326	1704
NDUFV1	4114	5641	2711	2564	1018	1069	1377	2025
NDUFV2	1618	2371	967	834	1113	1379	1943	2326
NDUFV3	1339	2015	928	825	444	524	663	921
NEB	92	125	58	59	4	1	9	1
NEBL	180	184	86	91	70	49	70	81
NECAB3	174	225	120	96	61	71	75	123
NECAP1	489	680	299	301	295	331	403	522
NECAP2	539	714	323	291	196	194	289	466
NEDD1	1203	1657	769	707	444	568	663	827
NEDD4	328	516	230	197	156	171	219	255
NEDD4L	250	351	199	154	233	278	313	445
NEDD8-MDP1	771	1109	574	498	190	181	245	447
NEFL	450	588	330	343	731	742	796	1157
NEFM	559	779	554	540	90	100	187	172
NEIL1	89	122	71	66	23	17	26	32
NEIL2	105	166	75	69	35	43	52	82
NEIL3	1023	1418	735	688	282	305	393	533
NEK1	1396	1960	1112	1009	163	184	237	291
NEK10	129	185	118	92	14	24	19	40
NEK11	87	154	74	87	22	15	23	44
NEK2	1652	2309	1097	1104	394	428	495	640
NEK3	480	725	312	298	125	167	219	272
NEK4	2667	3930	1846	1703	204	188	264	333
NEK6	349	529	260	225	154	210	301	393
NEK7	591	920	372	332	183	174	202	312
NEK8	60	80	52	44	20	15	16	23
NEK9	2096	2877	1574	1361	455	482	503	760
NELFA	484	733	355	357	232	204	268	432
NELFB	1378	1836	894	860	397	419	577	801
NELFCD	2134	2844	1272	1302	836	855	1178	1674
NELFE	1617	2202	1058	953	717	817	1131	1489
NELL2	715	1062	523	496	297	317	312	490
NEMF	2064	2881	1652	1565	409	504	589	765
NENF	919	1322	627	576	200	212	266	394
NEO1	1083	1693	926	774	745	772	776	1119
NES	68	95	57	42	6	3	4	22
NET1	2293	3006	1280	1303	648	661	834	1102
NETO2	1743	2537	1182	1042	159	187	226	253
NEU1	614	839	321	318	260	241	313	560
NEU3	407	623	298	242	76	95	167	219
NEURL4	1099	1800	1029	916	215	203	314	498
NEXN	79	102	45	59	76	86	85	99
NF1	3573	5998	3358	2799	830	858	1046	1190
NF2	1876	2982	1710	1572	220	217	297	375
NFAT5	1139	1947	1029	882	346	373	558	644
NFATC1	55	91	58	43	114	118	166	193
NFATC2IP	428	730	389	321	177	176	252	394
NFATC3	1476	2289	1084	870	209	213	284	390
NFATC4	61	103	49	33	44	50	57	88
NFE2L1	1300	1961	925	897	779	867	1004	1435
NFE2L2	879	1322	724	617	371	521	654	902
NFE2L3	250	396	187	157	192	230	231	302
NFIA	406	550	322	326	222	239	285	443
NFIB	139	236	143	113	220	269	299	391
NFIC	30	82	61	50	176	203	246	350
NFIL3	248	357	160	139	69	81	74	92
NFIX	47	137	95	73	124	139	170	263
NFKB1	1037	1582	806	789	150	175	257	399
NFKB2	107	198	110	100	113	122	192	255
NFKBIA	425	610	219	217	211	217	195	305
NFKBIB	274	372	238	191	182	201	278	465
NFKBIE	76	120	52	56	47	55	83	105
NFKBIL1	235	292	149	135	68	89	126	178
NFKBIZ	141	199	54	62	16	17	10	26
NFRKB	2019	3011	1507	1245	383	406	508	675
NFS1	644	919	434	369	235	281	329	431
NFU1	912	1298	529	532	318	463	523	668
NFX1	1754	2657	1467	1255	299	311	446	627
NFXL1	1051	1446	876	836	352	393	512	719
NFYA	348	536	300	237	202	206	271	404
NFYB	504	709	307	298	172	208	295	367
NFYC	636	988	439	387	540	644	794	1126
NGDN	1852	2656	1177	1218	365	393	488	682
NGEF	57	125	58	51	107	85	104	150
NGFRAP1	3472	4885	2799	2868	635	630	739	1555
NGLY1	1695	2408	1154	1058	229	259	336	459
NGRN	1923	2726	1199	1198	70	117	134	214
NHEJ1	336	483	228	179	185	170	226	285
NHLRC2	1226	1792	988	821	622	672	785	1061
NHLRC3	252	375	185	186	140	153	128	188
NHP2	3256	4427	1952	1949	982	1126	1535	2182
NHP2L1	1246	1755	744	598	1141	1289	1691	2243
NHSL1	217	418	231	201	252	298	329	453
NICN1	58	78	35	26	22	29	24	43
NID1	1048	2005	1157	951	787	818	876	1270
NID2	256	400	202	188	234	258	292	414
NIF3L1	1019	1516	643	569	292	299	376	507
NIN	3939	5726	3249	3116	264	292	303	471
NINL	409	578	361	353	41	42	42	67
NIP7	1024	1425	729	645	240	282	325	539
NIPA1	58	95	39	33	86	85	100	146
NIPA2	1140	1640	690	616	234	259	311	384
NIPAL1	57	97	62	51	50	59	60	103
NIPAL2	55	88	32	30	10	8	11	23
NIPAL3	391	508	266	227	140	123	149	205
NIPBL	3745	5945	3510	3100	866	978	959	1382
NIPSNAP1	1036	1568	618	561	519	498	770	945
NIPSNAP3B	83	114	55	36	44	52	71	89
NISCH	1852	2698	1474	1296	354	354	513	668
NIT1	406	567	243	223	208	249	334	403
NIT2	1117	1545	589	559	300	315	323	517
NKAP	1323	1782	890	842	491	517	709	822
NKD2	78	127	76	63	26	41	41	78
NKIRAS1	141	224	127	139	135	127	176	218
NKIRAS2	291	452	229	228	164	181	234	347
NKRF	2298	3646	1785	1647	758	931	1016	1366
NKTR	4876	6879	3592	3106	207	242	288	407
NKX2-5	222	326	126	111	98	116	149	229
NKX6-1	40	61	37	43	38	30	54	82
NLE1	917	1327	571	454	302	323	470	685
NLGN1	256	388	163	144	38	40	44	43
NLGN2	78	193	123	86	46	35	34	68
NLK	237	347	148	101	31	32	43	61
NLN	1935	2735	1323	1252	418	470	564	710
NLRP14	63	79	43	46	3	1	2	1
NLRX1	421	581	312	258	72	69	92	116
NMB	70	96	36	30	18	11	26	45
NMD3	2101	2917	1491	1462	538	634	751	1041
NME1-NME2	11310	15915	6590	6114	7184	8370	10748	15292
NME3	335	462	219	192	182	222	281	474
NME4	788	1107	642	542	401	405	553	815
NME6	216	348	168	128	72	80	119	150
NME7	538	779	359	352	198	204	271	401
NMNAT1	187	272	110	139	44	53	56	114
NMRAL1	350	508	258	219	0	0	2	1
NMRK1	93	117	56	43	22	24	29	24
NMT1	2388	3230	1381	1285	920	957	1229	1833
NMT2	697	1055	478	484	194	197	290	312
NMU	160	271	106	90	203	227	309	333
NNT	2617	3748	1846	1583	326	389	388	537
NOA1	1201	1769	791	762	221	225	331	418
NOB1	1081	1624	833	776	404	461	658	909
NOC2L	5685	7581	3350	3431	2447	2573	3354	5116
NOC3L	3510	5123	2371	2219	752	915	1134	1504
NOC4L	603	819	408	335	507	463	651	1056
NOD1	120	201	70	80	13	5	15	11
NOL10	2932	4574	2206	2113	553	579	704	924
NOL11	6427	9325	3973	3562	1935	2394	2786	3652
NOL12	919	1264	566	636	175	193	274	445
NOL6	1527	2165	999	822	481	502	650	975
NOL7	3005	4153	1993	2113	864	1146	1401	1981
NOL8	2787	3962	2330	2164	282	346	385	569
NOL9	1981	2940	1352	1132	957	1068	1274	1840
NOLC1	5808	7912	4035	3856	3090	3789	4654	6308
NOM1	941	1248	713	727	245	294	363	510
NOMO1	10232	15279	7333	6430	3864	3952	4528	6274
NOMO2	10456	15704	7536	6695	3868	3980	4507	6275
NOMO3	10312	15442	7417	6522	3843	3960	4538	6278
NONO	15307	21365	10601	10192	7498	8284	9583	15014
NOP10	464	605	220	183	317	433	520	727
NOP14	5229	7565	3787	3841	969	972	1196	1873
NOP16	1489	1991	1019	1056	368	383	540	736
NOP2	3404	5020	2376	2284	1209	1417	1636	2549
NOP56	12030	17801	8550	8094	1657	1816	1874	2928
NOP58	7434	9400	5123	5025	1345	1557	1675	2400
NOP9	736	1192	628	577	187	189	193	393
NOS1AP	36	65	56	34	65	54	81	151
NOS2	48	64	37	25	49	46	56	71
NOSIP	1380	2022	840	733	450	526	698	1088
NOTCH1	251	514	324	231	276	247	241	473
NOTCH2	5062	8681	4871	4202	1210	1393	1316	2076
NOTCH2NL	554	925	553	465	122	113	128	203
NOTCH3	160	304	231	151	302	273	318	350
NOVA1	46	96	60	58	28	38	45	63
NPAS1	70	101	68	58	52	49	78	86
NPAS2	27	73	41	29	21	15	25	33
NPAT	2222	3218	1494	1213	260	320	438	540
NPC1	761	1207	611	520	566	573	590	790
NPC2	419	643	255	240	252	363	491	605
NPDC1	162	242	151	133	175	129	170	313
NPEPL1	82	130	63	61	3	2	1	3
NPEPPS	3428	5391	3497	3046	2179	2310	2888	4157
NPHP1	268	378	191	162	41	47	66	92
NPHP3	903	1367	721	682	177	186	177	267
NPHP4	349	482	337	252	129	118	111	190
NPIP	2946	4216	2294	1813	94	37	38	16
NPIPL1	403	935	606	472	47	16	15	29
NPIPL2	135	250	180	130	11	2	3	7
NPIPL3	1195	2147	1666	1358	96	68	56	57
NPL	88	146	71	84	13	6	18	19
NPLOC4	2230	3356	1508	1350	669	776	842	1248
NPM1	91842	129547	61697	62402	15694	17775	20215	32432
NPM3	1349	1765	865	895	255	277	361	584
NPNT	86	130	75	58	80	87	100	154
NPRL2	650	986	422	357	140	153	182	266
NPRL3	104	217	167	110	396	400	530	727
NPTN	918	1314	613	541	534	575	595	877
NPTX1	172	278	163	156	194	206	240	362
NPTX2	151	210	89	69	100	85	97	128
NQO1	144	271	105	97	43	68	84	90
NQO2	347	495	270	235	195	202	262	334
NR1D2	1415	2233	1113	986	425	456	517	641
NR1H2	288	322	149	135	56	37	88	122
NR1H3	154	216	86	85	18	34	31	49
NR2C1	852	1393	718	633	275	368	494	685
NR2C2	450	751	449	349	130	130	207	271
NR2C2AP	138	190	73	81	53	75	81	137
NR2F1	228	380	169	154	101	111	175	268
NR2F2	233	397	261	210	218	244	334	508
NR2F6	282	400	246	215	195	201	316	464
NR3C1	873	1309	668	586	424	457	558	784
NR3C2	431	589	284	270	142	175	183	222
NR6A1	266	454	239	186	18	22	20	29
NRARP	43	58	35	38	52	56	84	102
NRAS	1116	1589	725	572	357	430	575	706
NRBF2	390	540	243	215	129	153	186	263
NRBP1	1663	2238	997	866	452	538	764	950
NRBP2	30	66	28	25	19	14	14	30
NRCAM	234	387	189	167	282	328	324	448
NRD1	4466	6986	3734	3390	1868	1984	2478	3349
NRDE2	1480	2100	1094	1020	313	385	369	594
NRF1	632	958	443	388	192	264	278	392
NRIP1	1280	1842	771	693	177	163	211	319
NRIP3	124	209	104	76	51	39	54	76
NRN1	193	258	107	99	80	95	114	180
NRP1	713	1020	471	477	353	387	400	728
NRP2	134	205	117	84	93	95	136	188
NRSN2	54	103	58	55	158	170	273	361
NRXN3	104	197	107	97	39	29	48	53
NSA2	3120	4134	1895	1798	850	970	1245	1696
NSD1	8807	13868	7965	7490	866	876	1091	1553
NSDHL	1116	1628	634	550	368	495	593	908
NSF	2959	4293	2242	2093	1047	1115	1338	1951
NSFL1C	945	1243	652	602	595	612	765	1229
NSL1	1289	1784	807	752	224	278	375	423
NSMAF	1021	1519	690	591	59	87	86	134
NSMCE1	746	1058	522	516	251	255	320	378
NSMCE2	542	702	300	316	110	177	176	244
NSMCE4A	1659	2421	1036	1026	414	457	614	840
NSMF	777	1136	606	479	55	54	65	94
NSRP1	293	283	199	216	254	320	336	483
NSUN2	3656	5514	2828	2849	1627	1792	2222	3064
NSUN3	497	714	358	322	127	141	202	239
NSUN4	353	524	231	210	133	131	175	280
NSUN5	886	1262	598	633	298	319	461	672
NSUN6	576	863	461	433	132	140	179	234
NT5C	387	515	219	194	116	140	171	253
NT5C1B-RDH14	401	532	209	224	85	93	108	130
NT5C2	704	1014	445	392	349	397	481	684
NT5C3A	738	1060	412	386	265	303	349	376
NT5C3B	2398	3392	1334	1129	204	235	238	376
NT5DC1	1382	2063	894	778	578	658	842	1037
NT5DC2	2667	3731	1798	1586	444	440	595	943
NT5DC3	360	621	329	327	157	164	197	272
NTAN1	322	528	217	169	51	53	62	75
NTHL1	891	1260	672	690	245	264	295	455
NTMT1	855	1098	461	485	439	474	650	949
NTN1	115	142	75	80	168	166	229	388
NTPCR	1019	1397	701	621	298	330	418	648
NUAK1	223	308	149	123	69	63	66	111
NUB1	1597	2150	921	851	980	1105	1425	1813
NUBP1	516	708	311	308	131	141	193	255
NUBP2	666	922	470	517	222	212	282	504
NUBPL	298	400	254	226	154	167	186	261
NUCB1	781	1257	601	569	473	514	719	1041
NUCB2	1220	1662	778	816	442	474	579	681
NUCKS1	14866	19276	9713	9945	2125	2335	2649	4137
NUDC	2701	3259	1763	1959	2586	2810	3599	5529
NUDCD1	1481	2122	1012	962	386	426	601	757
NUDCD2	513	690	313	346	319	339	369	509
NUDCD3	730	1084	456	435	353	384	445	726
NUDT1	404	533	236	247	180	216	238	401
NUDT10	318	405	237	235	49	59	76	133
NUDT11	381	541	301	277	53	66	84	146
NUDT12	742	1068	522	501	333	382	410	622
NUDT13	41	67	41	36	10	13	13	16
NUDT14	135	171	72	73	40	50	57	112
NUDT15	385	505	304	293	186	226	303	453
NUDT16	110	142	101	77	66	78	95	123
NUDT16L1	180	268	140	136	148	142	195	306
NUDT17	57	79	41	31	17	16	24	25
NUDT19	292	510	276	285	1219	1318	1699	2572
NUDT2	319	454	173	172	61	71	96	112
NUDT21	1935	2591	1144	1035	945	1071	1265	1752
NUDT22	138	177	96	99	39	44	57	78
NUDT4	282	473	236	251	405	506	557	740
NUDT5	1853	2742	1371	1209	843	984	1234	1882
NUDT6	97	141	63	46	31	27	49	59
NUDT7	67	96	36	40	25	47	59	55
NUDT8	101	151	82	80	21	39	39	66
NUDT9	316	405	243	259	158	161	235	301
NUF2	1610	2328	1008	977	579	742	846	1201
NUFIP1	685	1133	584	547	303	315	370	551
NUFIP2	2424	3670	1812	1657	525	579	747	1171
NUMA1	3629	5558	3034	2682	1314	1406	1780	2664
NUMB	469	685	311	255	180	180	252	416
NUMBL	120	189	119	117	111	130	195	265
NUP107	5691	7809	3924	3693	1927	2298	2767	3750
NUP133	10799	15719	7730	6967	1805	2054	2381	3476
NUP153	8950	13500	6370	5023	1752	2095	2646	3492
NUP155	8897	13556	6302	5360	3864	4312	5325	6458
NUP160	5533	8555	4727	4091	1311	1432	1728	2484
NUP188	6092	9474	4868	4333	2545	2808	3433	4706
NUP205	14608	21260	9855	8590	3287	3518	4235	5768
NUP210	3209	5739	2988	2437	1953	1769	2088	2977
NUP214	1484	2736	1656	1257	1348	1447	1617	2586
NUP35	956	1306	609	450	291	324	405	551
NUP37	1632	2226	926	876	778	896	1039	1534
NUP43	2091	3094	1436	1209	1003	1195	1515	1987
NUP50	2005	2888	1528	1504	522	519	736	969
NUP54	2611	3821	1569	1418	534	622	728	985
NUP62	1000	1497	677	540	488	583	799	1154
NUP62CL	240	370	144	111	97	100	178	176
NUP85	1979	2798	1274	1140	800	848	1083	1479
NUP88	3564	5124	2209	1936	1053	1259	1515	1912
NUP93	4571	6558	3000	2840	1081	1144	1374	1963
NUP98	7064	10264	4546	3888	1441	1726	2025	2909
NUPL1	1811	2683	1176	947	998	1083	1332	1654
NUPL2	1684	2365	1026	839	335	436	496	828
NUS1	710	1069	618	583	308	301	424	548
NUSAP1	3174	4495	1872	1635	1313	1647	2030	2420
NUTF2	1085	1514	489	311	1246	1302	1716	1863
NUTM2A	119	176	92	96	2	1	2	0
NVL	3885	5581	2750	2436	422	478	551	774
NXF1	1049	1670	717	734	498	568	624	968
NXN	356	513	215	212	358	394	544	785
NXPE3	685	948	509	427	79	58	94	139
NXT1	339	457	193	181	98	97	110	182
NXT2	203	265	130	102	36	42	46	74
NYNRIN	81	124	77	76	149	148	217	247
OAF	172	244	128	110	55	76	57	124
OARD1	115	125	84	56	68	87	117	129
OAT	5709	8082	3267	2924	3457	4048	4638	6554
OAZ1	11126	15563	6251	5596	873	1119	1404	2372
OAZ2	203	334	215	201	140	166	209	316
OBFC1	252	376	169	151	59	78	79	106
OBSCN	268	459	330	265	18	13	12	13
OBSL1	1121	1677	868	875	695	684	829	1464
OCA2	52	62	43	51	28	28	43	60
OCIAD1	1161	1624	674	628	961	1172	1465	1701
OCLN	516	670	344	312	532	567	715	1088
OCRL	1689	2578	1320	1171	646	744	871	1192
ODC1	11480	16826	7668	7209	1691	1881	2027	3191
ODF2	2016	2851	1434	1329	272	301	367	532
ODF2L	765	1177	607	639	117	156	204	231
OFD1	1485	2029	957	911	176	208	223	304
OGDH	1313	1947	1026	890	674	721	902	1301
OGDHL	506	723	358	369	45	51	54	80
OGFOD1	1882	2739	1474	1416	599	660	784	1190
OGFOD2	114	154	56	52	59	53	91	117
OGFOD3	185	287	160	136	43	47	58	96
OGFR	765	1058	533	556	310	300	451	696
OGFRL1	634	836	375	393	93	136	156	179
OGG1	214	316	130	97	79	80	113	128
OGT	5797	8879	4510	3962	1134	1259	1592	2250
OIP5	419	576	252	222	199	219	290	404
OLA1	4719	6680	3157	3241	1757	1931	2199	3412
OMA1	1319	1986	831	748	159	174	159	265
ONECUT2	48	72	40	39	11	15	22	33
OPA1	3815	5349	2664	2501	935	1025	1283	1524
OPHN1	241	363	208	174	38	43	44	62
OPN3	77	96	71	53	14	34	35	44
OPTN	187	277	149	129	255	285	388	461
ORAI1	73	108	58	27	74	99	139	225
ORAI2	65	84	64	38	38	34	56	76
ORAOV1	78	94	66	46	49	46	56	99
ORC1	2131	3123	1347	1186	431	422	564	771
ORC2	1571	2322	1041	1020	470	592	751	856
ORC3	1788	2475	1130	973	639	803	979	1259
ORC4	1581	2179	902	864	486	641	667	883
ORC5	1255	1789	906	775	642	772	960	1289
ORC6	1192	1597	758	771	425	526	696	858
ORMDL1	572	844	280	263	193	197	248	299
ORMDL2	314	483	213	180	251	243	272	442
ORMDL3	121	203	83	80	117	104	133	207
OS9	2492	3400	1558	1543	1091	1110	1152	1853
OSBP	1165	1729	1051	990	519	595	793	1096
OSBP2	110	182	105	74	53	56	75	104
OSBPL10	129	199	82	65	63	56	90	157
OSBPL11	1129	1702	927	763	221	223	284	357
OSBPL1A	534	817	435	406	206	191	269	300
OSBPL2	538	742	346	334	240	294	391	554
OSBPL3	725	1108	529	486	179	172	258	338
OSBPL5	134	197	90	70	50	44	55	64
OSBPL6	703	1033	553	425	151	140	206	270
OSBPL8	2390	3442	1626	1563	688	796	947	1083
OSBPL9	2812	4053	1712	1583	717	921	1042	1328
OSCP1	123	181	80	70	43	55	46	92
OSER1	627	867	349	272	211	278	366	444
OSGEP	1136	1540	776	716	146	145	212	282
OSGEPL1	321	481	227	181	116	97	153	163
OSGIN2	525	730	332	312	132	157	188	233
OSR2	48	101	34	23	24	38	36	61
OST4	290	407	213	185	150	159	222	234
OSTC	742	967	508	511	297	338	338	528
OSTF1	370	583	242	157	138	148	224	257
OSTM1	392	527	264	245	244	279	311	403
OTUB1	1183	1681	645	529	818	896	1170	1601
OTUB2	62	100	49	39	31	36	61	66
OTUD1	66	91	45	48	73	81	106	145
OTUD3	307	477	299	267	77	69	112	172
OTUD4	1693	2521	1446	1357	220	231	295	421
OTUD5	814	1201	609	554	473	560	731	994
OTUD6B	829	1089	566	582	166	187	234	351
OTUD7A	51	73	53	33	20	19	13	40
OTUD7B	742	1012	608	568	158	168	194	374
OVCA2	623	779	312	266	180	227	260	410
OVGP1	93	209	92	101	0	0	2	2
OVOS2	115	167	86	79	7	4	9	11
OXA1L	1708	2566	1235	982	575	633	710	1084
OXCT1	1122	1575	769	672	846	916	1070	1573
OXLD1	211	270	136	128	28	31	48	47
OXNAD1	686	1004	499	461	90	89	148	154
OXR1	876	1372	672	563	264	340	435	463
OXSM	510	805	359	334	80	83	148	169
OXSR1	1120	1625	768	785	273	313	354	450
P2RX4	151	233	102	88	54	61	69	82
P2RY1	215	310	140	100	24	25	32	62
P4HA1	951	1498	722	670	329	352	395	597
P4HA2	308	402	206	156	256	255	335	461
P4HB	5887	8450	3855	3518	1954	1808	2320	3252
PA2G4	10569	15520	7723	7382	4587	5165	6210	9354
PAAF1	265	397	183	165	148	122	187	213
PABPC1	10275	19680	11467	9779	3980	4578	4706	7296
PABPC1L	162	249	131	124	26	16	17	19
PABPC3	961	1715	1200	975	1002	1162	1166	1785
PABPC4	3487	5988	3330	2895	1878	1978	2464	3588
PABPC4L	383	540	352	353	33	56	71	86
PACRGL	226	310	110	77	58	78	89	119
PACS1	178	366	226	228	186	196	263	350
PACS2	551	837	417	359	49	61	85	100
PACSIN2	936	1267	673	724	479	582	733	1053
PACSIN3	338	413	217	236	146	160	218	273
PAF1	1952	2580	1156	1112	1603	1655	2048	3287
PAFAH1B1	2105	2875	1490	1427	1008	1077	1376	1827
PAFAH1B2	1582	2165	1180	1093	529	569	757	1051
PAFAH1B3	442	647	307	298	253	293	397	553
PAFAH2	90	136	85	73	61	41	56	106
PAG1	232	324	152	125	60	39	78	87
PAGR1	1078	1574	833	914	190	216	300	494
PAICS	9583	13687	6922	6866	4144	4780	5898	8018
PAIP1	2212	3244	1437	1264	781	873	1047	1448
PAIP2	834	1112	565	501	739	835	1120	1303
PAIP2B	85	113	70	72	38	37	54	73
PAK1	532	853	422	460	238	281	359	483
PAK1IP1	2081	2979	1387	1145	519	593	676	945
PAK2	716	1296	858	742	724	805	918	1298
PAK4	283	448	284	285	443	487	670	1189
PALB2	1150	1555	795	688	118	111	168	184
PALD1	561	833	428	401	144	123	216	283
PALLD	498	783	428	379	389	443	609	645
PALM	46	69	38	33	39	52	75	99
PALM2-AKAP2	413	556	290	272	178	178	218	383
PAM	1300	1898	906	768	518	590	698	875
PAN2	943	1360	609	577	210	208	241	324
PAN3	854	1271	732	619	177	174	220	305
PANK1	257	339	197	178	58	70	86	172
PANK2	985	1475	817	755	241	270	308	520
PANK3	2299	3331	1707	1645	328	339	391	574
PANK4	603	854	406	331	371	360	457	644
PANX1	323	437	184	152	127	99	118	149
PAPD4	850	1237	566	486	213	231	343	382
PAPD5	656	1007	426	398	203	183	213	346
PAPD7	445	748	449	396	109	99	129	200
PAPOLA	4529	6807	3602	3192	1227	1499	1889	2377
PAPOLG	520	797	399	385	146	180	206	344
PAPSS1	1231	1735	822	755	596	639	765	1059
PAPSS2	249	351	197	182	314	324	437	595
PAQR3	605	837	333	282	91	119	143	209
PAQR4	119	152	56	40	64	67	76	92
PAQR5	77	122	50	41	24	24	37	43
PAQR8	48	56	35	24	29	32	62	67
PARD3	1542	2132	986	911	580	659	801	1006
PARD3B	236	396	205	183	70	65	73	111
PARD6B	299	416	230	188	132	214	193	265
PARG	2871	4239	2307	2165	450	483	580	821
PARK7	4096	5565	2669	2760	3477	3399	4223	5978
PARL	608	819	377	326	279	303	374	535
PARN	1474	2156	964	880	456	518	649	815
PARP1	33596	46081	22878	21672	6856	7264	9549	13298
PARP11	142	205	116	101	46	56	77	96
PARP16	107	158	81	64	56	57	80	102
PARP2	1241	1682	844	806	250	282	402	537
PARP3	140	225	84	83	5	10	5	11
PARP4	1467	2113	1041	898	960	1121	1247	1913
PARP6	629	929	512	444	29	17	23	26
PARP8	443	603	268	243	161	187	206	271
PARP9	110	115	64	74	135	144	212	246
PARPBP	1055	1614	809	776	444	507	619	843
PARS2	228	285	150	114	55	68	122	155
PARVA	219	348	186	183	206	230	252	483
PARVB	531	821	391	337	76	79	103	152
PASK	891	1316	655	579	322	296	371	557
PATL1	562	997	601	524	265	277	375	494
PATZ1	662	1006	574	519	186	176	197	328
PAWR	938	1322	751	755	402	554	790	988
PAX3	210	296	160	139	117	136	188	256
PAX6	294	425	191	168	82	98	135	157
PAXBP1	3396	4735	2452	2349	304	293	397	543
PAXIP1	1106	1592	894	787	276	303	401	528
PBDC1	447	546	366	369	177	251	261	452
PBK	802	1115	481	497	1377	1453	1749	2310
PBLD	91	113	73	54	23	26	27	32
PBRM1	5505	8118	4168	3830	715	830	974	1341
PBX1	330	488	235	198	250	284	373	494
PBX2	420	676	391	327	286	285	412	517
PBX3	260	404	185	181	70	82	97	147
PBXIP1	256	305	207	206	123	129	125	263
PC	332	470	257	237	91	103	135	225
PCBD1	297	354	183	141	240	309	434	586
PCBD2	57	92	50	60	28	19	39	36
PCBP1	826	1330	730	605	2204	2574	3540	5130
PCBP2	3858	7544	3956	3092	5507	6498	8093	11447
PCBP4	96	136	44	55	35	37	48	62
PCCA	426	704	327	350	70	99	96	154
PCCB	2035	2976	1370	1191	1202	1274	1498	2263
PCDH10	870	1238	696	598	31	15	30	43
PCDH17	140	245	119	93	3	0	3	1
PCDH18	72	128	72	66	23	28	37	37
PCDH20	264	340	168	148	86	53	74	84
PCDH7	1206	1967	975	868	555	636	610	1043
PCDH9	1096	1593	648	621	87	100	97	155
PCED1A	402	556	216	184	53	56	50	78
PCF11	3999	5940	2721	2379	271	347	348	581
PCGF1	272	388	173	172	67	80	108	137
PCGF2	60	130	94	70	66	75	89	185
PCGF3	366	535	234	200	78	66	81	142
PCGF5	285	378	244	181	157	171	213	251
PCGF6	935	1356	675	738	403	468	633	674
PCID2	777	1122	539	471	315	332	447	555
PCIF1	209	345	240	175	119	148	181	198
PCK2	311	469	236	204	183	186	263	354
PCLO	729	1188	777	626	130	110	143	145
PCM1	6031	8634	4580	4347	1417	1714	1892	2462
PCMT1	2470	3285	1583	1438	1320	1592	1847	2522
PCMTD1	268	328	160	148	27	53	54	54
PCMTD2	501	705	366	354	148	181	229	257
PCNA	10347	14894	6137	6038	4621	5089	5793	8386
PCNP	1139	1502	698	703	512	625	711	947
PCNT	4355	6956	4515	4202	950	899	995	1621
PCNX	3565	5346	2745	2473	300	304	415	459
PCNXL2	1563	2490	1305	1122	48	26	25	22
PCNXL3	779	1433	904	732	167	156	172	263
PCNXL4	1768	2618	1371	1195	61	64	69	116
