	ribo_isrib_a	ribo_isrib_b	ribo_untr_a	ribo_untr_b
NUP160	996	1277	1728	2484
NUP188	1950	2571	3433	4706
NUP205	2279	2925	4235	5768
NUP210	1059	1445	2088	2977
NUP214	938	1254	1617	2586
NUP35	221	292	405	551
NUP37	617	782	1039	1534
NUP43	819	1028	1515	1987
NUP50	404	474	736	969
NUP54	442	540	728	985
NUP62	411	603	799	1154
NUP62CL	81	100	178	176
NUP85	563	773	1083	1479
NUP88	844	1026	1515	1912
NUP93	838	1052	1374	1963
NUP98	1186	1465	2025	2909
NUPL1	719	893	1332	1654
NUPL2	339	366	496	828
NUS1	227	286	424	548
NUSAP1	1079	1396	2030	2420
NUTF2	850	1188	1716	1863
NUTM2A	0	1	2	0
NVL	321	444	551	774
NXF1	379	546	624	968
NXN	281	344	544	785
NXPE3	50	57	94	139
NXT1	70	97	110	182
NXT2	26	38	46	74
NYNRIN	109	106	217	247
OAF	31	82	57	124
OARD1	42	71	117	129
OAT	2582	3394	4638	6554
OAZ1	927	1242	1404	2372
OAZ2	117	167	209	316
OBFC1	57	51	79	106
OBSCN	10	14	12	13
OBSL1	487	677	829	1464
OCA2	28	25	43	60
OCIAD1	763	995	1465	1701
OCLN	445	568	715	1088
OCRL	515	593	871	1192
ODC1	1139	1550	2027	3191
ODF2	205	279	367	532
ODF2L	113	124	204	231
OFD1	148	150	223	304
OGDH	468	717	902	1301
OGDHL	38	26	54	80
OGFOD1	461	590	784	1190
OGFOD2	35	39	91	117
OGFOD3	24	45	58	96
OGFR	240	303	451	696
OGFRL1	80	99	156	179
OGG1	51	87	113	128
OGT	808	1073	1592	2250
OIP5	152	181	290	404
OLA1	1351	1680	2199	3412
OMA1	98	151	159	265
ONECUT2	6	12	22	33
OPA1	603	825	1283	1524
OPHN1	25	49	44	62
OPN3	23	11	35	44
OPTN	173	211	388	461
ORAI1	77	101	139	225
ORAI2	32	23	56	76
ORAOV1	41	46	56	99
ORC1	287	383	564	771
ORC2	367	439	751	856
ORC3	550	758	979	1259
ORC4	384	449	667	883
ORC5	531	672	960	1289
ORC6	366	482	696	858
ORMDL1	139	167	248	299
ORMDL2	153	228	272	442
ORMDL3	80	109	133	207
OS9	673	988	1152	1853
OSBP	446	562	793	1096
OSBP2	31	51	75	104
OSBPL10	60	68	90	157
OSBPL11	152	218	284	357
OSBPL1A	134	169	269	300
OSBPL2	210	313	391	554
OSBPL3	130	149	258	338
OSBPL5	27	33	55	64
OSBPL6	101	134	206	270
OSBPL8	519	592	947	1083
OSBPL9	580	699	1042	1328
OSCP1	43	54	46	92
OSER1	195	255	366	444
OSGEP	135	156	212	282
OSGEPL1	72	101	153	163
OSGIN2	118	121	188	233
OSR2	17	27	36	61
OST4	120	160	222	234
OSTC	226	280	338	528
OSTF1	90	135	224	257
OSTM1	160	232	311	403
OTUB1	667	901	1170	1601
OTUB2	23	29	61	66
OTUD1	56	77	106	145
OTUD3	59	74	112	172
OTUD4	163	220	295	421
OTUD5	357	508	731	994
OTUD6B	154	171	234	351
OTUD7A	9	14	13	40
OTUD7B	119	177	194	374
OVCA2	145	217	260	410
OVGP1	1	0	2	2
OVOS2	2	3	9	11
OXA1L	405	508	710	1084
OXCT1	642	779	1070	1573
OXLD1	19	27	48	47
OXNAD1	83	79	148	154
OXR1	186	285	435	463
OXSM	73	104	148	169
OXSR1	239	274	354	450
P2RX4	40	53	69	82
P2RY1	22	25	32	62
P4HA1	272	332	395	597
P4HA2	165	205	335	461
P4HB	1175	1708	2320	3252
PA2G4	3683	4832	6210	9354
PAAF1	99	98	187	213
PABPC1	3166	4085	4706	7296
PABPC1L	5	8	17	19
PABPC3	762	960	1166	1785
PABPC4	1369	1959	2464	3588
PABPC4L	23	44	71	86
PACRGL	39	66	89	119
PACS1	155	187	263	350
PACS2	39	55	85	100
PACSIN2	392	565	733	1053
PACSIN3	101	126	218	273
PAF1	1252	1758	2048	3287
PAFAH1B1	703	994	1376	1827
PAFAH1B2	448	578	757	1051
PAFAH1B3	199	315	397	553
PAFAH2	34	44	56	106
PAG1	44	55	78	87
PAGR1	147	232	300	494
PAICS	3311	4207	5898	8018
PAIP1	602	776	1047	1448
PAIP2	551	671	1120	1303
PAIP2B	37	50	54	73
PAK1	200	274	359	483
PAK1IP1	382	509	676	945
PAK2	590	740	918	1298
PAK4	335	485	670	1189
PALB2	81	97	168	184
PALD1	94	141	216	283
PALLD	301	369	609	645
PALM	41	63	75	99
PALM2-AKAP2	113	164	218	383
PAM	362	469	698	875
PAN2	134	194	241	324
PAN3	142	172	220	305
PANK1	41	74	86	172
PANK2	189	246	308	520
PANK3	257	322	391	574
PANK4	232	341	457	644
PANX1	76	82	118	149
PAPD4	180	214	343	382
PAPD5	150	146	213	346
PAPD7	66	72	129	200
PAPOLA	1078	1329	1889	2377
PAPOLG	126	154	206	344
PAPSS1	464	586	765	1059
PAPSS2	252	276	437	595
PAQR3	76	92	143	209
PAQR4	36	57	76	92
PAQR5	15	20	37	43
PAQR8	34	36	62	67
PARD3	392	600	801	1006
PARD3B	37	51	73	111
PARD6B	134	141	193	265
PARG	320	452	580	821
PARK7	2194	3133	4223	5978
PARL	204	290	374	535
PARN	352	453	649	815
PARP1	5020	6769	9549	13298
PARP11	34	64	77	96
PARP16	48	58	80	102
PARP2	198	275	402	537
PARP3	2	1	5	11
PARP4	777	973	1247	1913
PARP6	5	14	23	26
PARP8	120	139	206	271
PARP9	140	121	212	246
PARPBP	367	448	619	843
PARS2	45	69	122	155
PARVA	173	229	252	483
PARVB	46	62	103	152
PASK	214	278	371	557
PATL1	220	281	375	494
PATZ1	104	159	197	328
PAWR	403	493	790	988
PAX3	98	163	188	256
PAX6	61	89	135	157
PAXBP1	208	224	397	543
PAXIP1	232	238	401	528
PBDC1	177	219	261	452
PBK	972	1176	1749	2310
PBLD	16	16	27	32
PBRM1	524	719	974	1341
PBX1	236	290	373	494
PBX2	192	296	412	517
PBX3	42	69	97	147
PBXIP1	82	119	125	263
PC	94	132	135	225
PCBD1	243	303	434	586
PCBD2	14	26	39	36
PCBP1	1936	2733	3540	5130
PCBP2	4661	6329	8093	11447
PCBP4	20	27	48	62
PCCA	75	83	96	154
PCCB	796	1209	1498	2263
PCDH10	13	22	30	43
PCDH17	0	3	3	1
PCDH18	12	29	37	37
PCDH20	45	62	74	84
PCDH7	369	558	610	1043
PCDH9	67	80	97	155
PCED1A	29	43	50	78
PCF11	239	256	348	581
PCGF1	64	80	108	137
PCGF2	46	65	89	185
PCGF3	57	56	81	142
PCGF5	98	133	213	251
PCGF6	336	397	633	674
PCID2	200	296	447	555
PCIF1	81	124	181	198
PCK2	112	171	263	354
PCLO	77	80	143	145
PCM1	1122	1362	1892	2462
PCMT1	1071	1379	1847	2522
PCMTD1	17	18	54	54
PCMTD2	122	159	229	257
PCNA	3452	4465	5793	8386
PCNP	367	515	711	947
PCNT	614	877	995	1621
PCNX	193	268	415	459
PCNXL2	9	11	25	22
PCNXL3	94	130	172	263
PCNXL4	45	47	69	116
PCOLCE2	97	128	213	274
PCSK1N	40	78	93	179
PCSK5	77	100	142	231
PCSK6	113	183	219	338
PCSK7	29	51	53	122
PCTP	84	97	157	199
PCYOX1	335	462	627	808
PCYOX1L	71	94	155	218
PCYT1A	140	194	246	406
PCYT2	77	101	138	189
PDAP1	654	896	1132	1781
PDCD10	209	299	375	553
PDCD11	805	1086	1246	2221
PDCD2	398	541	704	1156
PDCD2L	472	560	760	1089
PDCD4	1214	1421	1978	2899
PDCD5	2309	2802	3801	5121
PDCD6	434	595	764	1146
PDCD6IP	1207	1567	2366	2872
PDCD7	66	100	132	206
PDCL	134	187	241	361
PDCL3	265	317	452	692
PDDC1	133	202	261	411
PDE10A	67	89	135	171
PDE12	403	527	724	1072
PDE3B	93	124	143	225
PDE4A	14	24	28	40
PDE4D	51	57	82	117
PDE4DIP	294	398	600	760
PDE5A	55	54	123	133
PDE6D	92	123	184	236
PDE7A	45	72	85	113
PDE8A	54	33	76	89
PDE9A	67	110	156	213
PDF	68	89	111	221
PDGFC	36	66	80	126
PDGFRL	46	59	73	108
PDHA1	1502	2034	2509	4009
PDHB	749	938	1369	1786
PDHX	290	380	521	688
PDIA3	2844	3638	5148	6937
PDIA4	1328	1912	2562	3736
PDIA5	56	72	101	143
PDIA6	1527	2011	2559	3999
PDIK1L	73	97	134	150
PDK1	177	226	354	396
PDK2	204	280	396	468
PDK3	319	412	598	797
PDLIM1	489	730	1066	1291
PDLIM2	44	44	69	90
PDLIM3	61	72	122	168
PDLIM5	571	697	853	1355
PDLIM7	160	199	269	385
PDP1	45	70	137	119
PDP2	109	177	219	339
PDPK1	290	253	403	564
PDPN	212	297	364	522
PDPR	73	107	101	177
PDRG1	144	177	222	409
PDS5A	968	1244	1884	2320
PDS5B	571	782	940	1327
PDSS1	160	220	314	408
PDSS2	66	93	160	185
PDXDC1	506	659	960	1337
PDXK	268	354	388	730
PDZD11	263	327	514	681
PDZD4	13	24	17	39
PDZD8	150	233	300	396
PDZRN3	26	40	75	75
PEA15	197	249	342	520
PEAK1	71	91	100	165
PEBP1	2065	2869	3794	5422
PECR	90	111	181	251
PEF1	476	659	837	1300
PELI1	41	74	100	132
PELI2	43	70	112	120
PELI3	25	35	53	67
PELO	217	277	392	547
PELP1	1145	1467	1911	3101
PEMT	110	154	197	261
PEPD	844	1276	1598	2633
PER1	42	55	85	120
PER2	27	44	62	90
PER3	8	19	16	34
PERP	508	706	877	1571
PES1	885	1282	1604	2497
PET100	263	311	396	616
PET112	128	170	258	293
PET117	21	28	40	62
PEX1	219	274	394	548
PEX10	118	140	204	306
PEX11A	33	40	50	83
PEX11B	81	128	182	251
PEX12	30	36	45	83
PEX13	91	114	114	200
PEX14	119	187	243	378
PEX16	50	42	80	114
PEX2	33	47	78	90
PEX26	52	62	122	162
PEX3	298	380	520	698
PEX5	218	311	439	627
PEX6	97	151	173	308
PEX7	88	78	170	210
PFAS	715	1048	1346	2334
PFDN1	442	597	807	955
PFDN2	439	643	851	1243
PFDN4	403	471	680	875
PFDN5	1219	1525	2238	2790
PFDN6	377	462	749	937
PFKFB2	25	28	36	60
PFKFB3	129	197	312	425
PFKFB4	7	13	25	36
PFKM	762	973	1397	1904
PFKP	2144	2949	3950	5629
PFN1	3779	5375	6958	10421
PFN2	337	424	613	905
PGAM1	5097	6935	10294	13326
PGAM4	2560	3390	5130	6772
PGAM5	571	803	1162	1530
PGAP1	161	176	296	349
PGAP2	34	54	58	108
PGBD1	77	86	126	182
PGBD2	9	11	11	19
PGBD4	10	9	24	29
PGBD5	31	53	56	87
PGD	2041	2815	3365	5547
PGGT1B	240	330	455	572
PGK1	4213	5584	7697	10966
PGLS	258	341	409	733
PGM1	393	523	735	1068
PGM2	545	734	942	1354
PGM2L1	133	166	210	271
PGM3	820	1062	1345	1878
PGP	157	276	382	558
PGRMC1	711	1044	1417	2089
PGRMC2	213	259	344	480
PGS1	100	118	198	243
PHACTR2	101	138	181	233
PHACTR4	181	235	308	413
PHAX	437	594	823	1080
PHB	1817	2511	3555	4930
PHB2	2315	3174	4319	5851
PHC1	94	125	203	208
PHC2	163	184	267	378
PHC3	100	127	181	218
PHF1	22	33	36	61
PHF10	376	434	696	856
PHF12	77	140	188	284
PHF13	122	195	262	359
PHF14	343	369	463	743
PHF15	29	46	76	98
PHF16	221	308	442	568
PHF17	121	164	248	312
PHF19	99	146	191	292
PHF2	139	215	200	351
PHF20	91	107	201	242
PHF20L1	120	138	186	273
PHF21A	66	67	112	155
PHF23	194	236	325	536
PHF3	632	797	1286	1476
PHF5A	246	330	384	669
PHF6	641	800	1086	1503
PHF7	0	4	2	3
PHF8	470	613	712	1211
PHGDH	1699	2434	3365	4843
PHIP	1088	1359	1795	2708
PHKA1	347	413	653	890
PHKA2	216	286	354	466
PHKB	126	160	258	323
PHKG2	76	112	165	213
PHLDB1	71	104	171	236
PHLDB2	33	58	93	111
PHLDB3	41	65	100	125
PHLPP1	194	219	286	465
PHLPP2	92	103	166	206
PHOSPHO2	12	12	30	19
PHPT1	358	580	666	1074
PHRF1	301	378	485	795
PHTF1	41	44	81	122
PHTF2	153	180	230	354
PHYH	119	145	242	317
PHYHD1	6	12	22	20
PI4K2A	213	320	409	572
PI4K2B	112	147	185	272
PI4KA	749	994	1350	1860
PI4KB	360	458	590	837
PIAS1	221	331	465	593
PIAS2	103	151	229	280
PIAS3	104	158	200	293
PIAS4	124	163	200	351
PIBF1	201	243	357	416
PICALM	574	750	1011	1370
PICK1	150	232	239	401
PIDD	19	25	33	63
PIEZO1	216	316	407	574
PIF1	26	28	50	88
PIGA	77	99	148	159
PIGB	33	55	74	98
PIGC	65	100	118	185
PIGF	76	81	132	151
PIGG	229	311	434	654
PIGH	107	156	186	220
PIGK	361	446	716	877
PIGL	34	53	66	75
PIGM	157	216	326	502
PIGN	65	96	146	186
PIGO	196	222	280	445
PIGP	174	144	272	359
PIGQ	138	182	236	360
PIGS	225	271	401	595
PIGT	283	444	640	820
PIGU	139	175	217	370
PIGV	20	27	27	41
PIGW	105	159	191	280
PIGX	79	116	149	198
PIGY	23	26	53	55
PIH1D1	174	227	374	468
PIH1D2	16	14	18	38
PIK3AP1	29	28	58	76
PIK3C2A	404	474	866	1027
PIK3C2B	15	38	47	74
PIK3C3	308	391	577	737
PIK3CA	73	81	150	217
PIK3CB	90	132	180	202
PIK3CD	11	21	45	47
PIK3R1	108	132	153	225
PIK3R2	84	119	198	246
PIK3R3	102	167	189	324
PIK3R4	493	631	788	1252
PIKFYVE	246	322	519	651
PILRA	1	0	1	2
PILRB	3	1	0	3
PIM1	97	136	163	228
PIM2	92	122	173	241
PIM3	327	482	552	846
PIN1	438	681	872	1249
PIN4	1003	1466	1598	2726
PINK1	487	668	921	1303
PIP4K2A	149	207	304	387
PIP4K2B	89	135	167	258
PIP4K2C	192	248	309	510
PIP5K1A	693	907	1267	1625
PIP5K1B	5	2	19	17
PIP5K1C	54	75	104	190
PIR	86	116	148	213
PISD	118	168	158	303
PITHD1	333	432	560	795
PITPNA	174	198	298	414
PITPNB	503	624	832	1061
PITPNC1	29	48	37	75
PITPNM1	31	31	37	70
PITPNM2	4	16	13	19
PITRM1	811	1061	1548	2146
PITX1	116	167	203	322
PITX2	49	69	112	160
PJA1	233	307	433	629
PJA2	752	947	1360	1801
PKD1	87	112	269	189
PKD2	28	48	56	116
PKDCC	10	8	13	18
PKIA	8	8	19	16
PKIG	17	16	31	42
PKM	10104	13821	17706	29427
PKMYT1	218	336	441	659
PKN1	402	663	878	1297
PKN2	790	914	1347	1695
PKN3	136	182	276	358
PKNOX1	118	171	282	297
PKNOX2	13	16	22	28
PKP2	342	490	645	911
PKP4	115	165	210	294
PLA2G12A	87	101	183	198
PLA2G15	39	66	80	128
PLA2G16	82	108	182	183
PLA2G4A	23	40	75	81
PLA2G6	7	19	29	41
PLAA	570	598	891	1144
PLAC1	58	102	158	147
PLAG1	16	20	30	64
PLAGL1	3	2	3	7
PLAGL2	70	98	129	191
PLAT	144	183	272	351
PLAUR	29	54	75	100
PLBD2	248	344	403	589
PLCB1	57	77	112	131
PLCB3	77	127	189	254
PLCB4	54	74	121	151
PLCD1	8	16	8	17
PLCD3	51	53	77	135
PLCE1	61	83	98	130
PLCG1	564	746	1092	1401
PLCG2	48	84	91	135
PLCH1	62	80	141	139
PLCL1	15	14	29	27
PLCL2	111	167	211	270
PLCXD1	148	200	298	440
PLCXD2	8	6	8	14
PLD1	74	91	141	218
PLD2	34	55	78	119
PLD3	830	1227	1744	2343
PLD6	69	64	100	146
PLEC	171	192	225	403
PLEKHA1	89	109	176	225
PLEKHA2	46	68	108	132
PLEKHA3	67	95	106	176
PLEKHA5	190	229	293	410
PLEKHA7	71	94	135	209
PLEKHA8	46	53	72	95
PLEKHB2	258	351	463	682
PLEKHF2	30	61	83	96
PLEKHG1	79	89	148	187
PLEKHG2	177	241	313	434
PLEKHG3	102	101	198	276
PLEKHG4	58	63	97	134
PLEKHG5	20	34	40	52
PLEKHH1	37	67	64	136
PLEKHH2	36	43	77	113
PLEKHH3	19	42	51	95
PLEKHJ1	121	173	217	326
PLEKHM1	60	73	133	161
PLEKHM2	152	211	275	435
PLEKHM3	56	83	104	138
PLEKHO1	58	61	86	101
PLEKHO2	21	18	22	48
PLGRKT	63	111	125	172
PLIN2	0	0	2	2
PLIN3	155	196	325	426
PLK1	1214	1679	2083	3152
PLK1S1	77	99	148	174
PLK2	71	93	105	128
PLK4	56	90	161	150
PLOD1	399	561	772	1133
PLOD2	295	402	621	735
PLOD3	211	290	398	597
PLRG1	701	914	1242	1669
PLS1	298	404	623	783
PLS3	3130	3854	5975	7404
PLSCR1	223	257	362	505
PLTP	2	3	9	8
PLXDC2	25	27	37	56
PLXNA1	189	287	341	493
PLXNA2	23	47	60	75
PLXNA3	104	146	171	254
PLXNB1	32	35	51	85
PLXNB2	422	592	776	1230
PLXND1	74	89	114	168
PM20D2	495	657	941	1279
PMAIP1	380	487	834	909
PMF1-BGLAP	272	378	509	639
PMFBP1	0	0	0	1
PML	190	223	282	464
PMM1	96	155	193	304
PMM2	69	78	120	157
PMP22	73	120	83	180
PMPCA	1071	1533	1854	2863
PMPCB	1403	1931	2631	3330
PMS1	208	257	364	434
PMS2	159	196	320	417
PMVK	166	189	278	382
PNISR	460	579	783	1054
PNKD	119	179	277	333
PNKP	57	62	108	145
PNMA1	254	369	510	819
PNMA2	199	294	441	619
PNMA6C	39	56	72	100
PNMAL1	0	0	3	1
PNN	735	951	1222	1836
PNO1	229	293	402	555
PNP	602	787	1149	1535
PNPLA2	381	569	797	1080
PNPLA3	42	33	62	81
PNPLA4	0	0	0	0
PNPLA6	83	126	151	262
PNPLA8	146	154	255	346
PNPO	214	287	409	573
PNPT1	492	638	881	1259
PNRC1	231	308	322	529
PNRC2	57	70	109	107
POC1A	93	146	203	295
POC5	127	144	217	310
PODXL	158	248	319	455
PODXL2	352	421	612	910
POFUT1	179	220	314	427
POFUT2	86	90	124	208
POGK	157	194	279	427
POGLUT1	42	70	85	133
POGZ	496	665	947	1177
POLA1	723	1022	1246	1825
POLA2	470	558	740	1067
POLB	132	142	230	324
POLD1	371	505	710	1047
POLD2	606	890	1164	1835
POLD3	188	250	326	388
POLDIP2	367	563	773	1020
POLDIP3	444	648	870	1284
POLE	972	1285	1750	2600
POLE2	194	235	391	444
POLE3	188	272	314	471
POLE4	109	146	149	295
POLG	143	170	288	477
POLG2	45	61	76	135
POLH	124	163	221	329
POLI	46	60	109	82
POLK	144	173	297	338
POLL	74	90	148	193
POLM	45	64	74	112
POLN	11	11	16	23
POLQ	162	255	326	487
POLR1A	523	710	861	1372
POLR1B	430	485	723	1047
POLR1C	409	474	767	1122
POLR1D	64	102	114	149
POLR1E	225	259	367	568
POLR2A	1977	2646	3104	5120
POLR2B	1752	2223	3151	4041
POLR2C	498	580	886	1198
POLR2D	217	265	412	478
POLR2E	639	1005	1372	1850
POLR2F	469	644	835	1362
POLR2G	481	622	934	1281
POLR2H	353	533	632	943
POLR2I	447	597	893	1071
POLR2J	524	816	1138	1233
POLR2J2	498	752	992	1248
POLR2J3	722	1080	1522	1702
POLR2K	237	256	370	454
POLR2L	378	522	647	1086
POLR3A	580	774	1052	1496
POLR3B	363	470	576	879
POLR3C	392	472	614	973
POLR3D	151	216	277	435
POLR3E	144	183	278	429
POLR3F	257	312	427	597
POLR3G	78	87	172	180
POLR3GL	31	43	55	66
POLR3H	175	245	334	456
POLR3K	333	433	512	866
POLRMT	210	359	429	709
POM121	436	554	693	1166
POM121C	345	489	580	970
POMGNT1	109	140	203	292
POMP	1374	1726	2418	3275
POMT1	187	300	350	596
POMT2	55	77	67	154
POMZP3	54	80	103	168
PON2	217	228	342	450
POP1	235	322	412	652
POP4	748	983	1248	1779
POP5	181	240	335	451
POP7	238	325	415	707
POPDC3	8	12	11	30
POR	242	376	454	699
PORCN	14	14	28	44
POT1	122	164	269	282
POTEE	1976	2645	3356	4808
POTEF	1918	2517	3267	4493
POU2F1	175	187	334	439
POU3F2	94	109	177	269
POU3F3	25	34	46	41
POU4F1	15	23	22	41
PPA1	3329	4160	5881	7641
PPA2	352	517	712	987
PPAN-P2RY11	458	694	806	1352
PPAP2A	57	68	86	93
PPAP2B	81	116	127	192
PPAPDC1B	23	50	39	84
PPARA	7	5	19	15
PPARD	27	34	42	62
PPARG	69	78	142	193
PPARGC1B	77	130	115	207
PPAT	678	851	1111	1638
PPCDC	87	75	112	162
PPCS	129	154	234	317
PPDPF	214	297	454	664
PPFIA1	245	370	529	683
PPFIA2	12	22	26	26
PPFIA3	22	31	51	74
PPFIA4	0	0	2	1
PPFIBP1	169	255	324	437
PPFIBP2	3	8	12	13
PPHLN1	577	659	1087	1275
PPIA	12626	16170	20855	33187
PPIAL4B	7482	8763	12585	15864
PPIAL4D	2553	3009	4278	5478
PPIAL4E	2471	2872	4169	5171
PPIAL4F	2553	3009	4278	5478
PPIAL4G	3059	3617	5034	6486
PPIB	1566	2179	2560	4196
PPIC	295	377	489	766
PPID	376	498	756	927
PPIE	481	584	918	1131
PPIF	1093	1356	1822	2907
PPIG	458	601	753	1086
PPIH	337	462	574	954
PPIL1	362	508	628	852
PPIL2	249	381	481	673
PPIL3	44	61	85	134
PPIL4	560	701	942	1403
PPIP5K1	141	169	250	359
PPIP5K2	260	357	486	682
PPM1A	145	161	283	386
PPM1B	141	200	265	394
PPM1D	229	261	411	620
PPM1E	200	252	348	471
PPM1F	185	296	430	581
PPM1G	1104	1521	2006	2811
PPM1H	61	77	105	131
PPM1K	62	99	100	213
PPM1L	88	116	165	207
PPM1M	15	12	16	31
PPME1	361	442	636	993
PPOX	47	80	128	163
PPP1CA	951	1265	1585	2339
PPP1CB	793	1007	1251	1906
PPP1CC	1537	1956	2618	3615
PPP1R10	501	643	845	1433
PPP1R11	90	124	127	230
PPP1R12A	770	913	1379	1727
PPP1R12B	24	31	39	34
PPP1R12C	39	46	74	86
PPP1R13B	133	189	210	314
PPP1R14B	136	200	217	369
PPP1R14C	83	113	162	248
PPP1R15A	33	37	46	63
PPP1R15B	271	306	410	581
PPP1R16A	10	22	31	19
PPP1R18	36	34	40	94
PPP1R2	302	311	527	670
PPP1R21	61	71	128	134
PPP1R26	62	52	85	155
PPP1R35	106	116	201	381
PPP1R37	32	46	56	84
PPP1R3B	32	56	59	84
PPP1R3F	16	24	26	45
PPP1R7	552	716	1046	1352
PPP1R8	342	411	602	758
PPP1R9A	76	95	125	160
PPP1R9B	99	147	199	323
PPP2CB	302	403	552	759
PPP2R1A	2232	3045	3956	5823
PPP2R1B	469	619	792	1068
PPP2R2D	103	113	145	183
PPP2R3A	82	83	131	147
PPP2R3B	122	180	228	364
PPP2R3C	76	99	161	228
PPP2R4	467	668	950	1184
PPP2R5A	101	118	152	175
PPP2R5B	16	11	18	31
PPP2R5C	538	752	1104	1311
PPP2R5D	443	588	878	1196
PPP2R5E	263	341	489	584
PPP3CA	297	358	505	685
PPP3CB	292	385	515	813
PPP3CC	74	102	137	162
PPP3R1	368	497	560	846
PPP4C	725	1045	1424	1917
PPP4R1	293	363	498	699
PPP4R2	393	511	689	979
PPP4R4	27	41	75	76
PPP5C	860	1092	1564	2126
PPP5D1	55	54	89	141
PPP6C	550	658	953	1248
PPP6R1	418	508	676	1026
PPP6R2	121	134	180	262
PPP6R3	646	789	1087	1492
PPRC1	399	512	715	1068
PPT1	760	1054	1212	1892
PPT2	116	164	208	375
PPTC7	90	128	184	235
PPWD1	235	326	460	594
PQBP1	449	587	733	1136
PQLC1	26	37	57	62
PQLC2	76	119	147	235
PRADC1	19	28	42	41
PRAME	145	196	257	387
PRC1	992	1261	1672	2297
PRCC	375	568	653	1137
PRCP	338	505	709	922
PRDM10	58	99	127	143
PRDM11	11	16	17	22
PRDM15	53	64	101	153
PRDM16	45	55	65	128
PRDM2	213	218	296	488
PRDM4	94	156	241	296
PRDM5	25	23	37	43
PRDM6	47	68	81	138
PRDX1	6513	8505	10901	17518
PRDX2	2181	2943	3973	6198
PRDX3	2936	3783	5581	7331
PRDX4	1307	1630	2382	3088
PRDX5	335	455	629	901
PRDX6	1506	2053	2773	4024
PREB	165	224	346	525
PRELID1	621	832	1202	1665
PRELID2	32	35	54	67
PREP	599	732	1140	1477
PREPL	530	622	931	1222
PREX1	28	41	79	86
PREX2	36	35	87	82
PRICKLE1	117	156	199	269
PRICKLE3	41	57	94	126
PRIM1	533	614	1059	1166
PRIM2	419	513	761	905
PRKAA1	398	527	702	990
PRKAA2	231	324	443	637
PRKAB1	200	236	330	436
PRKAB2	40	52	79	101
PRKACA	555	718	1060	1513
PRKACB	93	120	179	215
PRKAG1	352	510	656	950
PRKAG2	44	73	73	121
PRKAR1A	1430	1834	2323	3540
PRKAR1B	177	260	337	478
PRKAR2A	260	348	475	642
PRKAR2B	218	332	497	556
PRKCA	254	286	414	478
PRKCD	183	217	351	438
PRKCE	20	22	32	50
PRKCH	63	125	168	212
PRKCI	324	376	608	747
PRKCQ	64	92	116	139
PRKCSH	2517	3514	4428	6898
PRKCZ	88	135	184	249
PRKD1	119	117	195	273
PRKD2	106	159	201	304
PRKD3	165	249	342	439
PRKDC	8970	11075	15923	21226
PRKG1	102	141	175	254
PRKRA	182	243	344	422
PRKRIP1	94	120	150	249
PRKRIR	127	134	266	313
PRKX	1	0	1	2
PRMT1	1551	2144	2608	4150
PRMT10	131	172	256	301
PRMT2	92	134	167	265
PRMT3	246	280	441	571
PRMT5	1099	1424	1915	2984
PRMT6	73	131	169	281
PRMT7	193	295	375	574
PRNP	273	391	441	705
PROCR	120	166	260	342
PROS1	86	129	187	210
PROSC	194	240	361	509
PROSER1	256	345	517	683
PROSER2	72	114	138	230
PRPF18	202	280	435	523
PRPF19	1393	2033	2771	3772
PRPF3	403	500	723	1113
PRPF31	353	516	666	1007
PRPF38A	684	863	1223	1773
PRPF38B	338	502	643	1015
PRPF39	142	218	305	383
PRPF4	288	404	579	836
PRPF40A	1463	1844	2626	3286
PRPF40B	14	27	57	46
PRPF4B	752	881	1312	1737
PRPF6	928	1246	1644	2525
PRPF8	7666	9943	13630	19683
PRPS1	951	1257	1808	2496
PRPS2	295	421	567	803
PRPSAP1	155	198	269	407
PRPSAP2	270	398	461	665
PRR11	236	347	419	608
PRR12	128	189	243	381
PRR13	276	395	533	841
PRR14	51	77	107	161
PRR14L	592	711	1010	1414
PRR22	2	5	3	9
PRR3	130	153	209	285
PRR5-ARHGAP8	116	152	267	328
PRRC1	482	625	858	1114
PRRC2A	1681	2228	2806	4384
PRRC2B	998	1273	1616	2428
PRRC2C	3020	3970	5256	6839
PRRG1	19	27	27	45
PRRG4	24	34	39	61
PRRT3	29	33	34	55
PRSS12	40	46	66	118
PRSS23	137	193	206	325
PRSS53	1	3	3	0
PRTFDC1	1	0	1	3
PRTG	44	54	70	101
PRUNE	141	153	241	280
PRUNE2	41	33	80	81
PRX	3	8	9	17
PSAP	2769	3941	5519	7521
PSAT1	801	998	1572	1904
PSD3	74	87	148	146
PSEN1	126	228	251	385
PSEN2	66	122	132	215
PSENEN	399	533	632	1108
PSIP1	1081	1453	2055	2748
PSKH1	13	5	24	21
PSMA1	1415	1819	2351	3562
PSMA2	2433	2863	4441	5507
PSMA3	1687	1914	3023	4068
PSMA4	2119	2603	3718	4896
PSMA5	1213	1706	2184	3075
PSMA6	1616	1852	2600	3406
PSMA7	1478	1996	2698	3888
PSMB1	2834	3403	5203	7068
PSMB10	47	52	74	89
PSMB2	2009	2669	3733	4787
PSMB3	988	1378	1796	2691
PSMB4	2161	3031	3886	5939
PSMB5	1172	1525	2100	3067
PSMB6	1439	1944	2645	3677
PSMB7	1464	1924	2675	3480
PSMC1	2230	2902	3654	5251
