	isrib_a_hek	isrib_b_hek	untr_a_hek	untr_b_hek
TYW1B	414	345	455	447
TYW3	642	418	605	628
TYW5	129	103	150	131
U2AF1	1423	1128	1559	1557
U2AF1L4	30	21	29	28
U2AF2	3699	2769	3449	3262
U2SURP	8515	6368	9247	9059
UACA	1381	1042	1504	1519
UAP1	1593	1083	1568	1499
UAP1L1	46	33	66	65
UBA1	8404	7307	8629	7541
UBA2	3540	2539	3657	3234
UBA3	1373	922	1345	1405
UBA5	725	526	750	756
UBA52	6041	3853	6240	5551
UBA6	2299	1505	2285	2056
UBAC1	563	434	626	576
UBAC2	345	240	333	284
UBALD2	47	25	34	26
UBAP1	505	355	470	417
UBAP2	1043	851	966	790
UBAP2L	3202	3127	3606	2877
UBASH3B	45	26	36	31
UBB	11691	8442	12646	13108
UBBP4	4294	3288	4337	4315
UBC	43893	32170	39107	35736
UBE2A	368	246	241	254
UBE2B	165	109	146	161
UBE2C	1244	744	1032	867
UBE2D1	134	101	118	130
UBE2D2	716	422	614	567
UBE2D3	1649	1015	1270	998
UBE2D4	29	25	37	29
UBE2E1	1034	631	799	579
UBE2E2	182	153	230	174
UBE2E3	349	338	434	354
UBE2F	287	184	247	212
UBE2G1	282	221	346	345
UBE2G2	512	374	616	607
UBE2H	93	77	108	123
UBE2I	706	439	600	590
UBE2J1	632	426	507	522
UBE2J2	444	345	419	344
UBE2K	436	330	497	440
UBE2L3	1436	776	1256	1123
UBE2M	877	559	806	660
UBE2N	690	484	706	681
UBE2NL	46	19	39	22
UBE2O	1147	1297	1687	1322
UBE2Q1	827	641	870	806
UBE2Q2	375	253	409	373
UBE2R2	263	252	333	320
UBE2S	1816	1367	1795	1674
UBE2T	944	611	923	833
UBE2V2	600	367	584	595
UBE2W	152	101	151	124
UBE2Z	322	266	390	393
UBE3A	1777	1426	1994	1982
UBE3B	512	455	540	438
UBE3C	3013	2274	3150	2806
UBE3D	296	240	349	325
UBE4A	1948	1579	2064	1766
UBE4B	938	952	1180	1004
UBFD1	499	370	529	504
UBIAD1	278	188	256	208
UBL3	120	97	106	112
UBL4A	256	175	341	299
UBL5	711	512	752	681
UBL7	796	607	681	650
UBLCP1	407	369	552	527
UBN1	913	929	1102	973
UBN2	499	565	619	557
UBOX5	92	85	128	83
UBP1	1381	1207	1543	1318
UBQLN1	2256	1967	2468	2116
UBQLN2	419	521	564	419
UBQLN4	662	535	713	601
UBR1	1396	1100	1551	1396
UBR2	1786	1384	2012	1749
UBR3	2138	1661	2242	2017
UBR4	6669	7294	8948	7447
UBR5	5037	4172	6010	5335
UBR7	698	554	877	880
UBTD1	36	24	38	45
UBTD2	314	245	327	286
UBTF	2264	1834	2616	2480
UBXN1	823	543	718	849
UBXN11	267	228	274	285
UBXN2A	274	199	280	264
UBXN2B	272	227	324	290
UBXN4	852	728	879	842
UBXN6	448	314	407	352
UBXN7	320	319	451	383
UBXN8	309	199	268	272
UCHL1	2092	1563	2448	2252
UCHL3	826	544	840	814
UCHL5	1334	1016	1520	1466
UCK1	300	239	357	347
UCK2	1416	1033	1526	1510
UCKL1	425	310	373	308
UCP2	69	130	143	97
UEVLD	182	113	193	106
UFC1	602	394	645	642
UFD1L	790	512	761	718
UFL1	933	633	919	867
UFM1	115	56	128	106
UFSP2	287	216	264	252
UGCG	311	217	318	285
UGDH	366	303	436	447
UGGT1	2583	2088	2826	2656
UGGT2	1149	894	1312	1260
UGP2	546	448	644	620
UGT8	300	270	341	294
UHMK1	860	633	909	784
UHRF1	1747	1529	1858	1839
UHRF1BP1	671	645	779	683
UHRF1BP1L	1260	1021	1327	1204
UHRF2	550	458	730	641
UIMC1	984	878	1138	1143
ULBP2	47	33	51	46
ULBP3	120	96	131	116
ULK1	108	140	159	121
ULK2	155	133	168	126
ULK3	619	527	692	609
ULK4	384	301	420	396
UMPS	1560	1169	1579	1459
UNC119	132	101	114	101
UNC119B	229	162	226	187
UNC13B	1365	1075	1503	1320
UNC45A	1910	1395	2035	2032
UNC50	328	248	349	302
UNC5B	159	173	188	177
UNC5C	130	111	165	117
UNC93B1	136	84	119	107
UNCX	73	53	87	93
UNG	1302	922	1166	995
UNK	267	216	260	181
UNKL	75	81	87	106
UPF1	1328	1327	1519	1207
UPF2	1304	1054	1470	1357
UPF3A	267	182	281	276
UPF3B	738	515	761	836
UPP1	73	61	84	90
UPRT	191	137	152	161
UQCC	501	351	431	425
UQCR10	584	359	544	432
UQCR11	355	287	577	535
UQCRB	1169	575	1351	1328
UQCRC1	3940	2834	4085	3626
UQCRC2	3353	2273	3235	2675
UQCRFS1	1865	1317	2168	2052
UQCRH	2729	1782	3105	3159
UQCRHL	838	485	777	829
UQCRQ	962	640	1224	1145
URB1	2935	2798	3472	2973
URB2	3112	2551	3215	2865
URGCP	610	527	687	609
URI1	2200	1674	2365	2418
URM1	133	86	126	95
UROD	1081	710	1180	1045
UROS	771	609	831	791
USB1	92	158	192	150
USE1	160	94	133	134
USF1	533	377	567	495
USF2	452	349	393	387
USMG5	591	323	509	542
USO1	2468	1793	2375	2206
USP1	6742	4955	7026	6674
USP10	2607	2193	2762	2470
USP11	1453	1221	1432	1201
USP12	275	223	286	261
USP13	392	438	552	577
USP14	651	987	1178	911
USP15	1866	1369	2088	1987
USP16	3007	2058	3114	2761
USP18	269	183	301	260
USP19	1864	1621	2018	1942
USP2	42	60	62	77
USP20	261	234	281	257
USP21	220	206	245	217
USP22	4086	3210	4295	3672
USP24	5821	4715	6526	6193
USP25	1526	1132	1598	1519
USP27X	39	34	52	42
USP28	1174	885	1293	1058
USP3	352	285	417	347
USP30	173	123	164	137
USP31	296	275	391	316
USP32	1150	961	1336	1149
USP33	2850	1979	2991	2658
USP34	5132	4339	6120	5334
USP35	57	62	84	71
USP36	594	773	872	756
USP37	980	815	1110	953
USP38	1406	1080	1450	1197
USP39	1519	1173	1510	1384
USP4	447	490	564	506
USP40	488	415	586	593
USP41	121	87	115	90
USP42	239	248	318	265
USP43	75	80	62	63
USP44	120	67	110	100
USP45	486	389	517	540
USP46	354	294	372	385
USP47	2368	1676	2423	2419
USP48	1721	1465	2028	1948
USP49	77	70	115	92
USP5	1964	1499	1961	1983
USP51	50	46	53	48
USP53	905	732	911	901
USP54	723	700	889	763
USP6	177	142	151	113
USP6NL	343	245	332	302
USP7	3286	2799	3666	3607
USP8	1036	864	1083	1040
USP9X	14079	11485	15548	14199
USPL1	784	637	896	799
UST	170	124	192	165
UTP11L	1064	819	1056	1107
UTP14A	2842	2124	2856	2905
UTP14C	1220	1032	1415	1340
UTP15	946	723	1079	960
UTP18	1860	1398	2309	2269
UTP20	5005	4073	5542	5083
UTP23	209	173	240	182
UTP3	727	596	866	797
UTP6	1466	1076	1580	1635
UTRN	3274	2745	3728	3562
UVRAG	345	338	437	407
UVSSA	122	142	191	174
UXS1	330	280	366	374
UXT	565	380	504	404
VAC14	484	474	549	476
VAMP2	27	45	32	27
VAMP3	304	218	259	203
VAMP4	44	26	44	35
VAMP7	1580	1208	1614	1382
VAMP8	70	55	68	70
VANGL1	268	208	266	230
VANGL2	76	119	141	69
VAPA	1063	763	1155	1146
VAPB	259	254	300	247
VARS	1977	2100	2585	2159
VARS2	612	486	548	555
VASH1	78	88	114	128
VASH2	35	26	42	42
VASP	162	126	190	176
VAT1	478	428	577	475
VAV1	42	42	56	31
VAV2	260	234	307	229
VAV3	79	57	80	77
VBP1	1946	1282	2345	2247
VCAN	1826	1696	2200	1839
VCL	2663	2375	2589	2420
VCP	8054	6345	8569	8135
VCPIP1	674	601	788	731
VDAC1	3943	2577	3330	2892
VDAC2	3797	2842	3953	3323
VDAC3	2354	1584	2431	2245
VEGFA	122	85	123	110
VEGFB	36	35	34	38
VEZF1	331	236	254	227
VEZT	1170	835	1213	1039
VGLL4	100	74	102	70
VHL	498	353	636	688
VILL	70	66	70	86
VIM	7338	6458	8368	7512
VIMP	398	305	415	471
VIPAS39	184	147	168	172
VIPR1	25	20	41	28
VKORC1	359	227	371	308
VKORC1L1	95	59	109	84
VMA21	368	205	308	307
VMP1	696	565	748	710
VOPP1	74	62	90	96
VPRBP	1838	1678	2094	1823
VPS11	567	466	607	510
VPS13A	4599	3758	5129	4890
VPS13B	1935	1651	2176	1979
VPS13C	2796	2244	3188	3037
VPS13D	2768	2516	3343	2953
VPS16	577	462	617	522
VPS18	371	285	417	353
VPS25	714	525	697	604
VPS26A	563	502	739	732
VPS26B	290	224	305	306
VPS28	216	155	243	226
VPS29	577	368	595	490
VPS33A	1085	861	1273	1184
VPS33B	260	215	304	325
VPS35	2928	2242	3238	3142
VPS36	538	440	597	602
VPS37A	261	161	241	223
VPS37B	72	56	101	90
VPS37C	102	83	122	122
VPS39	440	418	511	426
VPS41	1210	818	1250	1277
VPS45	1076	775	1137	1026
VPS4A	1066	901	1116	1087
VPS4B	418	306	477	433
VPS51	1006	681	1035	955
VPS52	543	484	610	524
VPS53	513	559	653	524
VPS54	944	714	1038	992
VPS72	950	679	870	876
VPS8	765	550	881	700
VRK1	1724	1179	1849	1775
VRK2	699	497	621	568
VRK3	343	292	375	318
VSIG10	83	49	94	66
VTA1	1065	712	872	807
VTI1A	246	217	319	272
VTI1B	617	419	543	516
VWA1	34	29	44	36
VWA8	1258	1153	1580	1435
VWA9	1137	790	1117	944
VWDE	356	296	477	452
WAC	1232	902	1003	732
WAPAL	3079	2506	3446	3318
WARS	1659	1276	1589	1330
WARS2	459	356	482	439
WASF1	434	467	645	485
WASF2	311	410	474	348
WASF3	259	212	243	235
WASH1	2118	1638	2247	1926
WASL	238	233	235	194
WBP1	261	168	266	213
WBP11	1504	1355	1422	1271
WBP1L	63	53	60	80
WBP2	188	152	147	128
WBP4	241	175	291	251
WBP5	507	338	537	578
WBSCR16	1204	835	1319	1226
WBSCR22	1024	723	1065	1074
WDFY1	360	308	381	311
WDFY2	83	67	101	100
WDFY3	2418	2102	2622	2366
WDHD1	1563	1143	1768	1579
WDPCP	196	156	199	193
WDR1	1987	1493	1835	1738
WDR11	1856	1372	1863	1647
WDR12	1378	968	1448	1413
WDR13	371	257	328	299
WDR17	319	278	411	401
WDR18	509	393	505	475
WDR19	662	497	797	698
WDR20	336	278	340	274
WDR24	155	124	188	175
WDR25	122	78	127	115
WDR26	1353	1642	2120	1957
WDR27	318	256	358	341
WDR3	4135	2972	4301	4093
WDR33	2552	2034	2746	2316
WDR34	1190	869	1309	1111
WDR35	1043	802	1278	1117
WDR36	2118	1488	2222	1910
WDR37	205	178	262	216
WDR4	426	419	605	557
WDR41	913	662	1105	1058
WDR43	3983	2632	4191	3754
WDR44	962	895	1143	1121
WDR45	304	232	356	260
WDR45B	837	513	780	679
WDR46	1323	962	1262	1188
WDR47	496	415	396	372
WDR48	1528	1057	1574	1354
WDR5	1002	762	1089	1034
WDR52	604	566	734	709
WDR53	132	98	127	117
WDR54	353	263	319	307
WDR55	314	290	368	349
WDR59	766	741	923	764
WDR5B	98	81	109	82
WDR6	3252	2645	3357	3017
WDR60	411	291	408	357
WDR61	1411	923	1483	1431
WDR62	817	822	976	845
WDR63	41	34	45	27
WDR67	772	547	830	732
WDR7	794	700	893	781
WDR70	918	678	987	931
WDR73	890	752	1022	894
WDR74	749	543	814	707
WDR75	2315	1561	2425	2274
WDR76	785	567	845	829
WDR77	1821	1331	1788	1676
WDR78	49	30	58	37
WDR81	450	452	536	545
WDR82	1343	1010	1268	1009
WDR83	113	102	118	142
WDR83OS	376	247	419	387
WDR85	613	482	624	575
WDR89	309	256	412	392
WDR90	507	517	599	491
WDR91	239	194	296	223
WDR92	233	144	223	239
WDR96	24	28	38	23
WDSUB1	135	123	164	171
WDTC1	274	304	354	258
WDYHV1	62	55	71	51
WEE1	667	574	855	793
WFS1	238	197	268	219
WHAMM	281	258	309	302
WHSC1	3078	2920	4008	3618
WHSC1L1	1260	1194	1510	1312
WIBG	182	139	191	197
WIPF1	27	33	40	25
WIPF2	57	39	46	38
WIPI1	39	30	43	32
WIPI2	843	620	800	728
WIZ	201	282	330	225
WLS	1199	981	1295	1034
WNK1	2988	3614	4094	3263
WNK2	258	448	568	443
WNK3	701	577	690	628
WNT5A	90	76	119	104
WRAP53	460	370	514	466
WRAP73	478	378	434	413
WRB	457	307	485	438
WRN	1075	932	1353	1222
WRNIP1	1210	888	1317	1166
WSB1	440	379	496	534
WSB2	276	228	327	307
WSCD1	89	67	100	90
WTAP	1666	1263	1626	1573
WWC1	527	427	535	488
WWC2	827	641	852	831
WWOX	217	197	212	219
WWP1	702	726	1014	933
WWP2	399	388	433	353
WWTR1	71	64	69	40
XAB2	426	395	501	421
XBP1	1433	1102	1683	1569
XIAP	610	503	748	725
XK	37	34	43	43
XKR8	78	44	73	46
XPA	290	196	341	346
XPC	1040	889	1125	1099
XPNPEP1	1112	766	1143	958
XPNPEP3	364	433	508	427
XPO1	10780	7988	11364	10650
XPO4	1621	1264	1823	1564
XPO5	3950	3324	4371	3821
XPO6	3430	2790	3733	3328
XPO7	1761	1482	1781	1523
XPOT	4995	3560	4886	4341
XPR1	751	618	834	728
XRCC1	581	449	591	512
XRCC2	426	397	510	524
XRCC3	316	249	331	306
XRCC4	236	176	264	269
XRCC5	12588	8798	13271	12383
XRCC6	14965	10206	14626	13932
XRCC6BP1	86	68	96	76
XRN1	1078	902	1115	1130
XRN2	4363	3289	4495	4135
XRRA1	80	102	110	94
XXYLT1	113	89	137	112
XYLB	552	521	761	629
XYLT2	244	224	271	249
YAE1D1	266	161	319	306
YAF2	101	92	136	103
YAP1	357	285	354	327
YARS	4341	3480	4828	4681
YARS2	762	562	735	682
YBEY	123	95	124	98
YBX1	15641	9127	14872	13175
YBX3	2081	1621	2436	2620
YDJC	424	321	629	549
YEATS2	694	610	888	725
YEATS4	554	349	556	634
YES1	827	636	895	838
YIF1A	721	479	586	551
YIF1B	390	269	330	232
YIPF1	210	144	220	180
YIPF2	245	166	250	201
YIPF3	400	267	338	302
YIPF4	434	243	398	305
YIPF5	509	313	473	384
YIPF6	345	233	343	346
YJEFN3	27	27	49	44
YKT6	451	348	477	465
YLPM1	1783	2292	2677	2200
YME1L1	2905	2184	3074	2809
YOD1	629	511	755	701
YPEL5	62	48	67	66
YRDC	409	264	480	410
YTHDC1	1710	1126	1606	1513
YTHDC2	2319	1873	2740	2548
YTHDF1	711	559	727	612
YTHDF2	3150	2354	3070	2546
YTHDF3	1048	877	1030	866
YWHAB	1626	1490	1762	1547
YWHAE	6916	6464	8242	7678
YWHAG	1167	892	1294	1326
YWHAH	1071	880	1227	1069
YWHAQ	2459	1744	2581	2574
YWHAZ	3993	3540	4700	4269
YY1	991	771	1074	1015
YY2	62	73	90	61
ZADH2	289	191	297	251
ZAK	600	438	650	550
ZBBX	25	21	30	44
ZBED1	676	524	750	654
ZBED4	579	554	672	632
ZBED5	1216	1024	1353	1292
ZBED6	827	772	958	881
ZBED6CL	46	38	51	54
ZBTB1	790	560	726	681
ZBTB10	1409	1161	1646	1484
ZBTB11	1612	1414	1916	1736
ZBTB12	125	77	126	121
ZBTB14	166	154	180	195
ZBTB17	213	139	215	192
ZBTB18	560	456	667	588
ZBTB2	358	235	331	258
ZBTB21	363	352	447	435
ZBTB22	138	91	131	126
ZBTB24	608	479	635	503
ZBTB25	90	94	78	77
ZBTB26	109	108	144	141
ZBTB3	122	90	112	106
ZBTB33	1038	778	1088	896
ZBTB34	170	153	185	215
ZBTB37	190	137	210	171
ZBTB38	371	281	399	321
ZBTB39	289	281	352	310
ZBTB4	86	81	95	86
ZBTB40	924	828	1002	926
ZBTB41	437	360	494	477
ZBTB43	219	194	220	196
ZBTB44	538	519	664	549
ZBTB45	43	49	66	46
ZBTB46	55	57	60	64
ZBTB47	160	136	173	173
ZBTB48	304	242	309	320
ZBTB49	129	100	106	107
ZBTB5	274	262	341	298
ZBTB6	282	215	283	271
ZBTB7A	70	106	132	87
ZBTB7B	62	43	84	68
ZBTB8A	185	162	198	177
ZBTB8B	37	23	42	56
ZBTB8OS	407	268	417	396
ZBTB9	145	112	175	163
ZC2HC1A	79	53	69	76
ZC3H10	88	73	106	92
ZC3H11A	2331	1978	2522	2237
ZC3H12A	45	53	57	38
ZC3H12B	30	30	29	32
ZC3H12C	233	169	233	178
ZC3H13	2048	1753	2054	1916
ZC3H14	2404	1802	2365	2141
ZC3H15	2813	2137	3259	3469
ZC3H18	512	538	670	601
ZC3H3	169	221	220	166
ZC3H4	503	600	783	744
ZC3H6	119	90	91	92
ZC3H7A	1307	1261	1795	1736
ZC3H7B	1115	849	1056	887
ZC3H8	288	242	325	298
ZC3HAV1	975	849	1167	948
ZC3HAV1L	65	59	83	79
ZC3HC1	479	345	545	563
ZC4H2	80	89	122	86
ZCCHC10	138	93	132	128
ZCCHC11	1663	1811	2259	2127
ZCCHC12	719	535	865	873
ZCCHC14	370	373	492	389
ZCCHC17	709	514	679	594
ZCCHC18	33	29	60	53
ZCCHC2	224	201	208	177
ZCCHC24	32	34	33	25
ZCCHC3	198	177	260	279
ZCCHC4	159	141	199	174
ZCCHC6	834	658	983	924
ZCCHC7	423	363	477	459
ZCCHC8	504	401	617	515
ZCCHC9	512	345	534	514
ZCRB1	705	510	692	642
ZCWPW1	45	32	38	23
ZDBF2	1535	1181	1817	1842
ZDHHC1	33	30	37	29
ZDHHC12	129	106	149	115
ZDHHC13	474	300	449	375
ZDHHC14	83	49	49	47
ZDHHC16	370	242	287	253
ZDHHC17	571	496	697	577
ZDHHC18	111	82	104	96
ZDHHC2	329	203	306	276
ZDHHC20	474	295	430	366
ZDHHC21	108	55	97	110
ZDHHC23	120	83	147	130
ZDHHC24	36	37	61	48
ZDHHC3	573	433	604	511
ZDHHC4	301	213	320	281
ZDHHC5	708	619	683	528
ZDHHC6	595	464	652	600
ZDHHC7	316	250	356	299
ZDHHC8	198	183	213	195
ZDHHC9	298	245	332	285
ZEB1	509	356	381	271
ZEB2	250	239	304	285
ZER1	397	408	474	366
ZFAND1	483	369	499	450
ZFAND2A	85	40	77	73
ZFAND2B	118	86	111	122
ZFAND3	60	59	52	60
ZFAND4	266	248	315	254
ZFAND5	540	451	591	504
ZFAND6	448	315	389	312
ZFAT	410	349	421	392
ZFC3H1	1335	1429	1666	1510
ZFHX3	180	328	350	267
ZFHX4	1561	1798	2224	1792
ZFP1	264	193	304	277
ZFP112	161	120	146	122
ZFP14	66	38	92	66
ZFP28	81	39	75	75
ZFP30	198	156	274	237
ZFP36L1	22	35	54	45
ZFP36L2	67	55	71	49
ZFP37	99	62	119	88
ZFP41	41	56	52	65
ZFP62	632	519	712	621
ZFP64	225	202	246	199
ZFP69	144	135	174	140
ZFP69B	43	61	89	78
ZFP90	350	333	475	461
ZFP91	1115	792	1171	1026
ZFPL1	174	127	152	106
ZFPM2	77	104	82	97
ZFR	3693	2715	3671	3207
ZFX	2326	1963	2647	2247
ZFY	130	115	138	88
ZFYVE1	133	119	144	147
ZFYVE16	1819	1295	1871	1732
ZFYVE19	166	157	146	163
ZFYVE20	879	723	1024	930
ZFYVE21	101	78	109	138
ZFYVE26	1037	1149	1334	1088
ZFYVE27	163	136	205	175
ZFYVE28	49	33	66	39
ZFYVE9	1251	1032	1468	1386
ZGPAT	260	204	265	302
ZHX1	1246	988	1381	1301
ZHX2	173	170	203	129
ZHX3	339	315	368	319
ZIC2	304	320	307	235
ZIC3	124	115	110	111
ZIC5	360	299	318	247
ZKSCAN1	543	586	632	531
ZKSCAN2	512	480	579	494
ZKSCAN3	153	147	228	213
ZKSCAN4	238	175	276	266
ZKSCAN5	527	403	566	432
ZKSCAN8	754	758	860	735
ZMAT2	772	530	789	889
ZMAT3	55	43	69	59
ZMAT5	121	86	129	126
ZMIZ1	51	116	113	69
ZMIZ2	166	225	235	178
ZMPSTE24	1364	945	1373	1213
ZMYM1	1200	1002	1421	1284
ZMYM2	1577	1225	1811	1566
ZMYM3	783	688	914	719
ZMYM4	2399	1965	2513	2231
ZMYM5	223	151	247	214
ZMYM6	488	355	510	483
ZMYM6NB	38	16	38	38
ZMYND11	629	505	617	616
ZMYND19	404	306	488	433
ZMYND8	481	519	687	572
ZNF10	80	63	70	71
ZNF100	316	238	333	308
ZNF101	146	127	196	171
ZNF106	1955	1624	2209	2037
ZNF107	409	349	460	447
ZNF117	102	85	100	107
ZNF12	492	392	648	605
ZNF121	944	751	1087	966
ZNF124	329	250	383	342
ZNF131	689	602	788	747
ZNF133	269	232	316	296
ZNF134	229	189	245	201
ZNF136	118	106	149	114
ZNF138	188	122	206	175
ZNF14	135	112	169	120
ZNF140	193	133	206	142
ZNF143	452	317	417	373
ZNF146	1783	1445	1887	1762
ZNF148	926	651	959	877
ZNF155	79	60	92	94
ZNF16	230	191	283	235
ZNF160	85	53	104	84
ZNF165	145	131	175	163
ZNF169	82	87	117	125
ZNF17	163	160	229	188
ZNF174	119	80	116	89
ZNF175	228	185	234	188
ZNF177	42	39	49	49
ZNF18	148	106	156	157
ZNF180	383	302	440	428
ZNF181	193	140	222	203
ZNF182	246	209	280	298
ZNF184	434	327	460	386
ZNF189	549	436	577	441
ZNF19	52	37	46	60
ZNF195	738	626	776	720
ZNF197	495	449	556	496
ZNF2	89	87	108	71
ZNF200	160	137	181	165
ZNF202	252	225	340	291
ZNF205	218	184	225	200
ZNF207	3216	2126	2591	2198
ZNF211	188	174	210	204
ZNF212	184	129	205	149
ZNF213	38	56	69	64
ZNF214	64	56	89	68
ZNF215	269	226	338	293
ZNF217	246	216	329	290
ZNF219	76	76	93	96
ZNF22	176	139	175	125
ZNF221	70	57	100	85
ZNF222	48	69	83	106
ZNF223	55	51	68	45
ZNF224	315	226	336	307
ZNF225	104	97	122	135
ZNF226	207	137	244	181
ZNF227	322	228	351	296
ZNF23	273	244	318	293
ZNF230	87	58	82	100
ZNF232	163	127	159	126
ZNF234	153	105	166	122
ZNF235	157	116	185	151
ZNF236	602	540	627	535
ZNF239	158	110	156	111
ZNF24	932	706	838	770
ZNF248	122	92	152	124
ZNF25	44	47	39	46
ZNF250	137	118	147	157
ZNF251	328	290	402	424
ZNF254	276	204	242	248
ZNF256	103	89	147	102
ZNF259	1105	838	1127	967
ZNF26	173	159	209	159
ZNF260	198	196	245	261
ZNF263	381	290	406	409
ZNF264	241	238	308	311
ZNF266	366	287	393	383
ZNF267	678	418	680	648
ZNF268	542	403	596	507
ZNF273	236	151	214	175
ZNF274	204	169	184	201
ZNF275	195	176	222	179
ZNF276	371	413	474	396
ZNF277	358	253	461	413
ZNF28	244	192	259	216
ZNF280B	238	208	261	216
ZNF280C	676	620	677	545
ZNF280D	242	188	222	181
ZNF281	1340	925	1228	1100
ZNF282	535	437	613	552
ZNF283	267	185	321	320
ZNF286A	761	646	806	795
ZNF286B	510	446	515	490
ZNF287	90	56	77	77
ZNF292	2257	1855	2406	2174
ZNF3	447	344	504	521
ZNF30	139	109	185	202
ZNF300	319	205	314	310
ZNF302	305	231	336	273
ZNF304	168	125	185	172
ZNF317	498	427	648	530
ZNF318	1175	1148	1487	1405
ZNF319	39	30	48	24
ZNF32	344	251	377	362
ZNF320	144	140	150	130
ZNF322	1105	900	1259	1192
ZNF324	227	172	228	200
ZNF324B	149	126	167	137
ZNF326	630	644	827	821
ZNF329	47	34	45	44
ZNF330	808	482	786	782
ZNF333	97	75	96	84
ZNF335	533	475	564	463
ZNF337	528	448	709	648
ZNF33A	933	801	1062	969
ZNF33B	983	782	1081	1043
ZNF34	48	46	65	47
ZNF341	77	50	59	55
ZNF343	314	260	352	305
ZNF345	28	34	69	49
ZNF346	317	270	415	356
ZNF35	459	388	563	479
ZNF350	112	76	106	92
ZNF354A	303	243	343	307
ZNF354B	372	327	474	426
ZNF358	188	183	257	256
ZNF362	84	60	64	53
ZNF367	211	176	236	221
ZNF37A	385	372	517	408
ZNF382	75	47	73	74
ZNF383	93	78	118	103
ZNF384	250	257	278	195
ZNF391	77	88	114	83
ZNF394	292	282	378	373
ZNF395	102	100	108	93
ZNF397	177	185	267	260
ZNF398	310	262	343	286
ZNF407	739	618	857	827
ZNF408	174	156	217	202
ZNF41	253	217	257	215
ZNF410	612	480	741	653
ZNF414	35	36	39	35
ZNF416	101	82	120	89
ZNF417	548	576	701	634
ZNF419	138	113	164	108
ZNF420	181	142	215	197
ZNF423	38	46	56	48
ZNF425	49	41	54	44
ZNF426	113	89	133	120
ZNF428	294	259	395	354
ZNF429	32	31	31	36
ZNF430	228	178	264	261
ZNF431	352	282	369	344
ZNF432	187	177	224	230
ZNF436	153	134	204	174
ZNF44	67	76	101	84
ZNF440	134	123	182	158
ZNF441	34	23	31	41
ZNF443	133	108	164	150
ZNF444	35	39	67	75
ZNF445	720	828	1002	828
ZNF446	64	65	70	67
ZNF449	142	97	156	137
ZNF45	271	220	295	263
ZNF451	741	591	884	763
ZNF460	1207	974	1338	1141
ZNF461	78	73	107	68
ZNF462	80	83	118	97
ZNF468	217	150	221	189
ZNF470	91	76	96	84
ZNF473	479	373	489	473
ZNF48	340	284	423	396
ZNF480	295	246	281	284
ZNF483	242	200	321	323
ZNF484	401	300	371	380
ZNF485	107	101	139	140
ZNF490	115	115	146	144
ZNF492	88	57	100	76
ZNF493	111	74	98	70
ZNF496	175	183	274	259
ZNF500	106	100	123	107
ZNF502	53	41	45	48
ZNF503	821	813	974	817
ZNF507	843	948	1173	1000
ZNF510	191	167	181	198
ZNF511	301	207	273	264
ZNF512	612	548	756	636
ZNF512B	604	544	601	583
ZNF513	84	65	112	101
ZNF514	103	111	141	127
ZNF516	156	144	178	183
ZNF518A	2229	1714	2329	2141
ZNF518B	477	338	470	391
ZNF519	174	169	174	174
ZNF521	95	63	107	92
ZNF526	216	146	200	169
ZNF527	133	86	158	141
ZNF529	213	219	294	337
ZNF530	126	116	140	151
ZNF532	306	234	310	247
ZNF536	130	100	118	134
ZNF540	52	29	57	59
ZNF543	210	185	240	228
ZNF546	144	126	185	169
ZNF548	157	125	166	149
ZNF549	88	92	122	101
ZNF550	79	66	86	84
ZNF551	250	252	347	327
ZNF552	234	195	303	266
ZNF554	92	88	149	122
ZNF555	113	79	119	99
ZNF557	360	279	344	306
ZNF559	254	188	297	256
ZNF561	395	347	494	406
ZNF562	315	248	365	319
ZNF565	54	40	52	44
ZNF566	112	109	149	124
ZNF567	247	170	280	256
ZNF568	111	80	129	139
ZNF569	200	184	210	234
ZNF57	205	129	212	166
ZNF570	97	71	105	106
ZNF571	76	58	108	93
ZNF573	111	139	206	180
ZNF574	360	312	295	292
ZNF576	91	57	79	91
ZNF577	68	59	83	67
ZNF579	42	40	65	74
ZNF581	181	87	136	134
ZNF582	39	50	46	43
ZNF583	78	65	89	84
ZNF584	189	185	307	229
ZNF585A	118	124	165	133
ZNF585B	158	138	239	147
ZNF586	65	62	114	92
ZNF587	572	632	765	678
ZNF587B	295	256	387	353
ZNF589	361	365	475	404
ZNF592	648	733	797	567
ZNF593	179	117	199	222
ZNF594	274	215	312	302
ZNF597	25	16	40	44
ZNF598	763	686	832	758
ZNF605	64	43	75	51
ZNF606	75	55	85	68
ZNF607	139	109	207	178
ZNF608	441	394	447	431
ZNF609	519	529	632	578
ZNF611	130	133	168	137
ZNF613	110	88	124	114
ZNF614	297	201	316	262
ZNF615	209	162	214	210
ZNF616	219	180	286	260
ZNF618	178	203	287	244
ZNF619	135	125	145	125
ZNF620	448	321	491	437
ZNF621	334	311	418	379
ZNF622	433	330	480	476
ZNF623	291	273	308	297
ZNF624	176	108	151	139
ZNF627	142	112	153	145
ZNF628	43	37	65	41
ZNF629	418	342	455	397
ZNF638	6203	4750	6409	6178
ZNF639	741	552	827	751
ZNF641	109	96	150	107
ZNF644	4200	3013	3979	3506
ZNF646	530	443	528	439
ZNF649	227	202	285	219
ZNF652	248	256	368	333
ZNF653	72	53	83	89
