	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
TACR1	1	0	0	0	34	26	13	28
TADA1	503	581	289	174	510	457	426	475
TADA2A	246	284	123	86	332	255	254	353
TADA2B	170	221	79	43	305	286	166	209
TADA3	535	787	360	205	707	648	390	502
TAF1	510	647	338	223	1765	1570	929	1193
TAF10	452	684	223	140	537	509	348	475
TAF11	628	720	319	242	769	718	506	671
TAF12	176	184	75	59	332	281	233	279
TAF13	484	605	251	178	295	354	158	231
TAF15	3776	4581	2196	1431	1349	1177	677	1092
TAF1A	168	215	90	69	459	487	313	401
TAF1B	883	1024	406	319	1108	1056	787	914
TAF1C	148	227	115	56	466	372	217	322
TAF1D	259	324	207	97	1495	1461	874	1359
TAF2	900	931	483	296	2814	2405	2048	2408
TAF3	308	415	135	96	389	364	208	322
TAF4	354	416	169	118	372	306	141	193
TAF4B	120	134	69	33	608	483	465	544
TAF5	495	645	207	142	747	730	562	710
TAF5L	251	335	143	72	1165	903	908	1058
TAF6	713	852	267	208	458	363	234	393
TAF6L	305	439	192	130	518	471	373	456
TAF7	1840	2086	1042	773	1181	1108	1034	1214
TAF7L	0	1	0	0	29	30	19	18
TAF8	379	463	219	137	274	210	224	285
TAF9	486	553	252	160	928	795	930	1166
TAF9B	798	937	498	297	540	490	454	537
TAGLN2	3144	4206	1962	1142	1091	1131	737	958
TALDO1	3282	3947	1567	1008	2159	2011	1617	2017
TAMM41	465	530	254	179	458	364	209	284
TANC1	713	865	442	252	1320	1080	801	1035
TANC2	382	415	158	112	667	521	315	435
TANGO2	100	122	59	41	138	122	103	116
TANGO6	335	408	151	118	975	821	682	806
TANK	191	209	113	89	416	349	312	435
TAOK1	742	848	403	253	1611	1365	1085	1366
TAOK2	443	671	285	183	2025	1771	1321	1680
TAOK3	241	293	90	55	314	326	221	274
TAP1	364	568	186	110	176	151	146	178
TAP2	61	111	38	22	30	34	26	27
TAPBP	360	469	239	126	100	92	53	77
TAPT1	272	340	156	87	324	330	202	265
TARBP1	825	981	436	289	4302	3974	2875	3628
TARBP2	297	346	147	93	493	409	436	579
TARDBP	375	589	233	128	462	429	446	572
TARS	7470	8875	3521	2431	7976	7764	6082	7742
TARS2	1483	1725	952	562	1447	1211	1117	1319
TARSL2	394	451	181	136	984	956	700	819
TAS1R3	0	1	1	1	53	46	24	28
TAS2R10	0	0	0	0	16	25	24	20
TAS2R13	0	0	0	0	66	67	39	47
TAS2R14	0	3	1	1	108	81	48	78
TAS2R19	0	0	0	0	140	140	98	148
TAS2R20	0	0	0	0	99	82	53	89
TAS2R3	0	0	2	0	49	43	29	32
TAS2R30	1	0	0	0	214	202	97	137
TAS2R31	0	0	0	0	101	106	44	69
TAS2R4	0	0	0	0	48	31	32	31
TAS2R43	1	0	0	0	76	51	25	41
TAS2R46	0	0	0	0	123	124	49	89
TAS2R5	0	0	1	1	26	23	12	25
TAS2R50	0	0	0	0	67	81	24	60
TASOR	942	1014	487	320	4547	4118	3058	3929
TASOR2	2371	2702	1233	882	10110	9089	6905	8772
TASP1	70	72	54	39	476	431	239	358
TATDN1	356	385	189	132	420	428	286	390
TATDN2	118	160	57	28	254	265	138	202
TATDN3	242	256	105	82	378	319	267	291
TAX1BP1	2091	2059	886	601	2558	2415	1828	2407
TAX1BP3	272	330	154	79	147	157	107	182
TAZ	147	221	127	67	356	302	222	310
TBC1D1	462	479	162	110	457	422	336	444
TBC1D10A	57	93	31	19	58	51	38	50
TBC1D10B	651	817	279	189	1023	1019	527	699
TBC1D12	144	208	60	56	315	300	212	279
TBC1D13	419	560	258	120	312	267	182	262
TBC1D14	237	284	126	81	1139	987	761	959
TBC1D15	1792	2036	992	709	1067	1027	716	964
TBC1D16	104	147	79	45	475	471	329	399
TBC1D17	159	220	95	66	143	120	90	114
TBC1D19	158	161	89	55	150	151	115	146
TBC1D2	19	21	13	11	36	41	28	26
TBC1D20	238	308	135	78	343	292	217	252
TBC1D22A	289	330	139	93	279	270	164	240
TBC1D22B	165	195	63	37	253	184	150	215
TBC1D23	763	811	373	247	1107	1004	862	1056
TBC1D24	110	153	45	43	112	105	62	90
TBC1D25	118	155	63	30	162	123	84	132
TBC1D2B	188	234	100	56	741	677	469	583
TBC1D30	374	385	207	95	213	176	121	163
TBC1D31	397	340	174	122	1073	977	767	934
TBC1D32	322	368	199	139	1133	1027	752	1002
TBC1D4	932	1068	421	311	1903	1769	1280	1587
TBC1D5	402	416	187	117	347	261	233	318
TBC1D7	441	491	212	144	566	537	374	460
TBC1D8	63	75	39	11	423	362	264	361
TBC1D8B	131	132	73	32	144	127	79	101
TBC1D9	213	251	113	60	549	544	381	542
TBC1D9B	782	979	388	258	2984	2668	2113	2667
TBCA	1644	1955	867	626	1114	1211	808	1025
TBCB	3092	4003	1534	945	676	613	586	682
TBCC	367	514	286	171	283	294	215	235
TBCCD1	126	141	77	58	281	213	238	332
TBCD	1131	1332	607	414	1453	1302	868	1168
TBCE	1	4	1	0	184	193	138	159
TBCEL	71	75	21	23	104	83	62	80
TBCK	114	162	87	44	559	499	420	493
TBK1	941	1072	452	299	1053	1053	749	982
TBKBP1	162	200	114	60	127	97	46	81
TBL1X	167	173	62	43	556	478	290	328
TBL1XR1	926	993	392	232	995	924	824	1041
TBL2	412	542	242	123	557	505	455	542
TBL3	1085	1469	578	397	1016	870	665	801
TBP	436	462	170	158	285	244	219	286
TBPL1	287	279	107	78	290	256	218	292
TBRG1	65	91	63	36	437	413	312	399
TBRG4	1223	1449	838	456	1774	1503	1473	1709
TBX1	268	318	117	72	238	207	126	182
TBX18	602	715	343	229	240	204	187	283
TBX2	192	208	84	50	156	130	77	114
TBX20	86	132	69	40	114	87	78	101
TBX3	383	572	278	186	434	388	330	459
TC2N	373	383	155	105	312	271	191	292
TCAF1	389	550	280	176	460	384	285	381
TCAIM	165	166	79	71	569	529	428	542
TCEA1	57	130	41	18	354	380	268	310
TCEA2	157	160	80	45	131	126	81	104
TCEAL1	216	293	110	98	256	181	213	213
TCEAL4	689	1013	455	306	1046	955	954	1147
TCEAL8	442	641	291	175	1113	1100	756	878
TCEAL9	353	390	220	143	690	728	568	640
TCEANC	32	20	20	9	59	52	49	55
TCEANC2	198	207	128	83	192	206	129	158
TCERG1	2567	2882	1508	1022	3541	3235	2467	3092
TCF12	735	720	303	190	603	481	445	621
TCF19	186	219	121	82	452	462	397	429
TCF20	984	1063	487	337	2076	1719	1283	1847
TCF25	662	894	299	198	1562	1342	1205	1490
TCF3	485	659	210	138	800	709	557	730
TCF4	553	694	388	227	310	281	246	300
TCF7	239	273	73	61	74	61	41	56
TCF7L1	59	58	25	13	14	16	12	10
TCF7L2	600	729	396	258	213	194	100	114
TCFL5	42	59	37	16	604	548	381	519
TCHP	185	242	113	80	225	247	159	225
TCIRG1	45	51	22	13	106	77	56	102
TCOF1	4371	5772	2427	1617	6140	5668	3690	4938
TCP1	7190	9041	4037	2436	15100	15227	11906	14473
TCP11L1	220	190	94	57	528	516	294	390
TCP11L2	339	323	151	100	105	93	67	104
TCTA	80	140	51	32	46	28	35	42
TCTE3	3	8	1	0	19	21	14	13
TCTEX1D2	61	61	23	21	28	24	27	35
TCTN1	220	276	97	65	471	405	391	466
TCTN2	216	234	99	53	403	312	262	311
TCTN3	647	771	402	241	1007	844	754	944
TDG	998	1191	537	329	1000	869	760	949
TDP1	526	559	292	175	955	858	687	864
TDP2	808	947	385	310	865	771	518	777
TDRD3	353	354	148	80	485	494	373	534
TDRD6	1	0	1	0	100	85	37	64
TDRD7	528	553	269	187	505	399	350	411
TDRKH	422	524	281	176	312	294	223	280
TEAD1	444	585	216	146	395	329	252	326
TEAD2	89	98	44	29	234	207	167	212
TEAD3	143	194	64	39	41	34	18	29
TEAD4	371	409	210	120	335	316	263	360
TEC	94	75	40	30	75	54	51	46
TECPR1	181	254	99	56	329	319	200	243
TECPR2	337	424	162	87	508	406	294	367
TECR	1672	2205	988	604	367	342	354	513
TECTA	14	11	7	8	51	43	25	30
TEDC1	233	311	137	80	353	348	219	252
TEDC2	279	298	149	93	393	308	286	347
TEF	44	42	12	17	41	42	31	40
TEFM	284	370	183	132	309	264	192	277
TELO2	882	1304	497	301	1006	937	621	776
TEN1	6	5	6	1	14	17	24	27
TENM1	3	2	5	3	296	220	148	215
TENM3	714	921	538	272	1225	1059	730	1008
TENM4	36	41	28	18	38	43	16	25
TENT2	553	536	251	191	742	672	508	645
TENT4A	273	409	134	78	592	522	304	438
TENT4B	355	472	201	149	539	531	429	530
TENT5A	186	254	101	63	159	130	83	125
TENT5C	245	318	142	94	39	36	42	53
TEP1	142	153	93	44	467	420	265	350
TEPSIN	119	179	96	59	166	172	114	173
TERF1	257	370	167	110	395	432	233	325
TERF2	636	706	345	206	487	395	258	318
TERF2IP	942	1314	542	357	809	804	592	746
TERT	4	5	5	0	91	64	45	56
TES	1351	1819	813	541	595	602	395	511
TESC	188	232	91	52	57	56	38	73
TESK1	30	54	12	15	171	149	130	166
TESK2	54	56	19	18	137	123	90	119
TESMIN	58	76	36	23	39	46	16	36
TET1	371	380	182	110	1767	1500	909	1155
TET2	198	233	97	65	981	805	653	804
TET3	128	215	75	48	475	349	212	263
TEX10	1856	2010	967	702	2611	2180	2002	2484
TEX14	6	11	11	14	48	45	36	43
TEX15	295	284	142	102	1194	1041	730	1044
TEX2	278	335	156	98	903	838	631	845
TEX261	90	105	45	15	75	45	84	103
TEX264	429	608	210	143	537	455	548	633
TEX30	292	313	144	105	243	227	178	238
TEX9	143	174	72	61	196	181	144	172
TFAM	2045	2294	1038	814	2240	2225	1542	1944
TFAP2A	576	905	453	276	184	170	93	105
TFAP2C	143	149	61	38	58	36	30	41
TFAP4	283	428	163	117	260	232	188	242
TFB1M	227	234	97	90	693	624	434	623
TFB2M	378	441	211	183	534	506	406	455
TFCP2	722	910	483	279	747	541	404	531
TFCP2L1	130	182	76	49	48	42	31	23
TFDP1	802	959	359	229	1564	1475	1112	1473
TFDP2	498	473	274	165	992	850	673	839
TFE3	304	403	166	106	209	168	133	171
TFEB	74	74	29	21	15	22	18	24
TFG	2025	2419	1012	659	1586	1306	1185	1551
TFIP11	865	1167	547	350	1716	1517	1382	1782
TFPI	237	270	109	65	42	24	20	34
TFPI2	465	505	203	115	43	54	35	33
TFPT	176	261	109	70	159	177	104	173
TFRC	2057	2588	1149	683	4391	4143	3469	4191
TGDS	234	255	136	84	436	413	295	386
TGFB1I1	132	141	70	47	21	11	16	13
TGFB2	48	53	20	14	12	20	19	17
TGFB3	19	27	19	2	34	22	20	27
TGFBR1	348	382	202	129	656	618	420	580
TGFBR2	147	206	80	52	130	98	58	88
TGFBR3	267	341	128	76	526	493	391	480
TGFBRAP1	351	456	180	117	692	590	474	612
TGIF1	152	173	99	62	94	86	68	89
TGIF2	162	198	79	40	208	165	150	215
TGM1	5	6	1	6	36	23	23	23
TGM2	75	75	29	25	16	10	10	11
TGOLN2	692	880	327	227	829	748	367	505
TGS1	609	713	371	281	2133	1937	1357	1789
THADA	1202	1344	675	493	3007	2760	1970	2338
THAP1	228	281	120	79	159	156	126	177
THAP10	162	217	84	49	57	47	39	30
THAP11	395	483	209	117	316	293	216	250
THAP12	72	78	50	31	609	616	476	536
THAP2	32	31	11	9	33	33	28	40
THAP3	221	245	116	60	171	177	121	135
THAP4	740	1034	441	243	1002	867	735	927
THAP5	366	413	217	138	439	392	305	410
THAP6	134	133	72	50	201	188	127	152
THAP7	268	315	174	117	536	456	464	550
THAP8	48	79	32	19	17	12	10	11
THAP9	126	134	63	52	310	300	236	319
THBS3	13	28	16	5	139	111	68	114
THBS4	165	191	96	50	46	49	43	37
THEM4	148	185	116	55	169	141	108	153
THEM6	135	193	85	56	44	32	25	36
THEMIS2	27	31	20	13	71	92	51	65
THG1L	237	367	174	117	362	353	236	350
THNSL1	433	520	188	138	455	444	352	387
THOC1	629	868	360	259	1213	1143	868	1079
THOC2	2728	3467	1674	1216	7927	7517	5639	7291
THOC3	212	255	135	77	246	257	188	237
THOC5	1124	1350	516	341	2097	1956	1526	2025
THOC6	348	501	199	138	840	771	643	813
THOC7	875	948	395	267	1269	1224	815	1087
THOP1	1027	1344	512	301	1860	1786	1494	1761
THRA	92	101	34	20	155	155	118	155
THRAP3	2883	3574	1927	1262	5391	4772	4307	5331
THRB	108	150	57	45	102	83	63	61
THSD1	46	41	29	15	74	45	57	54
THSD4	37	63	24	14	52	52	27	52
THSD7A	4	10	3	1	24	14	16	17
THTPA	95	125	42	33	113	112	80	119
THUMPD1	315	355	178	135	675	649	595	703
THUMPD2	390	377	186	142	844	741	611	703
THUMPD3	1146	1167	582	377	1639	1662	1186	1551
THYN1	503	483	190	145	493	408	359	470
TIA1	634	797	365	225	1164	1058	903	1134
TIAL1	1571	1958	821	495	1669	1584	759	1023
TIAM1	399	494	177	137	1785	1506	1226	1490
TIAM2	119	124	58	24	271	234	141	188
TICRR	738	854	434	286	2930	2564	1490	1980
TIFA	173	141	74	53	93	88	58	70
TIGAR	693	816	338	259	355	393	265	334
TIGD1	104	78	33	18	256	266	150	198
TIGD2	128	164	64	42	222	244	141	199
TIGD3	17	31	5	10	23	21	18	21
TIGD4	14	10	3	6	26	23	16	15
TIGD5	210	284	117	63	231	199	118	155
TIGD6	130	152	100	41	100	93	89	115
TIGD7	7	9	6	1	115	109	65	111
TIMELESS	1842	2287	1024	653	2529	2425	1546	2399
TIMM10	527	842	410	181	610	555	419	492
TIMM13	1489	2195	1040	608	861	887	555	729
TIMM17A	947	1037	485	353	1254	1243	1158	1534
TIMM17B	973	1195	564	289	753	670	598	711
TIMM21	451	597	250	134	326	337	305	398
TIMM22	537	696	299	217	506	535	295	390
TIMM23	1142	1407	696	397	777	741	606	776
TIMM23B	39	46	42	23	160	161	97	132
TIMM29	427	580	261	131	168	155	107	132
TIMM44	1140	1497	652	425	1564	1365	1113	1426
TIMM50	3448	4489	2031	1244	1593	1675	1241	1482
TIMM8A	211	322	183	65	148	155	81	116
TIMM8B	760	933	692	328	463	480	225	293
TIMM9	153	174	85	56	183	133	142	191
TIMMDC1	908	944	502	273	1398	1375	881	1111
TIMP1	2010	2548	1094	634	444	449	387	494
TIMP2	252	288	137	70	69	53	39	55
TIMP3	404	441	146	96	79	64	65	87
TINF2	157	161	105	59	414	347	334	394
TIPARP	578	652	410	282	564	476	489	670
TIPIN	1495	1484	867	516	1470	1428	1126	1275
TIPRL	1643	1939	724	507	1326	1230	1009	1216
TIRAP	20	13	20	8	38	45	36	59
TJAP1	336	431	189	110	338	325	223	275
TJP1	2463	2969	1321	879	1989	1882	1183	1572
TK1	1192	1602	724	462	827	767	664	820
TK2	37	56	30	16	86	86	60	62
TKFC	255	322	108	78	321	266	236	295
TKT	8871	10883	3892	2449	5985	5134	5160	6332
TLCD1	106	117	76	38	139	124	115	149
TLE1	525	656	271	152	639	590	441	642
TLE2	30	23	8	8	26	17	18	15
TLE3	1348	1798	787	431	1037	733	572	777
TLE4	562	753	314	184	912	788	557	836
TLK1	237	261	94	71	924	792	485	638
TLK2	175	238	91	58	625	516	444	518
TLL1	3	2	0	1	65	38	44	52
TLL2	15	36	17	5	25	21	15	24
TLN1	4624	5966	2680	1695	5876	5102	3086	4081
TLN2	145	146	63	34	627	551	350	495
TLNRD1	29	38	20	6	100	76	52	47
TLR5	8	8	4	2	17	20	13	14
TM2D1	342	360	180	110	527	487	347	434
TM2D2	220	375	184	94	294	277	244	331
TM2D3	486	606	306	152	671	585	483	636
TM6SF1	10	16	6	3	71	62	46	54
TM7SF2	139	172	74	34	190	159	153	220
TM7SF3	580	675	253	166	851	786	705	871
TM9SF2	3081	3857	1450	864	3544	3097	2640	3376
TM9SF3	2759	3261	1546	856	2889	3143	2078	2775
TM9SF4	716	894	359	237	1004	809	616	779
TMA16	450	549	226	177	759	769	543	799
TMA7	156	190	189	81	378	396	183	262
TMBIM1	63	63	19	19	36	26	15	24
TMBIM4	168	251	76	61	183	132	120	168
TMBIM6	9622	12269	5464	3741	2806	2437	2118	2668
TMC3	1	6	2	0	33	23	22	12
TMC4	5	6	10	2	35	21	13	27
TMC5	51	50	20	13	30	33	21	34
TMC6	57	39	18	6	82	72	85	84
TMC7	59	51	23	23	71	53	37	59
TMCC1	55	67	35	12	190	163	110	151
TMCC2	5	7	2	2	65	48	41	64
TMCC3	116	92	60	40	46	39	17	39
TMCO1	2152	2234	1314	829	1377	1406	1160	1335
TMCO3	244	298	100	59	502	396	336	409
TMCO4	113	148	85	45	95	82	61	69
TMCO6	104	119	69	41	245	209	138	196
TMED1	154	235	110	73	255	205	198	223
TMED10	1124	1421	572	323	1480	1505	1048	1315
TMED2	2845	3741	1631	1142	1938	1817	1568	1926
TMED3	492	650	222	118	751	660	620	771
TMED4	1299	1629	679	394	709	643	486	622
TMED5	739	889	436	230	1121	1214	872	1048
TMED6	0	0	0	0	25	22	10	20
TMED7	164	235	103	72	177	162	162	185
TMED7-TICAM2	162	236	107	45	68	74	74	85
TMED8	248	279	127	67	452	403	270	335
TMED9	1857	2592	1104	588	1309	1389	807	1100
TMEM101	507	637	294	162	201	184	157	178
TMEM102	59	80	38	21	54	65	48	55
TMEM104	260	368	163	102	165	118	83	134
TMEM106B	629	613	283	172	559	501	453	562
TMEM106C	592	686	347	187	1975	1719	1773	2074
TMEM107	59	57	23	13	30	30	28	25
TMEM108	63	74	36	25	49	41	28	31
TMEM109	825	1285	511	294	529	484	390	435
TMEM11	305	343	179	136	262	268	231	308
TMEM110-MUSTN1	4	3	0	0	38	30	28	31
TMEM115	373	568	227	133	666	634	430	558
TMEM116	33	29	30	15	63	53	51	65
TMEM117	102	120	49	34	175	137	112	157
TMEM120A	186	213	80	44	111	100	115	131
TMEM120B	319	358	133	87	249	225	170	232
TMEM121	107	133	42	31	30	39	16	18
TMEM123	1469	1555	673	415	735	553	827	1038
TMEM126A	331	326	124	108	385	270	316	374
TMEM126B	527	658	250	148	847	817	684	862
TMEM127	137	239	73	45	73	60	55	64
TMEM128	119	122	72	43	135	147	104	158
TMEM129	153	230	112	65	255	215	212	233
TMEM131	588	646	298	196	1510	1310	874	1166
TMEM131L	654	733	388	238	923	819	529	735
TMEM132A	180	257	99	39	413	354	267	337
TMEM134	32	49	17	8	54	46	38	51
TMEM135	386	409	180	125	372	294	305	423
TMEM136	99	90	33	22	55	61	49	65
TMEM138	137	163	92	46	186	137	145	175
TMEM140	3	3	3	3	55	37	43	36
TMEM141	319	325	186	83	213	194	147	185
TMEM143	31	53	30	20	56	58	29	47
TMEM144	88	73	41	20	119	97	88	125
TMEM145	13	25	19	11	38	39	15	20
TMEM147	2910	3624	1431	974	1059	938	912	1105
TMEM14A	207	289	110	48	281	234	193	252
TMEM14B	295	400	157	98	368	279	314	352
TMEM14C	821	1172	475	297	374	358	278	344
TMEM150A	20	35	16	7	50	31	26	36
TMEM150C	91	87	47	34	38	27	10	26
TMEM159	38	35	13	7	32	23	28	31
TMEM160	266	345	194	105	139	128	94	97
TMEM161A	679	1047	340	208	760	650	565	636
TMEM161B	374	448	203	140	494	437	370	493
TMEM164	271	337	167	94	185	151	142	186
TMEM165	740	899	306	200	864	775	623	861
TMEM167A	104	115	91	44	223	211	110	190
TMEM167B	125	144	87	53	103	88	65	71
TMEM168	264	318	155	64	533	510	380	495
TMEM170A	53	62	24	18	68	45	58	67
TMEM170B	42	45	14	18	89	95	46	56
TMEM171	18	16	8	3	16	11	15	21
TMEM175	115	140	56	27	133	121	93	155
TMEM177	300	307	201	111	404	337	309	388
TMEM178B	78	97	54	33	35	35	24	45
TMEM179B	489	608	227	130	404	375	313	429
TMEM18	236	319	176	100	496	431	332	425
TMEM181	399	530	194	118	761	640	554	651
TMEM182	31	25	13	12	33	36	31	28
TMEM183A	23	14	11	3	531	464	375	457
TMEM184B	277	346	139	85	452	316	304	401
TMEM184C	253	295	130	86	551	432	379	462
TMEM185A	124	163	81	50	130	115	81	103
TMEM185B	471	737	279	179	171	134	108	160
TMEM186	89	108	38	35	140	143	95	98
TMEM187	75	74	46	17	27	16	17	24
TMEM189	24	45	16	2	30	37	31	28
TMEM19	386	502	211	107	386	316	306	401
TMEM192	294	313	159	91	383	387	305	398
TMEM198	34	66	16	12	47	34	34	38
TMEM199	262	383	154	96	198	182	139	182
TMEM201	765	1060	432	225	268	224	141	192
TMEM203	150	201	92	48	174	149	127	124
TMEM205	1021	1238	528	305	370	319	316	362
TMEM206	203	264	92	80	518	436	366	420
TMEM208	273	476	228	137	328	333	287	377
TMEM209	1803	1817	880	591	824	655	610	746
TMEM214	728	914	344	229	543	472	324	392
TMEM216	80	89	42	25	71	78	49	71
TMEM218	34	49	37	14	110	96	92	105
TMEM219	138	209	68	47	308	266	229	276
TMEM222	454	554	286	167	180	168	136	213
TMEM223	171	195	99	40	196	117	142	185
TMEM230	471	620	389	196	255	182	232	283
TMEM231	60	58	43	12	54	45	36	48
TMEM232	2	1	2	1	12	12	16	14
TMEM234	50	86	33	27	92	100	71	118
TMEM237	427	482	248	146	991	863	778	952
TMEM241	59	93	46	31	144	103	87	127
TMEM242	374	420	266	165	209	197	127	166
TMEM243	107	89	40	29	264	235	198	232
TMEM245	486	662	281	168	1118	993	754	908
TMEM246	185	196	92	52	272	212	204	240
TMEM248	456	495	271	125	541	423	440	617
TMEM25	105	120	52	31	114	94	85	93
TMEM250	56	77	55	18	94	72	93	96
TMEM251	99	150	83	48	89	81	61	86
TMEM254	156	206	79	61	51	42	26	37
TMEM255A	32	33	6	5	17	11	10	12
TMEM256	349	479	143	90	261	194	203	247
TMEM258	926	1020	579	367	531	423	581	654
TMEM259	783	950	437	231	895	784	774	952
TMEM260	107	126	53	29	232	207	156	223
TMEM262	0	2	0	0	29	13	21	33
TMEM263	294	422	169	95	279	309	218	277
TMEM265	1	1	0	2	60	37	21	21
TMEM266	21	12	4	4	75	78	41	58
TMEM267	62	89	42	39	117	96	98	111
TMEM268	49	71	37	12	122	98	65	78
TMEM30A	1605	1719	807	474	901	801	659	855
TMEM33	1916	2090	848	542	1141	1004	791	1085
TMEM35B	128	208	95	45	54	51	39	40
TMEM38A	49	76	37	30	35	31	29	31
TMEM38B	748	938	326	224	717	664	568	702
TMEM39A	251	314	146	90	464	332	429	564
TMEM39B	215	297	134	73	387	336	269	315
TMEM41A	167	228	123	63	148	135	102	127
TMEM41B	563	715	353	177	391	334	322	420
TMEM42	27	25	19	9	70	59	48	74
TMEM43	685	876	393	228	861	741	626	683
TMEM44	43	60	8	9	53	50	31	36
TMEM45A	100	125	35	30	113	94	102	121
TMEM47	0	2	1	0	57	48	36	51
TMEM50A	1676	1993	904	596	563	532	482	648
TMEM50B	187	248	101	73	239	210	164	201
TMEM51	59	102	38	27	31	38	28	32
TMEM53	98	147	53	37	40	25	25	24
TMEM54	107	125	37	21	60	35	50	66
TMEM56	68	76	15	20	64	63	44	70
TMEM59	2273	2796	1355	750	1524	1308	1203	1484
TMEM60	89	99	61	39	127	120	92	127
TMEM62	138	138	61	34	233	207	179	236
TMEM63A	180	197	105	67	343	280	182	298
TMEM63B	313	349	162	85	328	255	229	327
TMEM63C	85	90	40	19	32	25	19	21
TMEM64	123	176	73	33	194	156	143	197
TMEM65	429	447	184	123	298	258	164	259
TMEM67	233	235	98	58	539	483	418	484
TMEM68	156	149	75	45	188	181	168	194
TMEM69	659	699	348	210	306	261	277	315
TMEM70	1127	1351	660	386	629	604	506	656
TMEM74	26	26	9	8	26	21	23	40
TMEM74B	20	30	9	4	41	46	34	44
TMEM79	23	25	16	12	36	36	17	28
TMEM80	57	57	32	20	76	82	81	88
TMEM81	0	0	0	0	61	77	39	37
TMEM87A	446	551	255	178	785	780	579	689
TMEM87B	164	201	78	46	143	134	90	126
TMEM8A	165	224	63	36	361	331	341	404
TMEM8B	83	77	36	24	89	53	42	35
TMEM9	711	944	462	235	514	491	398	562
TMEM94	281	296	147	73	603	472	293	444
TMEM97	504	593	252	150	345	254	301	373
TMEM98	169	207	66	46	219	219	193	184
TMEM99	52	70	27	32	193	160	153	169
TMEM9B	190	190	109	53	158	111	120	155
TMF1	893	1064	435	299	2100	1930	1402	1809
TMLHE	524	593	287	190	455	370	322	392
TMOD1	119	128	53	50	38	32	20	33
TMOD2	125	147	45	26	138	104	92	121
TMOD3	1423	1495	653	366	520	485	337	448
TMOD4	1	2	2	0	16	10	19	14
TMPO	6358	7297	3357	2374	6094	5591	4522	5378
TMPPE	76	110	41	29	157	109	70	87
TMPRSS9	0	0	1	0	93	76	54	60
TMSB10	1823	2173	1154	704	1218	1160	788	1122
TMTC1	181	184	78	37	295	201	218	256
TMTC2	125	154	80	25	177	136	115	166
TMTC3	1476	1705	671	437	1922	1687	1405	1789
TMTC4	121	137	48	32	384	366	309	398
TMUB1	366	327	128	106	259	248	203	214
TMUB2	207	247	157	76	193	145	167	177
TMX1	1165	1365	571	361	1802	1725	1302	1725
TMX2	266	411	131	84	549	473	467	557
TMX2-CTNND1	14	22	29	9	59	70	26	39
TMX3	524	690	335	179	545	589	379	537
TMX4	295	425	194	122	560	572	431	547
TNC	224	363	165	82	16	16	12	17
TNFAIP1	172	211	94	64	144	160	124	160
TNFAIP3	58	64	22	32	83	65	60	77
TNFAIP8	172	191	78	64	60	55	51	70
TNFRSF10B	734	1045	517	287	644	616	473	546
TNFRSF10D	236	285	130	81	150	145	119	173
TNFRSF11A	142	194	70	43	94	77	71	75
TNFRSF12A	79	109	48	25	27	30	11	21
TNFRSF19	113	147	39	47	34	36	25	42
TNFRSF1A	398	475	254	142	216	199	149	159
TNFRSF21	158	238	139	62	226	240	167	200
TNFRSF6B	5	2	1	1	23	25	14	24
TNIK	579	734	361	225	861	751	573	772
TNIP1	441	639	327	179	682	620	448	598
TNIP2	152	190	77	50	289	289	180	264
TNK2	86	85	54	29	277	201	121	149
TNKS	760	918	443	274	974	861	603	739
TNKS1BP1	315	431	223	144	1016	982	497	721
TNKS2	1739	1818	724	467	2020	1800	1240	1748
TNNI3	21	22	17	9	70	66	66	73
TNNT1	65	75	34	20	145	129	98	120
TNPO1	2969	3223	1709	1092	6096	5501	4737	5745
TNPO2	1648	2305	1205	735	1985	1645	1328	1615
TNPO3	1852	2110	977	587	2798	2645	1850	2475
TNRC18	502	717	394	199	1552	1306	629	867
TNRC6A	617	682	244	152	2478	2038	1514	2092
TNRC6B	735	923	508	323	1942	1616	1235	1659
TNRC6C	255	322	123	85	591	505	293	462
TNS2	109	80	52	29	40	25	25	37
TNS3	79	108	45	20	120	91	88	110
TOB1	777	1038	431	297	252	220	164	226
TOB2	269	473	180	105	197	191	107	137
TOE1	531	662	355	178	704	636	540	600
TOGARAM1	157	179	78	55	494	453	334	402
TOLLIP	315	429	165	125	154	139	99	121
TOM1	342	411	193	126	300	274	229	263
TOM1L1	790	915	355	246	908	770	741	889
TOM1L2	276	301	144	92	522	449	298	363
TOMM20	774	1036	612	333	1369	1259	1095	1424
TOMM20L	2	3	2	1	17	26	16	25
TOMM22	959	1365	692	315	1813	1652	1349	1598
TOMM34	1425	1659	697	436	974	958	640	843
TOMM40L	162	228	95	59	247	274	183	247
TOMM5	541	798	527	244	499	572	277	409
TOMM6	1634	1714	919	517	655	607	439	598
TOMM7	1127	1606	839	471	1799	1554	1082	1508
TOMM70	2174	2324	1156	774	3298	3004	2170	2813
TONSL	435	633	299	182	1187	980	704	921
TOP1	4892	6124	2897	2054	3262	2994	1458	1930
TOP1MT	320	399	165	98	600	526	408	630
TOP2A	8352	11195	4897	3412	11637	11048	8479	10217
TOP2B	3522	3880	1647	1084	11874	11652	7634	10144
TOP3A	418	554	252	163	2344	1949	1251	1792
TOP3B	282	407	209	119	920	819	665	790
