	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
TDRKH	387	492	205	255	313	293	305	235
TEAD1	444	582	227	295	395	329	373	319
TEAD2	84	95	33	51	237	207	215	167
TEAD4	371	409	160	201	335	316	346	279
TEC	90	68	38	27	73	53	44	34
TECPR1	182	256	103	106	326	316	251	237
TECPR2	338	424	166	202	508	406	374	406
TECR	1672	2208	843	1193	366	342	482	314
TECTA	14	11	2	9	51	43	36	48
TEDC1	233	312	101	151	353	348	259	211
TEDC2	279	298	140	165	393	308	369	293
TEF	44	42	23	32	41	42	37	52
TEFM	271	353	138	177	317	272	304	230
TELO2	882	1303	463	666	1006	937	883	716
TENM1	2	2	0	2	291	214	240	198
TENM3	714	924	358	516	1225	1060	1017	967
TENT2	554	536	234	288	742	672	670	548
TENT4A	273	409	141	153	592	522	481	423
TENT4B	354	473	202	205	539	531	548	448
TENT5A	186	254	98	122	163	129	130	100
TENT5C	245	318	124	175	39	36	51	51
TEP1	140	153	45	82	465	417	348	354
TEPSIN	116	172	54	112	164	174	163	156
TERF1	257	369	162	179	395	434	327	329
TERF2	625	679	286	365	478	388	341	339
TERF2IP	945	1317	473	649	808	805	722	523
TERT	4	4	5	6	90	66	63	61
TES	1354	1827	715	1028	595	603	529	363
TESC	188	223	108	142	58	54	41	33
TESK1	30	54	16	17	171	149	185	137
TESK2	35	35	9	25	90	79	89	72
TET1	371	381	160	215	1767	1500	1283	1308
TET2	198	233	97	101	981	805	864	846
TET3	128	215	61	99	475	349	295	346
TEX10	1817	1972	801	1045	2577	2171	2586	1828
TEX14	6	11	1	6	48	46	60	70
TEX15	298	282	141	147	1187	1034	1080	853
TEX2	276	331	122	179	897	831	857	638
TEX261	137	151	64	90	85	52	138	111
TEX264	429	606	178	311	537	455	605	421
TEX30	285	297	118	188	238	224	249	150
TEX9	144	174	70	103	196	181	200	140
TFAM	2046	2291	991	1283	2241	2222	1992	1386
TFAP2A	559	843	291	404	184	163	135	172
TFAP2C	143	149	46	66	58	36	42	37
TFAP4	286	432	158	213	253	232	277	211
TFB1M	228	226	99	120	691	624	584	449
TFB2M	369	424	183	231	526	496	445	335
TFCP2	716	900	375	465	766	544	536	593
TFDP1	796	959	377	503	1563	1476	1552	1334
TFDP2	500	471	200	280	985	837	826	685
TFE3	284	370	137	204	209	168	179	172
TFG	2023	2417	1068	1283	1586	1305	1625	1148
TFIP11	853	1154	482	619	1689	1492	1722	1296
TFPI2	437	475	211	262	44	56	36	37
TFPT	173	249	87	121	150	154	154	106
TFRC	1984	2494	1062	1352	4365	4122	4166	3062
TGDS	224	238	109	124	436	408	402	275
TGFB1	379	421	156	226	68	54	38	54
TGFBR1	349	381	175	190	656	618	557	475
TGFBR2	147	206	66	94	130	98	81	84
TGFBR3	262	338	143	194	511	477	475	385
TGFBRAP1	332	430	172	220	688	589	657	546
TGIF1	152	173	53	88	94	86	116	74
TGIF2	162	198	75	103	208	165	231	164
TGOLN2	678	850	356	447	817	732	608	652
TGS1	610	715	326	427	2132	1937	1796	1488
THADA	1195	1324	579	711	2982	2743	2505	2171
THAP1	222	271	108	140	145	147	137	100
THAP10	148	200	61	79	56	45	49	33
THAP11	395	483	200	239	315	293	273	160
THAP12	56	69	28	20	606	616	586	374
THAP2	32	31	15	10	33	33	43	27
THAP3	222	245	86	132	171	177	165	119
THAP4	686	927	330	486	992	863	926	720
THAP5	322	339	134	179	433	391	386	293
THAP6	134	133	49	78	201	188	132	119
THAP7	252	298	106	175	533	444	548	380
THAP9	126	134	52	48	310	300	300	224
THBS3	13	28	7	10	140	111	129	114
THBS4	165	191	68	100	46	49	39	40
THEM4	134	166	73	92	171	141	166	146
THEMIS2	27	31	12	13	71	91	84	76
THG1L	237	369	146	218	362	352	351	243
THNSL1	434	520	219	291	455	444	409	356
THOC1	624	855	350	428	1209	1134	1098	793
THOC2	2728	3443	1491	1828	7953	7536	7854	6090
THOC3	212	256	105	143	246	256	236	155
THOC5	1077	1279	521	663	2047	1918	1952	1679
THOC6	350	506	200	247	840	771	751	642
THOC7	817	864	334	464	1239	1201	1037	693
THOP1	1027	1347	506	731	1860	1786	1892	1390
THRA	93	97	29	42	153	153	132	130
THRAP3	2877	3575	1538	2029	5390	4773	5657	4680
THRB	102	143	58	78	100	78	84	76
THSD1	41	42	24	31	71	43	72	55
THSD4	37	63	27	35	52	52	49	46
THTPA	95	125	46	65	113	112	134	105
THUMPD1	318	350	157	209	663	638	694	526
THUMPD2	396	372	175	227	839	740	679	578
THUMPD3	1147	1169	495	660	1639	1662	1570	1136
THYN1	486	458	166	226	547	444	533	350
TIA1	628	770	269	349	1135	1006	1109	826
TIAL1	1540	1836	713	908	1678	1589	1190	1382
TIAM1	387	486	204	252	1767	1485	1676	1417
TIAM2	119	124	65	85	271	234	193	235
TICRR	738	853	331	469	2930	2564	2233	2414
TIFA	173	141	86	79	93	88	72	44
TIGAR	692	817	326	476	355	393	346	304
TIGD1	104	77	30	32	246	260	214	178
TIGD2	129	164	57	74	222	244	168	158
TIGD5	210	284	119	147	231	199	157	128
TIGD6	130	152	59	74	100	93	104	91
TIGD7	7	9	4	5	115	109	96	81
TIMELESS	1766	2164	815	1124	2492	2388	2326	2175
TIMM10	441	698	279	362	576	517	467	294
TIMM13	1462	2129	812	1177	827	846	662	419
TIMM17A	947	1040	426	580	1253	1243	1423	885
TIMM17B	903	1079	424	532	738	668	691	481
TIMM21	451	597	210	321	326	337	394	253
TIMM22	537	697	245	336	506	535	359	340
TIMM23	1129	1402	570	714	774	741	804	551
TIMM23B	38	46	11	18	159	160	143	122
TIMM29	427	582	191	277	168	155	126	80
TIMM44	1128	1475	519	745	1543	1358	1440	1080
TIMM50	3450	4493	1594	2201	1586	1674	1535	1110
TIMM8A	179	211	92	109	142	155	112	103
TIMM8B	722	882	337	483	464	471	289	186
TIMM9	157	176	79	89	135	100	115	99
TIMMDC1	908	943	432	502	1397	1375	1081	878
TIMP1	2013	2552	994	1469	444	449	495	351
TIMP2	239	291	116	159	68	54	43	59
TIMP3	404	442	187	256	79	64	98	73
TINF2	159	158	47	74	400	330	403	303
TIPARP	578	651	354	460	564	476	705	542
TIPIN	1427	1425	688	777	1430	1384	1266	919
TIPRL	1645	1943	883	1052	1326	1230	1237	824
TIRAP	20	13	7	12	38	45	43	50
TJAP1	336	432	165	243	338	325	312	287
TJP1	2467	2960	1298	1594	1968	1872	1720	1596
TK1	1012	1383	500	764	803	744	812	599
TK2	36	58	23	26	92	85	87	60
TKFC	255	325	118	178	321	266	304	263
TKT	8465	10378	4086	5541	5981	5127	6522	4956
TLCD1	101	111	42	58	143	127	134	100
TLCD3A	190	300	118	168	232	215	207	161
TLCD4	68	76	45	42	64	63	51	42
TLCD5	99	90	36	63	55	61	71	46
TLE1	519	646	230	321	616	569	653	548
TLE3	1315	1776	715	948	986	708	859	862
TLE4	561	754	252	386	912	789	810	791
TLE5	1267	1571	586	878	221	190	245	194
TLK1	233	256	130	140	918	793	691	717
TLK2	176	238	87	122	626	516	544	429
TLL1	3	2	1	2	65	38	50	33
TLN1	4574	5883	2313	3050	5860	5089	4293	4847
TLN2	145	147	77	80	627	551	510	470
TLNRD1	29	38	7	16	100	76	52	43
TM2D1	355	384	168	210	534	501	436	353
TM2D2	225	371	129	181	283	259	288	191
TM2D3	480	608	225	307	661	582	570	423
TM6SF1	10	16	5	8	71	62	74	55
TM7SF2	140	173	63	82	189	159	197	145
TM7SF3	577	668	272	340	827	770	863	625
TM9SF2	3084	3862	1585	2001	3543	3097	3360	2333
TM9SF3	2696	3141	1288	1591	2867	3135	2724	2109
TM9SF4	717	894	387	499	1004	809	766	755
TMA16	448	549	210	287	759	768	835	574
TMA7	154	187	76	112	378	397	317	171
TMBIM4	157	238	92	137	152	111	146	106
TMBIM6	9631	12288	4810	6266	2806	2436	2777	1777
TMC6	56	37	14	29	79	67	84	63
TMC7	59	51	38	28	71	53	57	56
TMCC1	55	63	29	25	185	159	135	163
TMCC2	5	7	10	5	65	48	64	60
TMCO1	2145	2239	981	1298	1330	1366	1237	900
TMCO3	245	299	100	132	502	396	437	277
TMCO4	106	139	53	77	92	73	73	67
TMCO6	104	119	47	46	245	209	214	187
TMED1	164	237	90	140	244	187	220	183
TMED10	1134	1368	482	694	1414	1436	1246	909
TMED2	2849	3743	1529	2036	1938	1817	1938	1466
TMED3	493	653	232	315	751	661	803	523
TMED4	1315	1619	602	858	720	647	652	470
TMED5	703	807	337	419	1052	1128	996	817
TMED7	159	230	114	118	143	141	185	98
TMED8	234	261	113	136	450	400	327	312
TMED9	1859	2598	1001	1318	1309	1389	1141	956
TMEM101	502	624	242	308	194	169	177	109
TMEM102	59	81	30	37	54	65	57	41
TMEM104	260	369	127	180	165	118	142	134
TMEM106B	629	615	315	375	559	501	583	378
TMEM106C	592	686	276	396	1975	1718	2105	1290
TMEM108	63	75	29	39	49	41	42	35
TMEM109	826	1289	441	618	529	484	556	423
TMEM11	305	344	129	212	255	252	291	203
TMEM115	365	528	181	253	637	584	528	436
TMEM116	32	30	17	12	65	53	66	47
TMEM117	102	120	74	51	175	137	156	115
TMEM120A	182	209	82	120	105	97	119	105
TMEM120B	319	361	164	207	249	225	251	187
TMEM123	1461	1435	672	928	710	529	985	661
TMEM126A	330	327	144	196	385	270	350	232
TMEM126B	526	659	239	340	847	817	816	543
TMEM127	122	229	64	111	71	57	64	52
TMEM128	114	110	58	82	128	141	132	100
TMEM129	129	196	75	88	249	213	252	174
TMEM131	588	645	304	339	1507	1307	1268	1255
TMEM131L	655	730	328	416	923	819	734	671
TMEM132A	182	257	100	136	413	354	357	313
TMEM134	30	51	11	15	55	46	39	30
TMEM135	387	409	185	231	372	294	405	274
TMEM138	137	164	49	82	186	137	186	162
TMEM140	3	3	0	2	55	37	68	40
TMEM141	321	328	136	184	214	195	189	137
TMEM143	29	48	21	25	54	56	30	59
TMEM144	88	73	40	45	119	97	92	76
TMEM147	2913	3627	1406	1932	1059	938	1161	733
TMEM14A	207	290	95	127	281	234	256	159
TMEM14B	293	387	158	205	367	280	374	245
TMEM14C	824	1179	424	564	374	358	349	205
TMEM150A	13	20	7	18	46	27	54	40
TMEM160	257	325	107	173	136	122	99	68
TMEM161A	662	1011	317	441	752	643	707	499
TMEM161B	364	424	151	255	481	427	505	386
TMEM164	271	337	119	151	185	151	184	133
TMEM165	742	898	336	440	864	775	846	557
TMEM167A	126	166	74	78	207	191	161	95
TMEM167B	126	144	44	80	104	88	83	60
TMEM168	265	318	130	205	521	501	504	379
TMEM170A	61	71	23	34	73	55	63	65
TMEM170B	42	45	21	37	89	95	56	47
TMEM175	114	140	48	67	133	121	136	123
TMEM177	298	302	99	174	404	337	377	294
TMEM179B	491	605	224	340	404	375	421	312
TMEM18	217	299	135	130	452	393	401	237
TMEM181	401	529	183	262	761	640	713	554
TMEM182	30	25	12	18	33	36	28	27
TMEM183A	22	14	7	8	531	468	503	322
TMEM184B	268	327	145	181	445	317	401	387
TMEM184C	253	297	118	131	551	432	474	367
TMEM185A	123	159	79	77	129	110	106	75
TMEM185B	471	738	279	382	171	134	170	133
TMEM186	88	109	35	54	140	143	103	80
TMEM19	385	501	218	264	385	316	421	272
TMEM192	276	294	125	144	368	375	412	269
TMEM198	34	66	18	20	47	34	36	25
TMEM199	263	383	112	182	198	182	148	124
TMEM201	764	1062	352	579	268	224	201	227
TMEM203	150	201	43	82	174	149	126	111
TMEM205	982	1139	452	605	343	304	337	238
TMEM208	273	477	144	241	328	333	354	234
TMEM209	1830	1829	818	1136	823	647	792	619
TMEM214	726	914	359	449	543	472	471	458
TMEM216	85	95	32	53	71	78	81	54
TMEM218	31	48	6	26	98	82	96	61
TMEM219	137	209	56	95	308	266	283	198
TMEM222	453	553	218	333	180	168	194	146
TMEM223	164	180	67	100	202	130	171	129
TMEM230	304	384	117	189	241	171	270	135
TMEM231	53	49	19	27	50	37	49	29
TMEM234	50	83	25	51	90	100	100	80
TMEM237	429	486	223	269	940	803	859	626
TMEM241	59	83	23	38	144	103	139	114
TMEM242	346	373	160	204	199	194	172	112
TMEM243	104	84	42	65	240	214	235	150
TMEM245	481	657	239	329	1141	1015	1036	826
TMEM246	185	197	85	111	272	212	213	174
TMEM248	456	495	211	276	541	423	592	411
TMEM25	105	120	40	57	114	94	137	88
TMEM250	56	77	15	39	94	72	91	57
TMEM251	99	151	51	73	89	81	94	63
TMEM254	156	205	72	91	51	42	39	36
TMEM256	303	352	126	141	214	159	205	136
TMEM258	801	855	367	486	481	394	606	295
TMEM259	770	933	388	485	873	767	1014	763
TMEM260	106	126	47	79	232	207	230	150
TMEM263	295	423	127	213	279	309	306	224
TMEM266	21	12	11	4	75	78	59	42
TMEM267	53	76	30	47	115	88	127	79
TMEM268	49	72	20	29	122	98	99	97
TMEM30A	1583	1689	733	964	883	776	788	557
TMEM33	1921	2093	973	1153	1141	1004	1059	768
TMEM38B	748	939	397	489	717	663	747	509
TMEM39A	245	311	131	140	444	306	561	398
TMEM39B	216	300	110	160	386	336	347	313
TMEM41A	140	202	57	105	150	135	144	91
TMEM41B	490	630	273	259	369	318	363	252
TMEM42	27	25	10	10	70	59	64	33
TMEM43	685	880	391	473	858	740	729	586
TMEM44	43	53	20	20	50	51	61	38
TMEM45A	100	125	49	59	112	94	101	76
TMEM47	0	0	0	0	54	42	54	44
TMEM50A	1677	1998	859	1041	563	532	627	342
TMEM50B	168	239	98	100	244	214	218	167
TMEM51	60	102	29	41	31	37	45	27
TMEM54	105	124	42	76	55	36	75	40
TMEM59	2241	2710	1089	1414	1515	1288	1335	1012
TMEM60	89	99	39	35	127	120	99	81
TMEM62	137	139	54	58	233	207	237	155
TMEM63A	176	190	91	90	332	275	259	255
TMEM63B	313	349	130	188	328	255	325	260
TMEM64	132	178	54	71	187	153	171	111
TMEM65	401	436	165	218	268	221	205	156
TMEM67	232	235	94	106	540	483	498	382
TMEM68	149	149	70	86	182	173	153	135
TMEM69	660	694	286	384	306	261	336	222
TMEM70	1126	1352	536	779	629	604	641	403
TMEM80	57	57	28	29	76	82	85	60
TMEM81	0	0	0	0	61	77	57	62
TMEM87A	443	536	249	308	814	808	765	540
TMEM87B	165	202	75	108	143	134	133	80
TMEM8A	163	218	73	91	358	330	409	284
TMEM8B	83	77	31	35	89	53	59	72
TMEM9	647	858	324	457	494	470	511	369
TMEM94	281	296	103	168	603	472	456	497
TMEM97	504	595	264	349	346	252	409	270
TMEM98	170	207	52	102	219	219	235	160
TMEM9B	181	179	76	121	147	102	136	107
TMF1	894	1032	399	506	2066	1899	1900	1480
TMLHE	473	542	212	312	437	341	410	319
TMOD2	125	147	55	67	138	104	129	116
TMOD3	1424	1496	677	779	520	484	461	377
TMPO	6358	7291	3177	4034	6092	5582	5536	4071
TMPPE	76	110	33	54	157	109	105	107
TMPRSS9	0	0	0	0	93	76	68	65
TMSB10	1823	2173	869	1176	1218	1160	1180	669
TMTC1	175	180	70	91	294	202	296	202
TMTC2	125	155	67	77	177	136	155	164
TMTC3	1476	1705	675	796	1922	1687	1819	1282
TMTC4	111	132	48	62	375	345	396	280
TMUB1	367	334	131	176	308	288	302	207
TMUB2	207	248	88	115	193	145	200	114
TMX1	1167	1365	526	767	1801	1723	1694	1101
TMX2	266	410	124	204	549	473	613	430
TMX2-CTNND1	14	22	10	26	59	71	50	47
TMX3	496	665	279	344	546	588	524	419
TMX4	266	414	127	207	552	570	569	423
TNFAIP1	172	211	74	100	144	160	163	127
TNFAIP3	58	65	26	44	83	65	81	69
TNFAIP8	172	194	71	93	60	55	66	43
TNFRSF10B	728	1031	389	561	628	599	585	499
TNFRSF10D	230	284	130	172	149	145	146	117
TNFRSF11A	142	195	64	94	94	77	75	69
TNFRSF19	113	148	35	56	34	36	30	34
TNFRSF1A	393	463	148	227	211	191	163	169
TNFRSF21	158	238	81	132	225	237	208	185
TNIK	573	736	273	426	848	735	836	697
TNIP1	411	602	213	259	702	642	616	507
TNIP2	140	177	60	81	286	292	265	188
TNK2	86	86	33	60	281	202	175	163
TNKS	758	917	404	491	974	861	844	737
TNKS1BP1	308	420	150	197	1010	974	757	770
TNKS2	1738	1819	732	958	2019	1800	1762	1491
TNNI3	23	25	7	13	64	61	63	43
TNNT1	67	77	31	49	155	140	137	82
TNPO1	2963	3228	1443	1848	6095	5500	5941	4238
TNPO2	1621	2228	785	1115	1955	1619	1832	1596
TNPO3	1835	2091	911	1086	2753	2585	2457	1913
TNRC18	502	714	294	380	1539	1298	937	1080
TNRC6A	615	681	296	394	2477	2038	2268	2009
TNRC6B	735	924	349	498	1942	1616	1700	1636
TNRC6C	255	324	127	163	592	505	493	600
TNS2	109	80	53	58	40	25	34	34
TNS3	79	109	46	65	121	91	109	85
TOB1	779	1042	439	507	252	220	239	215
TOB2	270	474	141	186	197	191	161	171
TOE1	531	662	274	371	706	636	652	423
TOGARAM1	157	179	87	87	494	454	448	343
TOLLIP	287	388	141	164	153	135	112	96
TOM1	342	411	156	217	299	274	337	242
TOM1L1	790	915	362	491	908	770	937	608
TOM1L2	276	305	108	185	520	449	375	427
TOMM20	617	774	293	437	1372	1247	1582	1041
TOMM22	959	1365	508	678	1812	1653	1552	1072
TOMM34	1364	1573	643	790	952	946	812	668
TOMM40	840	1136	450	635	1387	1321	1370	1053
TOMM40L	162	227	69	114	247	274	274	182
TOMM5	669	833	329	352	578	642	425	306
TOMM6	1637	1714	735	1027	655	607	571	311
TOMM7	936	1260	513	663	1776	1520	1545	913
TOMM70	2139	2276	1028	1332	3248	2965	2817	2104
TONSL	423	613	248	321	1174	976	971	879
TOP1	4898	6137	2635	3266	3263	2995	2196	2584
TOP1MT	321	401	162	186	580	516	584	425
TOP2A	8055	10858	4632	5618	11513	10891	10604	7804
TOP2B	3519	3880	1615	1943	11853	11621	10200	8141
TOP3A	415	545	211	300	2328	1939	1842	1835
TOP3B	277	394	142	214	904	811	802	738
TOPBP1	1738	1861	761	1002	4282	3903	4025	3166
TOPORS	532	617	312	385	1540	1419	1729	1193
TOR1A	700	891	356	454	556	454	488	352
TOR1AIP1	793	799	319	443	877	800	877	707
TOR1AIP2	757	847	344	485	1801	1502	1572	1400
TOR1B	231	315	117	155	211	197	213	165
TOR2A	104	120	28	76	115	92	102	86
TOR3A	300	374	154	208	768	718	638	551
TOX4	699	827	345	481	746	632	916	701
TP53	1445	1812	705	901	958	836	919	927
TP53BP1	1924	2319	948	1202	3002	2749	2697	2262
TP53BP2	1142	1317	532	709	2369	2134	2160	1746
TP53I11	127	140	55	69	48	47	49	43
TP53I13	164	247	100	111	188	136	135	94
TP53I3	193	177	78	102	83	84	86	64
TP53INP1	147	193	65	84	74	45	63	68
TP53RK	334	426	163	225	353	368	340	238
TP73	304	328	132	161	98	71	92	85
TPBG	413	560	180	278	113	79	113	70
TPCN1	186	205	95	142	182	160	176	177
TPCN2	44	68	27	35	113	122	112	78
TPD52	175	186	67	106	106	100	68	56
TPD52L1	436	424	177	228	126	131	141	116
TPD52L2	1097	1381	550	742	707	640	585	506
TPGS1	138	250	103	118	91	88	58	34
TPGS2	683	805	337	428	808	698	786	617
TPI1	4374	5939	2002	2819	5354	5229	4892	3452
TPM1	616	797	355	429	576	653	575	406
TPM2	12	11	6	4	107	127	95	79
TPM3	1195	1546	578	807	2082	1908	1829	1275
TPM4	821	1079	424	552	378	437	336	247
TPMT	299	300	133	161	483	484	454	318
TPP1	353	489	163	248	434	377	268	399
TPP2	2034	2367	1016	1239	2391	2203	2267	1680
TPR	4982	5573	2554	3000	19971	19155	19316	14565
TPRA1	231	345	123	173	286	210	291	215
TPRG1L	251	390	127	187	75	77	104	92
TPRKB	883	905	473	532	596	573	671	405
TPRN	198	344	104	172	266	245	277	242
TPST1	82	95	25	65	240	199	260	175
TPST2	133	174	38	46	177	141	163	137
TPT1	2709	3506	1623	2297	10155	9531	9559	6308
TPX2	3187	3365	1470	1835	4526	4109	3681	3576
TRA2A	1875	2478	1029	1308	1276	1105	1279	995
TRA2B	4280	4733	1982	2700	2933	2693	3221	2175
TRABD	660	847	268	395	727	631	638	519
TRADD	58	93	29	55	45	48	40	36
TRAF2	438	617	191	324	419	450	336	277
TRAF3	201	205	73	122	645	626	610	496
TRAF3IP1	327	465	170	207	512	484	590	424
TRAF3IP2	168	207	75	119	149	123	118	131
TRAF4	286	368	136	194	405	356	401	301
TRAF5	204	246	114	125	210	227	170	148
TRAF6	179	218	99	175	312	273	256	249
TRAF7	284	374	138	213	816	645	855	714
TRAFD1	1097	1433	579	762	958	843	1008	760
TRAIP	208	294	115	155	511	515	508	418
TRAK1	126	165	54	94	740	655	656	597
TRAK2	114	97	38	52	637	557	624	505
TRAM1	1422	1636	661	905	1910	1601	2351	1432
TRAM1L1	14	18	6	11	43	40	62	34
TRAM2	187	224	101	137	144	112	115	90
TRAP1	4530	5225	1917	2793	4804	4544	4561	3442
TRAPPC1	950	1200	469	662	363	302	308	338
TRAPPC10	384	482	205	234	1354	1293	1153	1024
TRAPPC11	655	721	316	398	903	888	806	693
TRAPPC12	383	502	178	263	632	589	587	443
TRAPPC13	463	499	211	262	688	667	680	484
TRAPPC2	69	45	29	28	122	110	130	107
TRAPPC2L	566	655	261	387	657	658	666	450
TRAPPC3	999	1351	469	663	596	601	558	432
TRAPPC4	596	762	245	393	607	567	599	405
TRAPPC5	867	904	360	537	341	283	389	242
TRAPPC6A	58	90	32	36	70	74	65	52
TRAPPC6B	154	177	98	106	138	174	167	111
TRAPPC8	843	812	381	462	1625	1490	1581	1219
TRAPPC9	349	420	158	230	350	273	259	302
TRDMT1	210	187	97	111	171	169	175	123
TREX1	1	2	0	1	39	31	41	30
TREX2	1	1	0	0	165	191	146	120
TRIAP1	425	537	212	325	128	147	145	83
TRIB1	521	641	264	383	179	128	175	177
TRIB3	225	244	80	122	180	175	139	107
TRIM11	366	495	193	223	563	555	496	398
TRIM13	463	599	236	302	602	559	616	485
TRIM14	196	252	79	133	96	114	68	64
TRIM16	5	8	2	5	56	70	72	75
TRIM16L	1	6	0	5	78	73	94	59
TRIM2	397	427	152	194	440	381	433	276
TRIM21	113	168	64	96	94	92	91	64
TRIM23	475	561	231	275	573	586	562	411
TRIM24	1349	1550	678	839	1179	930	1055	929
TRIM25	1370	1798	706	883	447	375	392	357
TRIM26	475	600	254	345	412	447	402	366
TRIM27	1052	1414	527	674	2108	1871	1954	1566
TRIM28	10391	14602	5271	7553	9982	8623	9581	8519
TRIM3	67	87	47	60	115	116	129	117
TRIM32	280	372	129	177	341	311	230	214
TRIM33	1275	1424	601	782	2173	1958	2157	1708
TRIM35	229	349	126	177	212	180	153	101
TRIM36	177	163	68	93	117	115	122	100
TRIM37	565	565	247	293	1932	1834	1786	1387
TRIM38	169	172	54	86	139	116	92	72
TRIM39	23	16	8	13	48	38	47	45
TRIM4	397	519	185	254	468	429	365	331
TRIM41	149	238	85	102	585	672	681	469
TRIM44	466	695	241	357	323	340	335	193
TRIM45	73	85	31	32	176	181	133	120
TRIM47	48	46	18	25	53	53	43	29
TRIM5	134	127	60	85	55	66	56	54
TRIM52	54	73	36	37	218	231	217	177
TRIM59	85	83	36	70	230	229	195	152
TRIM62	57	67	31	36	66	42	35	76
TRIM65	419	499	208	293	501	422	414	368
TRIM66	22	19	10	20	234	198	153	216
TRIM68	87	118	49	57	173	142	147	129
TRIM71	11	16	5	11	114	100	80	85
TRIM8	279	383	128	183	358	345	250	284
TRIM9	295	309	137	157	242	246	212	189
TRIO	765	841	373	442	3041	2598	2628	2350
TRIOBP	304	394	174	223	400	346	296	272
TRIP10	349	425	126	185	366	373	327	266
TRIP11	791	911	420	479	1834	1765	1914	1457
TRIP12	4561	5073	2233	2787	8218	7053	7304	6164
TRIP13	2207	2485	917	1209	1150	1023	1252	895
TRIP4	479	523	266	306	290	251	200	243
TRIP6	1864	2469	907	1159	761	780	711	565
TRIR	1142	1534	570	783	741	821	650	422
TRIT1	390	420	183	213	571	566	548	419
TRMO	196	214	73	113	370	286	350	296
TRMT1	765	1166	434	681	1449	1347	1444	1116
TRMT10A	241	302	116	168	314	276	326	223
TRMT10B	62	74	17	31	180	183	155	136
TRMT10C	1708	1883	844	1056	2391	2302	2389	1641
TRMT11	556	484	219	267	1544	1579	1232	1017
TRMT112	699	1138	382	563	1029	957	899	506
TRMT12	170	158	81	92	485	432	399	292
TRMT13	506	589	271	333	614	623	522	401
TRMT1L	878	949	389	466	1076	1029	980	783
TRMT2A	870	1171	444	576	1420	1364	1362	1070
TRMT2B	181	202	88	123	524	471	456	391
TRMT44	160	221	95	108	492	429	396	339
TRMT5	657	644	298	350	816	720	733	542
TRMT6	820	969	415	490	989	894	903	663
TRMT61A	512	732	258	377	261	203	236	178
TRMT61B	220	251	108	134	445	386	428	315
TRMU	667	915	327	467	952	934	962	692
TRNAU1AP	331	380	153	206	647	570	533	362
TRNT1	293	311	120	137	587	603	457	416
TRO	411	485	201	289	647	565	663	505
TROAP	825	954	400	556	992	827	933	800
TRPC1	109	127	41	58	616	615	542	436
TRPC3	55	54	22	43	76	74	64	43
TRPC4AP	1344	1688	668	897	1905	1769	1808	1510
TRPM4	51	53	15	35	90	91	65	62
TRPM6	20	13	6	9	40	32	28	29
TRPM7	357	327	170	161	2568	2289	2299	1758
TRPS1	351	383	159	190	758	646	692	587
TRPT1	142	160	59	88	149	154	163	98
TRPV1	15	16	3	7	236	196	191	212
TRRAP	3524	3979	1594	2167	6670	5476	4547	5532
TRUB1	1062	1254	487	601	814	684	767	549
TRUB2	1001	1098	457	699	861	769	805	568
TSC1	330	325	149	189	754	703	775	677
TSC2	878	1189	433	623	1908	1673	1701	1692
TSC22D1	482	551	239	304	733	622	597	504
TSC22D2	343	440	152	214	423	363	381	336
TSC22D3	658	788	210	290	622	671	596	369
TSC22D4	148	199	71	107	123	116	107	96
TSEN15	129	174	73	83	268	248	243	190
TSEN2	294	374	150	171	704	633	624	485
TSEN34	752	856	326	464	615	505	627	399
TSEN54	293	360	115	166	550	520	511	406
TSFM	1166	1490	602	788	807	756	736	504
TSG101	1443	1607	665	860	740	603	791	563
TSGA10	16	22	7	6	101	111	95	77
TSHZ1	118	131	62	76	466	393	489	413
TSHZ2	8	13	5	4	63	48	51	56
TSHZ3	181	213	73	88	130	83	82	79
TSKU	44	57	22	37	45	29	41	34
TSN	1272	1558	627	811	1222	1135	1146	804
TSNARE1	58	75	32	40	103	74	93	73
TSNAX	685	853	367	399	898	872	833	608
TSNAXIP1	9	7	3	4	54	51	61	57
TSPAN12	225	314	113	128	173	158	173	89
TSPAN13	531	713	262	353	224	211	241	163
TSPAN14	245	301	107	164	68	60	56	65
TSPAN15	139	131	49	48	144	120	132	97
TSPAN17	66	67	28	45	239	232	274	223
TSPAN3	2610	3229	1292	1649	2591	2191	2617	1700
TSPAN31	331	447	169	204	144	127	150	102
TSPAN33	168	226	92	125	120	101	110	81
TSPAN4	104	125	37	58	157	110	138	89
TSPAN5	87	96	39	48	99	73	91	64
TSPAN6	778	1010	444	541	930	873	917	557
TSPAN9	288	372	135	198	51	53	54	55
TSPO	297	364	137	174	361	272	292	219
TSPYL1	3795	5050	2045	2598	2670	2544	2735	1855
TSPYL2	464	591	243	311	497	436	565	429
TSPYL4	501	641	201	282	149	129	98	85
TSR1	3405	3927	1584	2056	4836	4499	4787	3275
TSR2	726	987	356	517	435	430	427	289
TSR3	421	591	176	292	594	576	498	344
TSSC4	228	325	115	209	411	366	397	293
TSSK2	0	0	0	0	55	52	56	47
TSSK3	3	0	1	1	136	110	132	159
TSSK4	0	0	0	0	88	90	53	75
TST	316	475	171	276	416	335	427	285
TSTA3	457	558	224	287	532	437	491	343
TSTD2	230	252	103	124	388	318	247	230
