	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
TSC1	330	325	181	118	754	703	529	646
TSC2	878	1189	460	331	1908	1673	1153	1711
TSC22D1	482	551	294	186	733	622	409	542
TSC22D2	343	440	165	109	423	363	242	315
TSC22D3	658	788	407	243	622	671	417	546
TSC22D4	148	199	81	49	123	116	77	118
TSEN15	129	174	98	48	268	248	210	261
TSEN2	294	374	169	110	704	633	470	600
TSEN34	752	856	400	229	615	505	529	626
TSEN54	293	360	177	89	550	520	423	525
TSFM	1166	1490	735	395	807	756	577	735
TSG101	1443	1607	737	484	740	603	605	765
TSGA10	16	22	5	7	101	111	65	89
TSHZ1	118	131	57	31	466	393	330	456
TSHZ2	8	13	4	4	63	48	35	44
TSHZ3	181	213	65	37	130	83	67	92
TSKU	44	57	29	18	45	29	43	41
TSN	1272	1558	654	473	1222	1135	893	1097
TSNARE1	58	75	46	25	103	74	63	77
TSNAX	685	853	347	234	898	872	635	757
TSNAXIP1	9	7	5	3	54	51	41	69
TSPAN12	225	314	138	92	173	158	127	166
TSPAN13	531	713	226	137	224	211	182	252
TSPAN14	245	301	141	89	68	60	47	70
TSPAN15	139	131	61	29	144	120	118	144
TSPAN17	66	67	22	17	239	232	201	270
TSPAN3	2610	3229	1464	791	2591	2191	2156	2562
TSPAN31	331	447	200	119	144	127	117	137
TSPAN33	168	226	69	36	120	101	100	114
TSPAN4	104	125	47	25	157	110	111	119
TSPAN5	87	96	22	17	99	73	59	101
TSPAN6	778	1010	436	302	930	873	788	915
TSPAN9	288	372	167	83	51	53	55	56
TSPO	297	364	158	98	361	272	255	278
TSPYL1	3795	5050	2487	1656	2670	2544	2057	2621
TSPYL2	464	591	283	216	497	436	387	506
TSPYL4	501	641	230	158	149	129	106	92
TSR1	3405	3927	1876	1180	4836	4499	3506	4638
TSR2	726	987	406	230	435	430	292	387
TSR3	421	591	182	112	594	576	402	477
TSSC4	228	325	134	91	411	366	386	383
TSSK2	0	0	0	1	55	52	32	52
TSSK3	3	0	1	2	136	110	105	104
TSSK4	0	0	0	0	88	90	44	40
TST	316	475	223	122	416	335	329	423
TSTA3	457	558	173	132	532	437	354	498
TSTD2	230	252	135	66	388	318	207	247
TTBK2	92	112	52	19	480	457	339	419
TTC1	1390	1697	781	559	1112	1155	927	1195
TTC12	146	191	93	63	538	487	401	508
TTC13	456	609	249	156	1395	1282	992	1222
TTC14	453	505	287	189	889	923	624	781
TTC17	416	541	210	119	1451	1228	1131	1274
TTC19	399	529	287	145	765	745	549	695
TTC21B	728	701	276	194	1236	1096	789	1014
TTC23	57	59	41	14	300	279	217	285
TTC26	401	522	259	140	477	404	396	493
TTC27	727	826	356	207	1477	1374	1163	1451
TTC28	567	620	312	192	1532	1241	809	1068
TTC3	446	459	210	138	5263	4810	3342	4198
TTC30A	141	210	86	64	101	62	52	79
TTC30B	120	175	93	55	93	69	66	72
TTC31	94	148	61	44	249	181	147	178
TTC32	188	216	106	72	154	124	99	157
TTC33	341	346	138	112	275	310	173	232
TTC37	2666	2772	1113	693	5245	4670	3923	4878
TTC38	426	602	230	156	617	553	455	539
TTC39A	324	418	167	105	100	119	97	106
TTC39B	102	128	51	31	115	106	77	86
TTC39C	219	295	109	71	184	148	107	125
TTC4	429	652	274	201	1098	999	788	1006
TTC5	315	349	217	128	587	551	434	508
TTC7A	63	101	37	16	187	183	102	134
TTC7B	373	447	136	69	587	481	306	428
TTC8	492	510	248	163	411	376	279	370
TTC9C	190	239	92	57	223	191	175	225
TTF1	544	635	349	244	921	924	626	785
TTF2	1632	1943	1000	645	3595	3351	2453	2891
TTI1	782	869	426	277	1439	1246	992	1264
TTI2	393	547	249	139	392	361	322	382
TTK	2483	2713	1605	1091	2613	2430	2058	2534
TTL	224	245	100	55	570	463	431	534
TTLL1	50	39	12	14	67	58	46	54
TTLL11	12	39	37	14	122	124	68	110
TTLL12	1612	2616	954	618	1438	1320	1116	1342
TTLL3	12	10	8	3	176	145	63	129
TTLL4	803	1002	463	267	1360	1181	810	1002
TTLL5	159	183	86	55	1092	916	637	868
TTLL7	238	220	92	74	267	241	182	229
TTN	67	86	39	37	7413	6186	4957	6807
TTPAL	208	219	90	56	241	205	179	196
TTYH2	41	56	21	13	43	33	31	32
TTYH3	427	556	188	88	263	202	104	113
TUB	181	213	83	38	610	572	403	504
TUBA1A	555	734	303	205	580	542	565	678
TUBA1B	6362	7884	3253	2233	7672	6748	7450	9282
TUBA1C	3011	3662	1827	1041	4286	3757	3576	4225
TUBA8	104	86	32	25	66	55	49	55
TUBB	19432	24406	10228	6183	12392	9908	11270	14355
TUBB1	0	3	1	1	39	42	26	36
TUBB2A	328	428	178	111	126	122	122	122
TUBB2B	507	570	207	150	201	218	145	166
TUBB4B	8606	13873	5791	3735	5407	4841	4634	6203
TUBB6	1132	1598	700	426	904	755	672	902
TUBD1	284	348	154	105	282	240	161	240
TUBE1	250	215	85	63	491	416	428	550
TUBG1	698	855	383	232	933	847	725	930
TUBGCP2	1254	1488	547	352	2008	1746	1587	2041
TUBGCP3	534	675	215	144	776	718	489	695
TUBGCP4	958	1041	456	321	930	814	512	715
TUBGCP5	426	414	227	183	1212	1060	812	964
TUBGCP6	428	513	303	138	2028	1666	1276	1620
TUFM	4902	6079	2262	1386	4647	4182	3728	4660
TUFT1	277	291	135	87	155	157	133	174
TULP3	313	397	191	115	380	326	218	279
TULP4	156	180	101	47	551	463	262	313
TUSC1	78	83	50	31	85	90	55	53
TUSC2	99	164	79	36	195	175	129	147
TUSC3	1035	1250	482	312	826	811	657	834
TUT1	167	187	100	58	180	158	106	131
TUT4	1085	1240	492	359	2610	2418	1400	1821
TUT7	525	535	313	218	1178	1108	795	1015
TVP23B	53	37	34	9	276	267	223	235
TWF1	451	433	154	86	377	366	336	428
TWF2	336	465	200	93	364	365	241	309
TWISTNB	550	640	293	173	730	685	588	631
TWNK	508	595	370	245	893	693	564	775
TWSG1	542	594	245	150	271	258	252	262
TXLNA	2153	2934	1277	886	2946	2804	2085	2697
TXLNG	1776	1906	881	611	1300	1322	941	1269
TXN	3422	4698	2178	1427	6250	6036	4106	5224
TXN2	611	827	360	191	320	307	228	450
TXNDC11	72	77	40	28	577	477	418	555
TXNDC12	790	1096	430	287	443	434	304	357
TXNDC15	447	526	264	136	441	422	273	370
TXNDC16	453	425	162	112	733	652	519	617
TXNDC17	1261	1680	725	454	942	871	648	845
TXNDC5	3256	3864	1264	701	3749	3434	2559	3194
TXNDC9	399	428	199	140	479	376	336	413
TXNIP	112	132	63	51	166	143	119	120
TXNL1	1600	1798	756	566	627	575	488	610
TXNL4A	1034	1471	731	351	785	715	605	770
TXNL4B	230	270	115	93	160	124	88	132
TXNRD1	1855	2222	1519	974	3349	3298	2510	3040
TXNRD2	652	877	345	223	511	538	386	452
TXNRD3	133	157	83	41	620	603	418	519
TYK2	420	492	239	117	1109	924	773	959
TYMP	28	30	25	8	80	73	41	60
TYMS	3892	4992	1937	1226	1406	1173	613	830
TYRO3	136	187	62	41	390	350	300	365
TYSND1	707	959	478	228	283	251	198	247
TYW1	120	148	60	40	480	438	328	400
TYW1B	5	6	4	3	81	85	48	81
TYW3	366	418	193	113	727	751	502	735
TYW5	113	109	56	40	212	177	152	166
U2AF1L4	47	74	32	31	40	36	32	37
U2AF2	5263	7012	3027	1908	3886	3747	3155	4011
U2SURP	2989	3384	1681	1258	10807	10549	7946	9675
UACA	820	878	352	311	1698	1696	1070	1547
UAP1	1516	1645	710	463	1771	1650	1410	1687
UAP1L1	93	135	63	42	96	92	43	44
UBA1	17758	21593	10239	6436	9603	8367	7038	8729
UBA2	9358	10574	4184	2647	4105	3738	3202	3850
UBA3	1269	1266	671	425	1546	1556	1266	1532
UBA5	609	727	353	230	905	908	630	823
UBA52	6737	8482	2711	1651	7617	6651	6163	8038
UBA6	1992	2180	996	695	2685	2412	2021	2560
UBAC1	375	478	196	108	745	669	504	678
UBAC2	386	453	214	111	387	353	306	426
UBALD1	233	277	134	77	69	58	65	69
UBALD2	386	505	204	145	48	27	35	54
UBAP1	373	443	192	134	615	526	493	538
UBAP2	843	1041	473	284	1247	1015	866	1122
UBAP2L	5731	7738	3501	2273	4505	3522	2885	3789
UBASH3B	87	140	34	34	54	40	44	52
UBB	3449	4132	1945	1193	10138	10273	7400	9517
UBC	5602	6983	4020	2228	7201	6627	6511	8233
UBE2A	1391	1577	739	514	440	397	379	541
UBE2B	945	1100	455	355	154	167	119	160
UBE2C	3584	4663	1990	1110	1558	1235	1208	1698
UBE2D1	492	510	246	157	142	160	172	207
UBE2D2	1464	1431	618	423	751	737	505	666
UBE2D3	491	722	276	186	881	698	854	1062
UBE2D4	44	45	12	23	69	58	39	56
UBE2E1	3213	3666	1696	1122	1239	1014	1164	1389
UBE2E2	386	437	184	93	323	247	190	226
UBE2E3	289	356	101	70	408	340	254	309
UBE2F	37	52	38	14	109	70	96	124
UBE2G1	810	1032	464	387	473	460	297	343
UBE2G2	1035	1332	588	447	833	836	456	683
UBE2H	371	452	211	123	160	162	87	135
UBE2I	1804	2059	805	603	926	903	743	1002
UBE2J1	675	837	338	215	583	587	501	618
UBE2J2	852	996	473	297	533	437	380	537
UBE2K	1508	1532	704	504	529	470	264	440
UBE2L3	574	862	470	229	729	580	582	690
UBE2M	1136	1274	543	340	804	627	697	881
UBE2N	1605	1824	969	498	855	857	619	802
UBE2O	1081	1594	650	394	1993	1526	978	1272
UBE2Q1	730	864	367	229	1097	986	824	948
UBE2Q2	102	145	56	36	530	467	390	429
UBE2R2	651	780	325	194	463	441	293	331
UBE2S	462	672	273	145	481	446	368	463
UBE2T	1421	1798	892	558	1262	1121	1159	1351
UBE2V2	1206	1231	643	402	601	621	442	589
UBE2Z	851	1090	506	328	487	481	321	396
UBE3A	802	904	410	287	2178	2196	1478	1922
UBE3B	245	317	153	79	733	570	474	637
UBE3C	1513	1650	751	481	3650	3191	2576	3191
UBE3D	240	282	121	64	468	419	303	355
UBE4A	1349	1429	683	472	2451	2120	1692	2208
UBE4B	1231	1475	548	392	1429	1210	782	1053
UBFD1	614	829	346	268	567	542	340	467
UBIAD1	315	421	150	114	294	259	277	326
UBL3	177	185	64	44	111	125	123	144
UBL4A	458	630	293	166	490	447	331	432
UBL5	2262	3100	1335	828	907	846	664	872
UBL7	1241	1582	681	406	873	791	786	1022
UBLCP1	1050	1214	599	398	633	585	323	431
UBN1	286	315	122	93	1341	1219	820	1122
UBN2	270	312	153	120	757	686	371	486
UBOX5	214	265	135	105	142	92	55	98
UBP1	260	331	124	85	1820	1569	1109	1554
UBQLN1	3570	3910	1708	1128	3046	2579	2253	2768
UBQLN2	1310	1448	717	434	684	507	321	378
UBQLN4	238	292	109	70	371	319	255	280
UBR1	1056	1169	685	443	1689	1507	1164	1430
UBR2	1560	1834	860	589	2372	2107	1708	2127
UBR3	1025	1123	573	372	2648	2421	1710	2196
UBR4	5088	6447	3440	1952	10568	8911	5133	7310
UBR5	2158	2351	1125	733	7057	6268	4501	5570
UBR7	1261	1476	601	400	833	828	517	643
UBTD1	68	77	24	21	50	67	42	41
UBTD2	152	210	101	51	354	315	259	334
UBTF	1736	2359	1010	659	3040	2865	1960	2449
UBXN1	1059	1414	515	292	929	992	834	960
UBXN11	103	168	95	57	333	359	272	322
UBXN2A	230	254	111	81	380	358	276	352
UBXN2B	195	211	83	56	330	306	190	249
UBXN4	1418	1496	655	511	1167	1112	818	996
UBXN6	291	361	138	100	552	444	415	495
UBXN7	967	1036	497	327	502	450	292	348
UBXN8	399	530	193	101	368	365	284	363
UCHL1	8544	11077	4753	3023	2976	2816	1975	2473
UCHL3	674	721	354	239	1055	1012	763	1046
UCHL5	1961	2216	905	687	2021	1945	1256	1699
UCK1	388	527	228	133	439	414	313	377
UCK2	1485	1925	704	459	1659	1620	1168	1450
UCKL1	350	503	180	112	456	363	402	494
UCP2	161	155	219	133	174	122	52	58
UEVLD	232	260	146	99	240	138	160	197
UFC1	883	1078	429	284	879	854	743	888
UFD1	1612	1983	785	502	1179	1101	928	1195
UFL1	725	771	407	265	994	956	764	892
UFM1	407	514	258	187	227	219	146	185
UFSP1	79	96	64	35	50	39	33	44
UFSP2	394	395	146	140	324	292	262	287
UGCG	402	556	248	190	368	308	267	333
UGDH	562	764	396	265	486	517	301	420
UGGT1	1325	1355	645	397	3370	3129	2292	2830
UGGT2	617	581	303	184	1665	1575	1118	1386
UGP2	1112	1199	545	336	776	726	583	676
UGT8	540	651	273	169	374	336	281	360
UHMK1	471	510	163	123	1145	949	868	1039
UHRF1	1598	2396	1071	710	1401	1312	798	1198
UHRF1BP1	498	526	237	136	959	854	582	762
UHRF1BP1L	675	650	320	242	1561	1405	1078	1427
UHRF2	267	345	154	74	900	773	516	634
UIMC1	439	527	218	140	1531	1555	1047	1314
ULBP3	186	262	146	78	138	132	99	120
ULK1	270	385	114	72	202	147	81	115
ULK2	10	11	6	2	208	161	181	184
ULK3	264	371	146	75	879	789	629	835
ULK4	27	26	13	10	525	504	335	414
UMAD1	108	136	53	52	79	76	75	79
UMPS	1191	1578	709	480	1752	1567	1365	1685
UNC119	252	323	105	60	150	142	113	164
UNC119B	519	567	278	184	289	260	200	270
UNC13B	284	333	145	81	1786	1537	1299	1560
UNC45A	1109	1524	618	368	2278	2283	1547	2003
UNC50	441	591	294	160	510	489	378	524
UNC5B	225	337	127	52	228	199	143	186
UNC5C	209	233	113	68	187	138	109	146
UNC93B1	87	117	43	31	102	75	98	109
UNCX	4	12	4	5	130	132	64	80
UNG	1700	2104	960	608	1388	1234	1209	1468
UNK	233	296	127	93	381	262	242	326
UNKL	152	247	108	61	151	175	89	118
UPF1	2129	2959	1443	876	1890	1531	1120	1582
UPF2	805	920	427	343	1757	1670	1186	1500
UPF3A	117	118	66	59	119	85	59	100
UPF3B	1040	1130	481	355	988	1090	642	813
UPK3BL2	4	8	4	1	47	49	36	48
UPP1	142	146	78	38	101	105	87	89
UPRT	207	247	118	53	205	216	175	218
UQCC1	487	569	312	197	491	501	399	574
UQCC2	1045	1256	545	340	673	581	489	613
UQCC3	111	264	107	54	173	140	111	126
UQCR10	2055	1745	884	581	782	641	660	918
UQCRB	1821	1922	707	494	2253	2284	1500	2027
UQCRC1	3203	4131	1695	1011	4325	3889	3536	4191
UQCRC2	4217	4516	2060	1385	3624	3010	3158	3751
UQCRFS1	2955	4001	1519	1006	1235	1230	947	1170
UQCRH	819	1126	394	281	1495	1576	972	1206
UQCRQ	3200	3802	1893	1309	1903	1747	1173	1520
URB1	1007	1214	595	335	3988	3454	2413	3081
URB2	1427	1853	727	474	4100	3644	2950	3734
URGCP	413	645	257	172	758	653	513	608
URI1	1644	1942	678	499	2945	2930	2191	2694
URM1	453	581	279	205	185	151	143	164
UROD	1937	2497	1179	715	1408	1239	1161	1339
UROS	169	223	101	61	941	905	729	918
USB1	167	202	101	58	246	206	89	107
USE1	218	305	154	93	160	165	116	150
USF1	382	494	291	162	640	542	490	633
USF2	566	851	423	264	499	489	441	616
USF3	66	60	27	21	878	665	485	660
USO1	1816	1796	912	611	2893	2741	2299	2906
USP1	2413	2584	900	669	7497	7123	5723	6944
USP10	951	1052	420	282	2431	2107	1854	2294
USP11	4377	5644	2711	1532	1852	1568	1251	1712
USP12	96	89	28	12	260	252	187	256
USP13	754	916	352	269	660	660	352	477
USP14	3833	4311	2108	1550	1549	1264	611	812
USP15	1239	1292	611	396	2306	2217	1609	2074
USP16	925	968	409	278	3402	3043	2624	3350
USP18	94	170	61	38	181	152	115	129
USP19	1165	1425	674	402	2417	2336	1702	2178
USP2	77	104	31	33	77	87	44	59
USP20	306	359	189	102	324	283	240	292
USP21	70	104	34	28	427	403	256	381
USP22	2685	3265	1520	964	4940	4129	3537	4517
USP24	1699	1981	863	589	7988	7485	5417	7000
USP25	291	310	94	75	1902	1754	1389	1703
USP27X	57	66	19	22	60	56	36	59
USP28	498	652	242	152	1604	1365	1186	1406
USP3	569	650	293	192	488	396	335	388
USP30	399	424	211	124	195	161	189	232
USP31	69	84	30	23	527	427	253	415
USP32	297	367	190	99	1009	892	596	815
USP33	2197	2399	1046	764	3302	2954	2564	3155
USP34	1000	1005	517	362	7060	6186	4098	5314
USP35	31	27	31	8	112	102	75	80
USP36	498	664	275	151	1087	916	520	675
USP37	684	754	318	194	1229	1069	836	1080
USP38	554	600	285	177	1731	1457	1276	1599
USP39	1338	1519	598	417	1698	1549	1358	1700
USP4	250	283	144	106	691	639	397	481
USP40	214	201	68	45	705	720	448	603
USP42	304	426	165	116	392	329	206	273
USP43	35	36	11	8	80	75	70	77
USP44	76	88	30	23	134	128	110	124
USP45	177	191	93	44	747	730	450	562
USP46	211	245	87	42	427	435	302	426
USP47	1085	1229	488	321	2795	2813	2122	2664
USP48	1876	2222	987	677	2309	2219	1330	1860
USP49	28	45	18	19	155	132	67	100
USP5	2659	3718	1409	890	2184	2158	1720	2066
USP51	34	33	17	18	61	53	37	65
USP53	229	291	121	99	1141	1126	788	1051
USP54	364	436	239	154	1125	956	674	855
USP6NL	176	216	78	41	417	369	293	406
USP7	1206	1391	669	444	4035	3979	2639	3676
USP8	849	824	382	280	1197	1094	790	1014
USP9X	6350	6842	3238	2227	17599	15853	12074	15496
USPL1	350	417	240	188	1090	923	739	925
UST	50	60	37	15	247	212	206	248
UTP11	2172	2375	1231	897	1255	1248	987	1247
UTP14A	870	1168	572	430	2411	2488	1870	2282
UTP14C	64	80	44	39	625	575	384	519
UTP15	783	908	446	294	1261	1086	996	1213
UTP18	2129	2500	1276	810	2721	2575	1755	2170
UTP20	2111	2587	1259	820	6388	5832	4490	5556
UTP23	266	273	153	131	353	282	247	280
UTP25	535	622	317	209	1250	1195	1052	1282
UTP3	958	1230	580	424	1031	970	598	749
UTP4	1811	1998	935	613	1347	1222	780	1036
UTP6	1371	1573	711	501	1850	1863	1293	1672
UTRN	1580	2170	1049	609	4115	3858	2647	3368
UVRAG	156	197	104	70	503	474	349	406
UVSSA	73	110	48	30	260	235	118	150
UXS1	341	387	184	107	461	438	316	366
UXT	1334	1793	737	486	558	437	513	602
VAC14	464	567	245	144	669	540	341	477
VAMP3	586	657	309	252	286	230	259	351
VAMP4	106	120	72	43	82	57	43	47
VAMP7	684	814	324	226	981	850	786	987
VAMP8	267	350	134	89	90	89	75	104
VANGL1	367	493	214	118	337	283	233	358
VANGL2	175	188	41	30	147	71	53	74
VAPA	1618	1940	759	544	1201	1182	890	1089
VAPB	1121	1353	585	428	402	326	220	275
VARS	3715	5018	2023	1323	2998	2544	1725	2180
VARS2	425	498	295	121	745	739	625	731
VASH1	20	28	11	3	169	177	98	108
VASH2	28	37	23	8	71	68	43	47
VASP	136	173	94	46	221	211	155	179
VAT1	1211	1321	587	302	678	571	385	492
VAV1	66	52	28	22	65	48	49	62
VAV2	275	350	111	80	380	282	240	287
VAV3	102	93	37	36	96	90	81	70
VBP1	2854	3226	1378	886	2599	2457	1905	2222
VCAN	1893	2257	1031	554	2738	2311	1577	2198
VCL	3228	3937	2151	1301	2856	2653	2065	2592
VCP	9659	12968	6430	3845	10826	10286	8368	10197
VCPIP1	494	602	326	183	900	816	502	698
VCPKMT	41	43	22	21	136	114	68	93
VDAC1	1765	2006	832	531	1482	1362	1537	1806
VDAC2	543	642	223	144	876	783	727	827
VDAC3	3439	4174	1529	1049	2753	2589	2271	2719
VEGFA	126	133	70	49	182	172	127	180
VEGFB	37	46	11	14	72	72	39	68
VEZF1	400	444	203	143	268	245	255	328
VEZT	773	723	454	310	1482	1331	1173	1412
VGLL4	271	363	152	90	169	142	119	167
VHL	598	734	349	218	688	750	415	547
VILL	1	1	1	0	101	113	83	108
VIM	19111	26946	7960	5016	9772	8859	6391	8674
VIPAS39	212	238	93	49	244	248	197	263
VIPR1	47	56	22	13	54	41	25	35
VIRMA	1562	1716	868	530	3253	2754	2374	2904
VKORC1L1	102	172	70	36	122	101	113	104
VLDLR	167	182	65	39	63	57	27	32
VMA21	712	845	356	202	348	352	294	412
VMP1	1299	1508	599	380	865	810	645	759
VPS11	320	358	158	111	751	633	582	693
VPS13A	1100	1126	633	399	5909	5640	3617	4808
VPS13B	403	467	244	141	2621	2307	1490	2030
VPS13C	1314	1362	776	458	3682	3452	2336	3129
VPS13D	798	830	441	240	3868	3447	2176	2964
VPS16	657	750	429	233	733	620	607	713
VPS18	549	803	404	234	581	502	375	481
VPS25	719	947	469	311	792	669	618	887
VPS26A	1708	2262	898	623	926	887	495	626
VPS26B	327	399	117	88	381	381	230	333
VPS26C	377	404	152	123	333	306	262	383
VPS28	421	587	228	134	398	374	303	348
VPS29	1708	2018	973	599	901	785	675	838
VPS33A	190	250	103	57	260	253	176	247
VPS35	2607	3094	1297	811	3303	3133	2521	3005
VPS35L	542	593	253	226	886	734	652	749
VPS36	420	509	228	143	724	704	448	604
VPS37A	357	362	132	129	303	269	226	276
VPS37B	347	374	172	128	131	110	51	106
VPS37C	107	150	63	46	143	143	95	136
VPS39	614	708	293	208	678	539	443	610
VPS41	527	592	260	170	1489	1512	1101	1378
VPS45	1189	1282	680	457	1363	1256	958	1181
VPS4A	37	68	33	16	174	196	154	150
VPS4B	660	908	408	264	591	500	402	487
VPS50	857	864	376	250	976	900	725	974
VPS51	555	809	333	191	1160	1078	893	1018
VPS52	1015	1185	615	404	824	728	560	685
VPS53	1365	1567	724	491	771	627	370	535
VPS54	135	157	62	36	1213	1159	940	1145
VPS72	951	1266	533	395	1100	1059	925	1144
VPS8	279	275	121	95	1053	887	729	890
VPS9D1	226	288	187	82	333	210	123	138
VRK1	2208	2641	1328	963	2295	2169	1726	2102
VRK2	357	364	147	103	1079	990	795	1038
VRK3	262	306	124	81	455	392	349	426
VSIG10	61	55	23	9	105	82	69	92
VTA1	1574	1542	877	571	885	814	802	1036
VTI1A	201	254	117	85	400	329	253	330
VTI1B	139	196	45	48	793	692	625	846
VWA8	569	649	325	196	1795	1581	1021	1352
VWDE	39	46	16	14	641	613	372	507
WAC	1363	1430	507	375	1296	949	1055	1432
WAPL	1818	2250	1036	694	4002	3805	2845	3599
WARS	3106	3314	1276	912	1689	1434	1380	1845
WARS2	396	476	232	157	576	522	427	569
WASF1	698	722	253	179	753	626	435	481
WASF2	537	688	272	185	343	256	200	227
WASF3	185	216	100	47	339	289	223	258
WASHC2A	128	208	94	58	481	456	323	429
WASHC2C	127	142	66	45	397	412	299	406
WASHC3	203	194	108	52	185	140	164	183
WASHC4	1203	1273	652	426	1829	1779	1380	1748
WASHC5	812	801	318	205	1747	1510	1336	1783
WASL	851	972	377	275	339	273	204	277
WBP1	17	26	16	8	183	157	186	197
WBP11	1091	1296	698	446	1243	1120	999	1274
WBP1L	109	148	57	31	79	92	75	96
WBP2	1024	1352	599	394	270	221	161	285
WBP4	411	442	201	153	354	298	228	285
WDCP	468	470	263	192	734	615	585	657
WDFY1	359	466	144	118	322	300	256	327
WDFY2	144	177	91	57	146	137	65	94
WDFY3	699	698	440	271	3159	2809	2117	2713
WDHD1	777	912	368	285	1933	1667	1314	1672
WDPCP	54	73	36	28	235	215	184	196
WDR1	3249	3988	1449	925	1948	1801	1646	2121
WDR11	1672	1937	874	525	2257	2006	1671	2083
WDR12	988	1134	568	379	1776	1717	1308	1538
WDR13	325	333	186	108	404	358	358	408
WDR17	119	136	61	32	486	474	305	406
WDR18	1730	2362	911	561	706	668	580	700
WDR19	376	435	247	143	996	833	631	857
WDR20	218	238	127	74	411	330	285	389
WDR24	164	226	86	40	348	315	217	286
WDR25	122	135	65	68	166	152	117	146
WDR26	1357	1613	657	451	2752	2534	1236	1587
WDR27	25	28	17	15	479	418	280	346
WDR3	2968	3528	1519	1064	4737	4494	3778	4509
WDR33	1159	1493	725	476	3201	2655	2327	2830
WDR34	758	1077	527	288	1483	1248	1138	1348
WDR35	914	1160	496	377	1545	1351	1132	1203
WDR36	2471	2713	1430	1051	2683	2357	2085	2629
WDR37	260	284	108	86	346	300	210	234
WDR4	388	410	216	135	727	666	368	413
WDR41	1009	1106	453	272	1349	1276	875	1130
WDR43	2616	3142	1496	1066	5642	5058	4173	5108
WDR44	836	927	523	342	1389	1339	875	1142
WDR45	312	412	201	103	278	209	187	221
WDR45B	408	463	165	109	912	739	722	883
WDR46	1428	1944	825	571	1529	1457	1206	1448
WDR47	381	445	156	109	529	494	466	607
WDR48	948	1097	537	343	1926	1673	1379	1698
WDR5	1058	1370	541	314	1293	1228	836	1076
WDR53	92	139	63	31	154	135	134	148
WDR54	342	389	200	125	407	393	365	454
WDR55	285	363	176	109	520	495	343	416
WDR59	345	444	185	124	1095	915	658	789
WDR5B	55	71	29	25	131	100	88	130
WDR6	1805	2498	1269	794	3964	3496	2893	3644
WDR60	267	421	190	106	521	486	338	417
WDR61	936	1125	375	263	1666	1624	1265	1485
WDR62	897	1199	482	335	1129	993	709	813
WDR63	157	188	84	65	52	30	39	38
WDR66	4	10	3	2	47	51	35	45
WDR7	417	479	202	151	1012	901	636	824
WDR70	845	919	448	302	1157	1075	850	1007
WDR73	252	318	194	108	1155	980	859	944
WDR74	530	743	354	229	880	789	616	809
WDR75	1869	2044	974	678	2885	2750	2183	2749
WDR76	861	938	382	285	980	949	771	965
WDR77	2417	3394	1260	873	2517	2320	2030	2503
WDR78	69	56	23	18	67	47	62	78
WDR81	411	504	261	147	659	643	406	531
WDR82	897	975	425	271	1322	1037	1010	1323
WDR83	163	217	107	52	214	246	159	167
WDR83OS	909	1230	599	335	581	559	431	494
WDR89	175	205	97	68	478	446	299	368
WDR90	105	91	75	42	829	676	533	679
WDR91	254	342	147	93	351	278	231	321
WDR92	226	275	140	72	244	254	192	238
WDSUB1	260	327	140	70	212	201	132	173
WDTC1	443	499	145	119	413	311	227	278
WDYHV1	137	124	65	36	100	69	53	65
WEE1	585	711	329	217	964	934	572	723
WFS1	438	566	229	131	307	246	193	267
WHAMM	70	85	54	32	314	282	173	255
WHRN	81	67	34	18	129	99	66	99
WIPF1	91	87	39	36	61	38	36	52
WIPF2	206	238	114	72	56	50	39	51
WIPI1	69	80	28	17	73	58	54	72
WIPI2	569	674	315	160	968	899	773	979
WIZ	665	876	381	227	571	386	257	358
WLS	2806	3551	1351	807	1965	1610	1402	1737
WNK1	3234	3519	1386	890	4952	3857	2456	3116
WNK2	576	672	301	139	678	531	219	280
WNK3	202	201	128	76	806	723	611	776
WNK4	4	2	0	0	72	48	35	31
WNT5A	265	365	131	96	144	121	78	87
WRAP53	396	528	241	148	678	579	491	589
WRAP73	794	1013	367	231	562	529	456	613
WRN	919	961	434	305	1470	1310	918	1191
WRNIP1	1051	1293	561	361	1665	1523	1200	1398
WSB1	329	551	230	157	650	666	467	585
WSB2	191	225	82	38	512	437	312	417
WSCD1	75	101	35	17	112	93	74	97
WT1	196	238	96	70	51	45	31	35
WTAP	878	1050	494	309	1559	1444	1095	1445
WTIP	60	83	28	12	35	38	26	33
WWC1	172	222	88	45	701	639	465	618
WWC2	358	412	148	99	988	938	703	911
WWOX	230	278	118	75	346	362	234	300
WWP1	155	183	55	32	971	943	496	632
WWP2	434	457	251	127	479	391	314	380
WWTR1	594	742	332	211	73	41	54	78
XAB2	1439	1839	826	506	628	507	351	430
XBP1	404	564	367	195	1532	1484	1115	1335
XIAP	656	746	384	245	817	763	457	659
XK	72	75	40	33	54	57	45	54
XKR8	39	76	31	14	101	67	72	81
XPA	254	266	122	90	439	425	271	362
XPC	578	801	378	261	1374	1353	947	1090
XPNPEP1	1978	2363	1016	616	1361	1175	1221	1309
XPNPEP3	480	542	184	142	669	539	327	426
XPO1	7801	8082	3805	2773	12741	11875	9355	11647
XPO4	983	1114	495	324	2178	1884	1462	1880
XPO5	3721	4817	2150	1381	5345	4525	3473	4413
